organization,pacs,honoree,date,amount_usd
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Alma Adams,2025-04-14,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Adams, Alma",2025-05-29,1000.00
"BELL & LINDSAY, INC. (FORMERLY WHITE HOUSE CONSULTING INC.)",,Tripp Adams,2025-06-10,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Alma Adams,2025-06-01,2500.00
MILLER & CHEVALIER CHARTERED,,"Leslie Mehta, Karen Carnegie, Virgil Thornton, May Nivar, Lily Franklin, Jessica Anderson, Kimberly Pope Adams, Lindsey Dougherty",2025-05-11,250.00
"THE SMITH-FREE GROUP, LLC",,Rep. Alma Adams,2025-03-12,1000.00
"TD BANK, NA",TD Bank N.A. Political Action Committee,Alma Adams,2025-05-28,1000.00
NATIONAL FOOTBALL LEAGUE,GridironPAC,Rep Alma Adams,2025-06-25,1500.00
"THE SMITH-FREE GROUP, LLC",,Congresswoman Alma Adams,2025-03-11,750.00
"TYSON FOODS, INC",Tyson Foods Inc Political Action Committee (TYPAC),Alma Shealey Adams,2025-06-25,1000.00
NORFOLK SOUTHERN CORPORATION,Norfolk Southern Corporation Good Government Fund,Alma Shealey Adams,2025-05-08,1000.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Alma Shealey Adams,2025-03-27,1000.00
"PREMIER, INC.",PREMIER INC. EMPLOYEES' CIVIC ACTION FUND,Rep. Alma Adams,2025-06-25,1000.00
"CROSSROADS STRATEGIES, LLC",NASCOE PAC,Alma Adams,2025-02-27,2000.00
THE COUNCIL OF INSURANCE AGENTS AND BROKERS,Council Of Insurance Agents & Brokers PAC,Alma Adams for Congress,2025-06-18,1000.00
GE HEALTHCARE TECHNOLOGIES INC.,GE HealthCare Technologies Inc. PAC,Rep. Alma Adams,2025-06-25,1000.00
ENVIRONMENTAL DEFENSE ACTION FUND,Environmental Defense Action Fund PAC (EDAF PAC),ALMA ADAMS,2025-05-16,1000.00
AMERICAN FEDERATION OF TEACHERS,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION (AFTCOPE)",Representative Alma Adams,2025-06-03,5000.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,Alma Adams,2025-02-10,5000.00
VANGUARD GROUP,The Vanguard Group Committee for Responsible Government,Rep Alma Adams,2025-06-17,2500.00
THE KROGER CO.,THE KROGER CO. POLITICAL ACTION COMMITTEE,REP. ALMA ADAMS,2025-04-11,1000.00
THE KROGER CO.,THE KROGER CO. POLITICAL ACTION COMMITTEE,REP. ALMA ADAMS,2025-03-14,1000.00
LOWE'S COMPANIES INC.,"Lowe's Companies, Inc. Political Action Committee",Rep. Alma Adams,2025-06-27,2500.00
CAPITAL ONE FINANCIAL CORPORATION,Capital One Financial Corp. Assoc. Political Fund,Alma Shealey Adams,2025-06-13,1000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Alma Shealey Adams,2025-03-20,2000.00
CSX CORPORATION,CSX Corporation Good Government Fund,Alma Shealey Adams,2025-03-31,2500.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Alma Adams,2025-05-08,2500.00
BASF CORPORATION,BASF Corporation Employees Political Action Committee,Rep. Alma Adams,2025-05-28,1000.00
DUKE ENERGY CORPORATION,DUKEPAC,"Adams, Alma",2025-05-21,2500.00
NELSON MULLINS RILEY & SCARBOROUGH,"Nelson Mullins Riley & Scarborough, LLP Federal Political Co",Congresswoman Alma Adams,2025-04-03,1000.00
"FEDERAL STREET STRATEGIES, LLC",,Alma Adams for Congress,2025-06-29,1000.00
"FEDERAL STREET STRATEGIES, LLC",,Alma Adams for Congress,2025-03-31,1000.00
STRATEGIC MARKETING INNOVATIONS,,Tripp Adams for Congress,2025-06-09,7000.00
ALLIED PILOTS ASSOCIATION,ALLIED PILOTS ASSOCIATION POLITICAL ACTION COMMITTEE,Rep Alma Adams,2025-06-24,1000.00
NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,NARFE-PAC,"Rep. Alma Adams, D- NC12",2025-06-06,1000.00
