organization,pacs,honoree,date,amount_usd
THOMAS CAPITOL PARTNERS INC.,,Rep. Joe Wilson,2025-03-31,250.00
THOMAS CAPITOL PARTNERS INC.,,Rep. Joe Wilson,2025-06-30,500.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Rep Joe Wilson,2025-05-14,5000.00
GRAYROBINSON PA,Gray Robinson PA PAC,Frederica Wilson,2025-06-04,1000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Frederica Wilson,2025-03-20,1000.00
ASSOCIATED GENERAL CONTRACTORS OF AMERICA,Associated General Contractors of America Political Action C,"Wilson, Joe",2025-06-24,1000.00
"COASPIRE, LLC",,Rep. Joe Wilson,2025-06-26,1000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Wilson, Joe",2025-03-06,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Joe Wilson,2025-03-11,2500.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)","Reps. Terri Sewell, Joyce Beatty, Troy Carter, Steven Horsford, Glenn Ivey, Robin Kelly, Lucy McBath, Stacey Plaskett, and Frederica Wilson",2025-03-06,40000.00
NATIONAL FOOTBALL LEAGUE,GridironPAC,Rep Frederica S Wilson,2025-05-13,2500.00
"CASSIDY & ASSOCIATES, INC.",,Rep. Joe Wilson,2025-05-15,1000.00
"BAE SYSTEMS, INC.",BAE Systems Inc. Political Action Committee (BAE SYSTEMS USA PAC),"Rep. Joe Wilson, Sr.",2025-02-19,2500.00
CROSS POTOMAC CONSULTING LLC,National Shooting Sports Foundation,Joe Wilson,2025-05-20,500.00
BURRELL INTERNATIONAL GROUP LLC,,Joe Wilson,2025-05-13,500.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Wilson, Joe",2025-04-18,2500.00
REGIONS FINANCIAL CORP,Regions Financial Corporation Political Action Committee,Rep Frederica S Wilson,2025-06-23,2500.00
AMERICAN BAKERS ASSOCIATION,American Bakers Association PAC,Joe Wilson,2025-06-11,1000.00
"CASSIDY & ASSOCIATES, INC.",,Joe Wilson,2025-06-25,2000.00
NORFOLK SOUTHERN CORPORATION,Norfolk Southern Corporation Good Government Fund,Frederica Wilson,2025-06-24,2000.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Joe Wilson,2025-03-25,1000.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Joe Wilson,2025-06-18,2000.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Wilson, Frederica",2025-06-04,2500.00
ASSOCIATION OF AMERICAN RAILROADS,RAILPAC,Rep. Frederica Wilson,2025-06-20,1000.00
BNSF RAILWAY COMPANY,BNSF Railway Company RAILPAC (BNSF RAILPAC),Frederica Wilson,2025-06-24,2000.00
