organization,pacs,honoree,date,amount_usd
"NEXXUS CONSULTING, LLC",,Dan Newhouse,2025-06-20,500.00
NATIONAL MILK PRODUCERS FEDERATION,,Rep. Dan Newhouse,2025-03-28,1500.00
NATIONAL MILK PRODUCERS FEDERATION,,Rep. Dan Newhouse,2025-04-01,250.00
"K&L GATES, LLP",K&L Gates PAC,Congressman Dan Newhouse,2025-04-30,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Newhouse, Dan",2025-04-15,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Newhouse, Dan",2025-06-10,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Newhouse, Dan",2025-02-13,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",WRANGLER PAC,Dan Newhouse,2025-03-13,500.00
"TOM ALBERT CONSULTING, LLC",,Cong. Dan Newhouse,2025-01-23,500.00
"TOM ALBERT CONSULTING, LLC",,Cong. Dan Newhouse,2025-05-07,100.00
"TOM ALBERT CONSULTING, LLC",,Cong. Dan Newhouse,2025-05-19,500.00
POTOMAC CONSULTING LLC,,Rep. Dan Newhouse,2025-05-07,100.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Rep. Dan Newhouse,2025-05-15,500.00
CHEVRON U.S.A. INC.,,Dan Newhouse,2025-05-09,50.00
MONUMENT ADVOCACY,,Rep. Dan Newhouse,2025-06-20,1000.00
"ATI, INC. (F/K/A ALLEGHENY TECHNOLOGIES INCORPORATED)",ATI INC. Political Action Committee (ATI PAC),Hon. Dan Newhouse,2025-01-13,1000.00
AMERICAN SUGARBEET GROWERS ASSOCIATION,,Congressman Dan Newhouse,2025-03-20,1000.00
NATIONAL PROPANE GAS ASSOCIATION,National Propane Gas Association PAC,Rep. Dan Newhouse,2025-05-14,2500.00
WASHINGTON2 ADVOCATES,,Dan Newhouse,2025-05-01,1500.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Dan Newhouse,2025-05-07,100.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. Dan Newhouse (R),2025-03-17,2500.00
"ICEBREAKER STRATEGIES, LLC",,Dan Newhouse,2025-05-19,3500.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Rep Dan Newhouse,2025-03-28,2500.00
NATIONAL TURKEY FEDERATION,National Turkey Federation PAC,Dan Newhouse,2025-05-20,1000.00
NATIONAL TURKEY FEDERATION,National Turkey Federation PAC,Dan Newhouse,2025-06-05,1000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"Newhouse, Dan",2025-05-08,2500.00
SSA MARINE,SSA Marine Good Government Fund,Cong. Dan Newhouse,2025-03-10,1000.00
CONOCOPHILLIPS,ConocoPhillips SPIRIT PAC,Rep. Dan Newhouse,2025-06-16,2500.00
JOHN J. FASO CONSULTING LLC,,Rep. Dan Newhouse,2025-03-05,500.00
WESTINGHOUSE ELECTRIC COMPANY,WESTINGHOUSE ELECTRIC COMPANY LLC PAC (C00346361),Dan Newhouse WA-4 US House,2025-01-23,1000.00
WESTINGHOUSE ELECTRIC COMPANY,WESTINGHOUSE ELECTRIC COMPANY LLC PAC (C00346361),Dan Newhouse WA-4 US House,2025-04-09,1500.00
WESTINGHOUSE ELECTRIC COMPANY,WESTINGHOUSE ELECTRIC COMPANY LLC PAC (C00346361),Dan Newhouse WA-4 US House,2025-05-01,2500.00
SOUTHERN MINNESOTA BEET SUGAR COOP,Southern Minnesota Beet Sugar Cooperative PAC,Rep. Dan Newhouse,2025-05-22,1000.00
"K&L GATES, LLP",K&L Gates PAC,Rep. Dan Newhouse,2025-05-02,500.00
"K&L GATES, LLP",K&L Gates PAC,Rep. Dan Newhouse,2025-01-23,500.00
"K&L GATES, LLP",K&L Gates PAC,Rep. Dan Newhouse,2025-02-24,500.00
NATIONAL ASSOCIATION OF WHEAT GROWERS,WheatPAC,Rep. Dan Newhouse,2025-06-05,2000.00
NATIONAL ROOFING CONTRACTORS ASSOCIATION,National Roofing Contractors Association ROOF PAC,Rep. Dan Newhouse,2025-06-24,1000.00
NATIONAL ROOFING CONTRACTORS ASSOCIATION,National Roofing Contractors Association ROOF PAC,Rep. Dan Newhouse,2025-01-23,1000.00
S-3 GROUP,,Dan Newhouse,2025-02-04,1500.00
S-3 GROUP,,Dan Newhouse,2025-03-31,1800.00
"TYSON FOODS, INC",Tyson Foods Inc Political Action Committee (TYPAC),Daniel Newhouse,2025-05-30,1000.00
FOLEY & LARDNER LLP,"Foley & Lardner Political Fund, Inc.",Dan Newhouse,2025-06-26,1000.00
"CONSTELLATION ENERGY GENERATION, LLC",Constellation Energy Corporation Employee Political Action Committee (CEPAC),Rep. Dan Newhouse,2025-06-16,2000.00
"CONSTELLATION ENERGY GENERATION, LLC",Constellation Energy Corporation Employee Political Action Committee (CEPAC),Rep. Dan Newhouse,2025-04-17,2500.00
HARVEY RUN STRATEGIES LLC,Leadership for Enterprise and Opportunity PAC,Dan Newhouse,2025-03-05,1000.00
"CROSSROADS STRATEGIES, LLC",,Rep. Dan Newhouse,2025-03-20,250.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Dan Newhouse,2025-04-07,5000.00
FORD MOTOR COMPANY,Ford Motor Company Civic Action Fund,Dan Newhouse (R-WA),2025-05-15,2500.00
INTERNATIONAL DAIRY FOODS ASSOCIATION,International Dairy Foods Association (IDFA) PAC,Rep. Dan Newhouse,2025-03-25,1000.00
INTERNATIONAL DAIRY FOODS ASSOCIATION,International Dairy Foods Association (IDFA) PAC,Rep. Dan Newhouse,2025-06-24,4000.00
AMERICAN SOYBEAN ASSOCIATION,American Soybean Association PAC (SoyPAC),Dan Newhouse,2025-03-31,1000.00
NATIONAL CORN GROWERS ASSN,National Corn Growers Association PAC (CornPAC),Rep. Dan Newhouse,2025-04-16,1000.00
BNSF RAILWAY COMPANY,BNSF Railway Company RAILPAC (BNSF RAILPAC),Daniel Newhouse,2025-06-25,2500.00
ECOLAB INC.,ECOLAB INC. PAC,Dan Newhouse,2025-05-05,1000.00
KELLEY DRYE & WARREN LLP,Kelley Drye & Warren Political Action Committee,Rep. Dan Newhouse,2025-06-23,2500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",BHFS-E PC PAC (Brownstein Hyatt Farber Schreck PAC),Rep. Dan Newhouse,2025-06-12,1000.00
DIAGEO NORTH AMERICA,Diageo North America Inc. Employees Political Participation Committee,Dan Newhouse,2025-05-08,1000.00
"NEXXUS CONSULTING, LLC",,Congressman Dan Newhouse,2025-02-21,500.00
"NEXXUS CONSULTING, LLC",,Congressman Dan Newhouse,2025-06-20,500.00
"NEXXUS CONSULTING, LLC",,Congressman Dan Newhouse,2025-05-05,250.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Dan Newhouse,2025-05-21,250.00
THE COUNCIL OF INSURANCE AGENTS AND BROKERS,Council Of Insurance Agents & Brokers PAC,Dan Newhouse for Congress,2025-04-22,2500.00
"AMERICAN AIRLINES, INC.",American Airlines Inc. Political Action Committee (AAPAC),Rep. Dan Newhouse,2025-06-03,1000.00
"SYLVAMO NORTH AMERICA, LLC",Sylvamo Corporation PAC,Dan Newhouse,2025-04-11,2500.00
CHAMBER OF COMMERCE OF THE U.S.A.,U.S. Chamber PAC,Dan Newhouse,2025-03-26,1000.00
"ALASKA AIRLINES, INC.",Alaska Air Group PAC,Rep. Dan Newhouse,2025-06-17,5000.00
"DELTA AIR LINES, INC.",Delta Air Lines PAC,Rep. Dan Newhouse,2025-01-30,1000.00
"DELTA AIR LINES, INC.",Delta Air Lines PAC,Rep. Dan Newhouse,2025-06-20,1000.00
"LEIDOS, INC.",Leidos Inc. Political Action Committee,Rep. Dan Newhouse,2025-02-18,1000.00
"LEIDOS, INC.",Leidos Inc. Political Action Committee,Rep. Dan Newhouse,2025-05-13,2500.00
