organization,pacs,honoree,date,amount_usd
AMERICAN CHIROPRACTIC ASSOCIATION,American Chiropractic Association PAC,Rep. Hakeem Jeffries,2025-06-10,2500.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Jeffries, Hakeem",2025-02-26,2500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Hakeem Jeffries,2025-04-25,5000.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Rep. Hakeem Jeffries,2025-03-03,5000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Hakeem Jeffries,2025-06-30,250.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Jeffries, Hakeem",2025-03-20,5000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Jeffries, Hakeem",2025-05-29,5000.00
NATIONAL ASSOCIATION OF SOCIAL WORKERS,NASW-PACE,Hakeem Jeffries,2025-06-13,5000.00
STEPTOE LLP,Steptoe PAC,Jeffries for Congress,2025-01-23,1000.00
"COINBASE, INC.","Coinbase, Inc. Innovation PAC",Rep. Hakeem Jeffries,2025-03-25,2500.00
AMERICAN PSYCHIATRIC ASSOCIATION,American Psychiatric Association Political Action Committee,Hakeem Jeffries,2025-06-23,2500.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Hakeem Jeffries,2025-03-13,5000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Hakeem Jeffries,2025-02-19,5000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Hakeem Jeffries,2025-02-03,5000.00
ROCKET LP FKA RKT HOLDINGS,Rocket PAC,Representative Hakeem Jeffries,2025-03-25,5000.00
EVERYTOWN FOR GUN SAFETY ACTION FUND,"EVERYTOWN FOR GUN SAFETY ACTION FUND, INC. PAC",Hakeem Jeffries,2025-02-04,25000.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Hakeem Jeffries,2025-02-24,2500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Hakeem Jeffries,2025-04-11,2500.00
"THE CAPITAL GROUP COMPANIES, INC. AND ITS AFFILIATES",The Capital Group Companies Inc Political Action Committee,Rep Hakeem Jeffries,2025-03-27,5000.00
"THE CAPITAL GROUP COMPANIES, INC. AND ITS AFFILIATES",The Capital Group Companies Inc Political Action Committee,Rep Hakeem Jeffries,2025-05-29,5000.00
"THE TRAVELERS COS., INC. AND SUBSIDIARIES","The Travelers Companies, Inc. Political Action Committee (T-PAC)",Hakeem Jeffries,2025-01-23,5000.00
"DB3, LLC (FKA THE DASCHLE GROUP)",,Hakeem Jeffries for Congress,2025-03-05,5000.00
EMPIRE CONSULTING GROUP,,Rep. Hakeem Jeffries,2025-03-06,3500.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,Jeffries for Congress,2025-06-12,5000.00
