organization,pacs,honoree,date,amount_usd
MARLA GROSSMAN LLC,,U.S. Representative Jamie Raskin,2025-03-25,500.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Raskin, Jamie",2025-03-11,2500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Raskin, Jamie",2025-03-20,1000.00
"TWINLOGIC STRATEGIES, LLP",,U.S. Rep. Jamie Raskin (D-MD),2025-03-09,500.00
THORSEN FRENCH ADVOCACY LLC,,U.S. Representative Jamie Raskin,2025-03-03,500.00
THORSEN FRENCH ADVOCACY LLC,,U.S. Representative Jamie Raskin,2025-06-23,1500.00
THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC. PAC,REP. JAMIE RASKIN,2025-06-30,1000.00
COVINGTON & BURLING LLP,Covington and Burling LLP PAC,The Honorable Jamie Raskin,2025-02-21,1000.00
COVINGTON & BURLING LLP,Covington and Burling LLP PAC,The Honorable Jamie Raskin,2025-03-07,4000.00
COVINGTON & BURLING LLP,Covington and Burling LLP PAC,The Honorable Jamie Raskin,2025-03-07,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Jamie Raskin,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Jamie Raskin,2025-06-01,2500.00
NATIONAL RURAL LETTER CARRIERS' ASSOCIATION,,Jamie Raskin,2025-01-29,5000.00
INVARIANT LLC,,Rep. Jamie Raskin,2025-01-23,1000.00
AKIN GUMP STRAUSS HAUER & FELD,,Representative Jamie Raskin,2025-02-24,1000.00
CORBIN STRATEGIES LLC,,Jaime Raskin,2025-03-03,500.00
INTERNATIONAL TRADEMARK ASSOCIATION,INTA PAC,U.S. Representative Jamie Raskin,2025-06-24,2500.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,Jamie Raskin for Congress,2025-06-12,2500.00
WILMER CUTLER PICKERING HALE AND DORR LLP,,Congressman Jamie Raskin,2025-03-03,2500.00
RECORDING INDUSTRY ASSOCIATION OF AMERICA,Recording Industry Association of America PAC,Representative Jamie Raskin,2025-04-17,2000.00
NATIONAL COMMITTEE TO PRESERVE SOCIAL SECURITY AND MEDICARE,,Jamie Raskin,2025-04-22,50.00
"NVG, LLC",,Rep. Jamie Raskin,2025-01-28,500.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Jamie Raskin,2025-03-31,50.00
