organization,pacs,honoree,date,amount_usd
RICH FEUER ANDERSON,,U.S. Representative Troy Balderson,2025-03-26,1500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Troy Balderson,2025-05-20,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Balderson, Troy",2025-03-13,4000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Balderson, Troy",2025-02-13,1000.00
OGR,,The Honorable Troy Balderson,2025-04-01,1500.00
HB STRATEGIES,,Rep. Troy Balderson,2025-03-19,1500.00
AMERICAN PUBLIC POWER ASSOCIATION,APPA PUBLIC OWNERSHIP OF ELECTRIC RESOURCES PAC,Rep. Troy Balderson,2025-01-31,2500.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Rep. Troy Balderson,2025-05-15,1000.00
AMEREN SERVICES,Ameren Corporation Federal Political Action Committee Ameren FEDPAC,Rep Troy Balderson,2025-06-25,1000.00
FIERCE GOVERNMENT RELATIONS,,Rep Troy Balderson,2025-06-18,500.00
AMERICAN PSYCHIATRIC ASSOCIATION,American Psychiatric Association Political Action Committee,William Troy Balderson,2025-03-24,2500.00
AMERICAN PSYCHIATRIC ASSOCIATION,American Psychiatric Association Political Action Committee,William Troy Balderson,2025-06-23,1000.00
VERTEX PHARMACEUTICALS INCORPORATED,Vertex Pharmaceuticals Incorporated PAC,Rep. Troy William Balderson,2025-04-01,1000.00
ASTRAZENECA PHARMACEUTICALS LP,ALEXION PHARMACEUTICALS INC PAC; Zeneca Inc Political Action Committee AZPAC,Rep Troy Balderson,2025-03-25,1000.00
STERIS CORPORATION,STERIS Employee PAC,Rep. William Troy Balderson,2025-03-19,1000.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Troy Balderson,2025-06-06,2500.00
"IHEARTMEDIA, INC.","iHeartMedia, Inc. PAC",Troy Balderson,2025-06-24,-1000.00
NATIONAL PROPANE GAS ASSOCIATION,National Propane Gas Association PAC,Rep. Troy Balderson,2025-03-26,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Troy Balderson,2025-03-19,5000.00
AMERICAN COLLEGE OF SURGEONS PROFESSIONAL ASSOCIATION,American College of Surgeons Professional Association PAC,Rep. Troy Balderson,2025-06-11,2500.00
LIQUID ENERGY PIPELINE ASSOCIATION,Liquid Energy Pipeline Association PAC,Representative Troy Balderson,2025-03-31,2000.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Rep. Troy Balderson,2025-04-14,5000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"M Amodei, D Bacon, T Balderson, M Baumgartner, C Bentz, M Bost, R Bresnahan, K Calvert, B Carter, J Ciscomani, M Diaz-Balart, C Edwards, G Evans, J Fedorchak, B Fitzpatrick, A Garbarino, et al.",2025-02-05,5000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"S Moore Capito, S Collins, J Curtis, J Ernst, J Justice, R Marshall, M Mullin, T Sheehy, T Young, D Bacon, J Baird, T Balderson, A Barr, T Barrett, M Baumgartner, A Bean, C Bentz, S Bice, et al.",2025-02-05,5000.00
"BL PARTNERS GROUP, LLC",,Balderson for Congress,2025-03-29,750.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Troy Balderson,2025-05-08,2500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Troy Balderson,2025-02-03,5000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Troy Balderson,2025-05-19,1000.00
