organization,pacs,honoree,date,amount_usd
"COMPASS GOVERNMENT RELATIONS PARTNERS, LLC",,Johnny Olszewski - Federal Account,2025-06-02,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",AmeriLuv,John Johnny O Olszewski Jr.,2025-05-22,3500.00
DUANE MORRIS LLP,Duane Morris Government Committee,John Olszewski,2025-02-20,250.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Johnny Olszewski,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Johnny Olszewski,2025-06-01,2500.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,"Rep. Johnny Olszewski, Jr.",2025-06-25,1000.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Rep Johnny Olszewski Jr,2025-05-31,1000.00
"BECTON, DICKINSON AND COMPANY",BD PAC,"Rep. Johnny Olszewski, Jr. (D)",2025-06-23,1000.00
THE DIONNE COMPANY,,"John Anthony Olszewski, Jr.",2025-06-23,1500.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,John Anthony Jr Olszewski,2025-04-25,50.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,John Anthony Jr Olszewski,2025-05-14,1000.00
NCTA - THE INTERNET & TELEVISION ASSOCIATION,,Rep. Johnny Olszewski,2025-06-30,500.00
"ROCKET LAB USA, INC.","Rocket Lab USA, Inc. Political Action Committee (Rocket Lab PAC)",John Olszewski,2025-06-12,1000.00
AFLAC INCORPORATED,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),"Rep. Johnny Olszewski, Jr.",2025-06-24,1000.00
FIRSTENERGY CORP,FirstEnergy PAC,John Olszewski,2025-03-17,2500.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Olszewski, Johnny",2025-02-25,1500.00
"CONSTELLATION ENERGY GENERATION, LLC",Constellation Energy Corporation Employee Political Action Committee (CEPAC),"Rep. Johnny Olszewski, Jr.",2025-06-16,1000.00
"CONSTELLATION ENERGY GENERATION, LLC",Constellation Energy Corporation Employee Political Action Committee (CEPAC),"Rep. Johnny Olszewski, Jr.",2025-03-21,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Johnny Olszewski,2025-06-11,1000.00
SOUTHWEST AIRLINES,Southwest Airlines Co. Political Action Committee,Rep. Johnny Olszewski (D-MD),2025-06-25,1000.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Olszewski, John",2025-03-07,1000.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Olszewski, John",2025-06-24,1000.00
INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,IUPAT Political Action Together Political Committee,"Olszewski, Johnny",2025-03-17,1000.00
ERNST & YOUNG LLP (WASHINGTON COUNCIL ERNST & YOUNG),Ernst & Young Political Action Committee,Congressman Johnny Olszewski,2025-06-16,2500.00
"SIERRA NEVADA COMPANY, LLC (F/K/A SIERRA NEVADA CORPORATION)",SIERRA NEVADA COMPANY LLC POLITICAL ACTION COMMITTEE,Rep Johnny Olszewski Jr,2025-05-22,1000.00
CHUGACH ALASKA CORPORATION,Chugach Alaska Corporation PAC CAC PAC,Rep Johnny Olszewski Jr,2025-04-23,1500.00
"STE NORTH AMERICA, INC. (FORMERLY ST ENGINEERING NORTH AMERICA, INC.)",,Representative Johnny Olszewski,2025-05-15,1000.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,Johnny Olszewski,2025-03-25,5000.00
NATIONAL BEER WHOLESALERS ASSOCIATION,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,Rep Johnny Olszewski Jr,2025-03-10,1000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,John Olszewski,2025-05-13,2000.00
THE AMERICAN WATERWAYS OPERATORS,American Waterways Operators PAC,Representative Johnny Olszewski,2025-03-11,1000.00
"UNITEDHEALTH GROUP, INC.","UNITEDHEALTH GROUP, INC.","Olszewski, John",2025-05-19,1000.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Johnny Olszewski,2025-03-03,2500.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Johnny Olszewski,2025-03-25,1000.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Johnny Olszewski,2025-04-03,1000.00
ALLIANCE FOR RETIRED AMERICANS,Alliance for Retired Americans Political Action Fund,John Olszewski,2025-06-12,1000.00
LOCKHEED MARTIN CORPORATION,Lockheed Martin Employees' Political Action Committee,"Olszewski, John",2025-05-30,1000.00
RTX CORPORATION AND AFFILIATES,Employees of RTX Corporation PAC,"Olszewski, Johnny",2025-06-19,1000.00
