organization,pacs,honoree,date,amount_usd
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Cisneros, Gil",2025-06-24,2000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Gil Cisneros,2025-03-01,2500.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,Cisneros for Congress,2025-06-12,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Gil Cisneros,2025-05-12,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Gil Cisneros,2025-03-26,2500.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"L Sanchez, C Cortez Masto, R Gallego, B Ray Lujan, A Padilla, P Aguilar, A Espaillat, N Diaz Barragan, S Carbajal, G Casar, J Castro, G Cisneros, L Correa, J Costa, H Cuellar, V Escobar, et al.",2025-02-05,5000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)","Rep. Gil Cisneros, Jr.",2025-06-09,1000.00
BRIAN GLACKIN & ASSOCIATES LLC,,Gil Cisneros,2025-03-28,500.00
BRIAN GLACKIN & ASSOCIATES LLC,,Gil Cisneros,2025-06-05,500.00
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,State Farm Mutual Automobile Insurance Company Federal Political Action Committee (State Farm Federal PAC),Rep. Gil Cisneros,2025-02-21,160000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Gilbert Cisneros,2025-04-25,50.00
"D&P CREATIVE STRATEGIES, LLC",PODER PAC,Rep. Gil Cisneros,2025-03-18,250.00
EMPIRE CONSULTING GROUP,,Rep. Gilbert Cisneros,2025-06-27,1500.00
"ACTUM I, LLC",,Rep. Gil Cisneros,2025-03-01,1000.00
"D&P CREATIVE STRATEGIES, LLC",,Rep. Gil Cisneros,2025-03-18,250.00
FEROX STRATEGIES,,Gil Cisneros,2025-03-31,250.00
OFFICE OF THE COMMISSIONER OF BASEBALL,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,The Hon. Gilbert Cisneros,2025-06-12,1000.00
"BAE SYSTEMS, INC.",BAE Systems Inc. Political Action Committee (BAE SYSTEMS USA PAC),"Rep. Gil Cisneros, Jr.",2025-06-30,1000.00
"AEROVIRONMENT, INC.",AEROVIRONMENT INC PAC,Rep Gilbert R Cisneros Jr,2025-02-19,1000.00
"AEROVIRONMENT, INC.",AEROVIRONMENT INC PAC,Rep Gilbert R Cisneros Jr,2025-05-20,2500.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Cisneros, Gilbert",2025-06-25,1000.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Cisneros, Gilbert",2025-06-30,-1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Gilbert Cisneros,2025-03-27,2000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Gilbert Cisneros,2025-04-24,1000.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Cisneros, Gilbert",2025-04-24,2500.00
ERNST & YOUNG LLP (WASHINGTON COUNCIL ERNST & YOUNG),Ernst & Young Political Action Committee,Congressman Gilbert Cisneros,2025-03-12,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,GILBERT CISNEROS,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,GILBERT CISNEROS,2025-04-22,2500.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,Gil Cisneros,2025-02-10,5000.00
AMERICAN PHYSICAL THERAPY ASSOCIATION,American Physical Therapy Association Physical Therapy PAC,Congressman Gilbert Cisneros,2025-06-11,1000.00
GENERAL MOTORS COMPANY,General Motors Company Political Action Committee (GM PAC),"Rep. Gil Cisneros, Jr.",2025-04-09,1000.00
"AT&T SERVICES, INC. AND ITS AFFILIATES",,Rep. Gil Cisneros,2025-04-04,500.00
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Science Applications International Corporation Voluntary Political Action Committee,Rep. Gilbert Cisneros,2025-06-18,1000.00
BAYER CORPORATION (CONSOLIDATED REPORT),Bayer US LLC Employee Political Action Committee (BayerPAC),"Rep. Salud Carbajal, Rep. Gilbert Cisneros, Rep. Veronica Escobar, Rep. Jesus G. Chuy Garcia, Sen. Alex Padilla, Rep. Delia Ramirez",2025-03-19,15000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Gilbert Cisneros,2025-05-13,2000.00
"LEIDOS, INC.",Leidos Inc. Political Action Committee,Rep. Gilbert Cisneros,2025-03-25,1000.00
"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC",Wine & Spirits Wholesalers of America PAC,Cisneros For Congress,2025-02-25,1250.00
NORTHROP GRUMMAN CORPORATION,Employees of Northrop Grumman Corporation PAC; Self,Rep. Gil Cisneros,2025-03-24,2500.00
NORTHROP GRUMMAN CORPORATION,Employees of Northrop Grumman Corporation PAC; Self,Rep. Gil Cisneros,2025-06-25,2500.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Gilbert Cisneros,2025-03-26,2500.00
