organization,pacs,honoree,date,amount_usd
CVS HEALTH (AND SUBSIDIARIES),,Congressman Pat Harrigan,2025-02-10,520.51
C2 STRATEGIES,,Rep Pat Harrigan,2025-03-24,500.00
STEPTOE LLP,Steptoe PAC,The Pat Harrigan Committee,2025-05-05,1000.00
VETERANS GUARDIAN VA CLAIM CONSULTING LLC,,Rep. Pat Harrigan,2025-06-30,1000.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Pat Harrigan,2025-06-13,1000.00
"DB3, LLC (FKA THE DASCHLE GROUP)",,Pat Harrigan for Congress,2025-05-28,1000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Pat Harrigan,2025-06-16,1000.00
NATIONAL CHICKEN COUNCIL,National Chicken Council PAC,Pat Harrigan Committee,2025-04-22,1000.00
SHIFT5,Shift5 Political Action Committee,Rep. Pat Harrigan,2025-03-26,3300.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Rep Pat Harrigan,2025-06-27,2500.00
"PROSPERING SOLUTIONS, LLC FKA JOHN C. SNYDER III",,Pat Harrigan,2025-06-13,500.00
"DB3, LLC (FKA THE DASCHLE GROUP)",150 PAC; BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ PC PAC,Rep. Harrigan,2025-05-28,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Patrick Harrigan,2025-05-27,1000.00
"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",,Rep. Pat Harrigan,2025-06-27,1000.00
"CASSIDY & ASSOCIATES, INC.",,Rep. Pat Harrigan,2025-06-11,500.00
CORNING INCORPORATED,Corning Incorporated Employees Political Action Committee (COREPAC),Rep. Pat Harrigan,2025-05-16,1000.00
CORNING INCORPORATED,Corning Incorporated Employees Political Action Committee (COREPAC),Rep. Pat Harrigan,2025-03-24,1000.00
AFLAC INCORPORATED,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),Rep. Pat Harrigan,2025-04-22,1000.00
"ELUSYS THERAPEUTICS INC FKA NIGHTHAWK BIOSCIENCES, INC.",,Rep. Pat Harrigan,2025-03-31,500.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Harrigan, Pat",2025-05-29,1000.00
"RK STRATEGIES, INC.",,Rep. Pat Harrigan,2025-03-31,500.00
C2 STRATEGIES,,Pat Harrigan,2025-03-27,1000.00
FLORIDA SUGAR CANE LEAGUE,Florida Sugar Cane League PAC,Congressman Pat Harrigan,2025-06-18,1000.00
NATIONAL COTTON COUNCIL,National Cotton Council Committee for the Advancement of Cotton,US Representative Patrick Harrigan,2025-05-12,2500.00
