organization,pacs,honoree,date,amount_usd
WINNING STRATEGIES WASHINGTON,,Rep. Nellie Pou,2025-01-23,500.00
"NEXXUS CONSULTING, LLC",,Nellie Pou,2025-03-31,250.00
"CARPI & CLAY, INC",,Representative Nellie Pou,2025-04-07,250.00
"TORREY ADVISORY GROUP (FORMERLY MICHAEL TORREY ASSOCIATES, LLC)",,Rep. Nellie Pou,2025-03-29,250.00
THOMAS CAPITOL PARTNERS INC.,,Rep. Nellie Pou,2025-03-31,250.00
THOMAS CAPITOL PARTNERS INC.,,Rep. Nellie Pou,2025-06-30,250.00
DUANE MORRIS LLP,Duane Morris Government Committee,NELIDA POU,2025-02-20,1000.00
VERTEX PHARMACEUTICALS INCORPORATED,Vertex Pharmaceuticals Incorporated PAC,Rep. Nelida Pou,2025-05-22,1000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Janica Kyriacopoulos,2025-03-19,5000.00
LINCOLN PARK GROUP L.L.C.,,Rep. Nellie Pou,2025-06-23,250.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Nellie Pou,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Nellie Pou,2025-06-01,2500.00
PFIZER INC.,Pfizer Inc. PAC,Rep. Nellie Pou,2025-05-30,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,HON. NELIDA POU,2025-03-28,250.00
AKIN GUMP STRAUSS HAUER & FELD,,Rep. Nellie Pou,2025-05-07,250.00
THORN RUN PARTNERS,,Nellie Pou,2025-02-27,1000.00
"MEHLMAN CONSULTING, INC.",,Rep. Nellie Pou,2025-04-24,500.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Nellie Pou,2025-06-27,1000.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,Nellie Pou for Congress,2025-06-12,2500.00
VENN STRATEGIES,,Congresswoman Nellie Pou,2025-06-30,500.00
APOLLO GOVERNMENT RELATIONS,,Rep. Nellie Pou,2025-06-23,500.00
WASHINGTON STRATEGIC CONSULTING,,Rep. Nellie Pou,2025-01-23,1000.00
"AVIS BUDGET GROUP, INC.","Avis Budget Group, Inc. PAC, an SSF",Nellie Pou,2025-03-18,1000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"Pou, Nelida",2025-03-25,2500.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Nellie Pou,2025-06-09,1000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,NELLIE POU,2025-06-26,1000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,NELLIE POU,2025-06-24,1000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,NELLIE POU,2025-04-08,2500.00
