organization,pacs,honoree,date,amount_usd
DIGITAL SOVEREIGNTY ALLIANCE,,Rep. William Timmons,2025-06-26,1500.00
DIGITAL SOVEREIGNTY ALLIANCE,,Rep. William Timmons,2025-06-26,3500.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,"Rep. William Timmons, IV",2025-06-25,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Timmons, William",2025-04-15,2000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",William Timmons,2025-06-30,1500.00
ROCKET LP FKA RKT HOLDINGS,Rocket PAC,Representative William Timmons,2025-06-24,1000.00
"FEDERAL HALL POLICY ADVISORS, LLC",,Rep. William Timmons (R-SC),2025-04-01,1000.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Rep William Timmons IV,2025-05-31,1000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Timmons, William",2025-03-06,2500.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Timmons, William",2025-03-26,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. William Timmons,2025-03-31,1500.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"Timmons, William",2025-03-25,2500.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)","Rep. William Timmons, IV",2025-06-24,1000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)","Rep. William Timmons, IV",2025-03-18,1000.00
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,State Farm Mutual Automobile Insurance Company Federal Political Action Committee (State Farm Federal PAC),"Rep. William Timmons, IV",2025-05-21,1500.00
FMR LLC,FMR LLC Political Action Committee - Federal (Fidelity PAC),"Rep. William Timmons, IV",2025-05-21,1000.00
SECURITY FINANCE CORPORATION OF SPARTANBURG,Security Finance Corporation of Spartanburg and Affiliates Political Action Committee,Congressman William Timmons,2025-02-03,2500.00
AMERICAN EXPRESS COMPANY,American Express Company Political Action Committee (AXPPAC),William Timmons,2025-03-04,2500.00
THORN RUN PARTNERS,"In the Arena, French Hill",Rep. William Timmons,2025-05-20,1000.00
FOLEY & LARDNER LLP,"Foley & Lardner Political Fund, Inc.","William R. Timmons, IV",2025-06-24,1000.00
REGIONS FINANCIAL CORP,Regions Financial Corporation Political Action Committee,Rep William Timmons IV,2025-03-03,1500.00
REGIONS FINANCIAL CORP,Regions Financial Corporation Political Action Committee,Rep William Timmons IV,2025-03-03,2000.00
INDEPENDENT COMMUNITY BANKERS OF AMERICA,ICBA PAC,"Timmons, William",2025-05-27,1500.00
THE PNC FINANCIAL SERVICES GROUP,BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP INC PNC PAC; FEDERAL Bipartisan Voluntary Public Affairs Committee of The PNC Financial Services Group Inc PNC,Rep William Timmons IV,2025-06-24,5000.00
AMERICAN CHEMISTRY COUNCIL,American Chemistry Council PAC,Rep. William Timmons,2025-02-07,1500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. William Timmons,2025-06-03,1500.00
AMERICAN LAND TITLE ASSOCIATION,American Land Title Association Title Industry PAC (TIPAC),Rep. William Timmons,2025-05-21,1500.00
ATLAS CROSSING LLC,,U.S. Representative William Timmons,2025-03-31,1000.00
ATLAS CROSSING LLC,,U.S. Representative William Timmons,2025-06-30,1000.00
NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS,NAIFAPAC,"Timmons, William",2025-06-06,1500.00
THOMPSON COBURN LLP,Thompson Coburn PAC,William Timmons,2025-03-13,1000.00
THOMPSON COBURN LLP,Thompson Coburn PAC,William Timmons,2025-03-25,1000.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep William Timmons IV,2025-02-20,2500.00
"INVESCO HOLDING COMPANY (US), INC","INVESCO HOLDING COMPANY (US), INC.EMPLOYEE POLITICAL ACTION","Rep. William Timmons, IV (R)",2025-03-26,2500.00
ERNST & YOUNG LLP (WASHINGTON COUNCIL ERNST & YOUNG),Ernst & Young Political Action Committee,Congressman William Timmons,2025-04-29,2500.00
"SYENSQO USA LLC F/K/A SOLVAY AMERICA LLC, A MEMBER OF THE SYENSQO GROUP",The Syensqo Group PAC of Solvay America LLC,Rep William Timmons IV,2025-04-18,1000.00
ENERGY MARKETERS OF AMERICA,ENERGY MARKETERS OF AMERICA SMALL BUSINESS COMMITTEE PAC (EMA SBC PAC); Energy Marketers of America SBC PAC,William Timmons IV,2025-05-22,1500.00
ENERGY MARKETERS OF AMERICA,ENERGY MARKETERS OF AMERICA SMALL BUSINESS COMMITTEE PAC (EMA SBC PAC); Energy Marketers of America SBC PAC,William Timmons IV,2025-06-11,500.00
THE COUNCIL OF INSURANCE AGENTS AND BROKERS,Council Of Insurance Agents & Brokers PAC,William Timmons for Congress,2025-02-25,2500.00
THE COUNCIL OF INSURANCE AGENTS AND BROKERS,Council Of Insurance Agents & Brokers PAC,William Timmons for Congress,2025-06-25,2500.00
BANK OF AMERICA CORPORATION,Bank of America Corporation Federal PAC; Bank of America Corporation State and Federal PAC,William Timmons,2025-06-06,1500.00
WELLS FARGO & COMPANY,Wells Fargo and Company Employee PAC (aka Wells Fargo Employee PAC); Wells Fargo and Company Employees Good Government Federal Fund II,"Rep. William Timmons, IV",2025-06-25,1000.00
AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,American Institute of Certified Public Accountants Political Action Committee,Rep. William Timmons IV,2025-04-29,2500.00
AMERICAN FINANCIAL SERVICES ASSOCIATION,American Financial Services Association PAC,William Timmons,2025-03-06,5000.00
AMERICAN FINANCIAL SERVICES ASSOCIATION,American Financial Services Association PAC,William Timmons,2025-03-20,1500.00
SOLANA POLICY INSTITUTE,,Rep. William Timmons,2025-06-30,1500.00
CAPITAL ONE FINANCIAL CORPORATION,Capital One Financial Corp. Assoc. Political Fund,William Timmons,2025-03-13,1500.00
UNITED SERVICES AUTOMOBILE ASSOCIATION,United Services Automobile Association Employee PAC - USAA EMPLOYEE PAC,Rep. William Timmons IV,2025-03-24,2500.00
NATIONAL AUTOMOBILE DEALERS ASSOCIATION,National Automobile Dealers Association Political Action Committee,"Timmons, William",2025-05-13,5000.00
NATIONAL AUTOMOBILE DEALERS ASSOCIATION,National Automobile Dealers Association Political Action Committee,"Timmons, William",2025-02-10,5000.00
NATIONAL SHOOTING SPORTS FOUNDATION,National Shooting Sports Foundation PAC,"Rep. William Timmons, IV",2025-04-11,1000.00
"VOLVO GROUP NORTH AMERICA, LLC",VNA HOLDING INC. POLITICAL ACTION COMMITTEE (VG PAC),"Timmons, William",2025-03-18,1500.00
"SAMSUNG ELECTRONICS AMERICA, INC.",Samsung Electronics America Inc Political Action Committee,"Rep. William Timmons, IV",2025-05-13,4000.00
"FEDERAL HALL POLICY ADVISORS, LLC",,Rep. Timmons,2025-06-26,1000.00
HOLLAND & KNIGHT LLP,Holland & Knight Committee for Effective Government,"Rep. William Timmons, IV",2025-06-24,1000.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,William Timmons,2025-05-14,2000.00
MARSHALL BRACHMAN,,Cong. William Timmons,2025-06-30,500.00
