organization,pacs,honoree,date,amount_usd
"CARPI & CLAY, INC",,Representative Jahana Hayes,2025-04-07,250.00
NATIONAL MILK PRODUCERS FEDERATION,National Milk Producers Federation PAC,Rep. Jahana Hayes,2025-03-21,1000.00
NATIONAL MILK PRODUCERS FEDERATION,,Rep. Jahana Hayes,2025-04-30,250.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Hayes, Jahana",2025-05-29,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Jahana Hayes,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Jahana Hayes,2025-06-01,2500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,HON. JAHANA HAYES,2025-03-28,250.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Jahana Hayes,2025-04-11,1000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Jahana Hayes,2025-03-19,1000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Jahana Hayes,2025-06-27,2500.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Jahana Hayes,2025-06-27,1000.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,Friends of Jahana Hayes,2025-06-12,2500.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Jahana Hayes,2025-03-02,1500.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Jahana Hayes,2025-04-25,50.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Jahana Hayes,2025-03-27,1000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Jahana Hayes,2025-06-25,1000.00
AMERICAN ACADEMY OF SLEEP MEDICINE,AASM PAC,Jahana Hayes,2025-03-03,1000.00
AMERICAN SPEECH-LANGUAGE-HEARING ASSOCIATION,ASHA-PAC,"Hayes, Jahana",2025-03-06,1000.00
COMMUNICATIONS WORKERS OF AMERICA,CWA-COPE PCC,JAHANA HAYES,2025-03-04,1500.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Hayes, Jahana",2025-06-24,2500.00
AMERICAN SOYBEAN ASSOCIATION,American Soybean Association PAC (SoyPAC),Jahana Hayes,2025-03-27,1000.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep Jahana Hayes,2025-03-19,2500.00
AMERICAN FEDERATION OF TEACHERS,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION (AFTCOPE)",Representative Jahana Hayes,2025-03-27,5000.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,Jahana Hayes,2025-03-06,5000.00
REPRODUCTIVE FREEDOM FOR ALL,Reproductive Freedom for All PAC,Jahana Hayes,2025-06-18,2500.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Jahana Hayes,2025-03-19,2000.00
ANIMAL WELLNESS ACTION,Animal Wellness Action PAC,"HAYES, JAHANA",2025-03-03,1000.00
AMERICAN OPTOMETRIC ASSOCIATION,AOA-PAC,Congresswoman Jahana Hayes,2025-03-20,2000.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Jahana Hayes,2025-06-12,2500.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Jahana Hayes,2025-03-05,2500.00
"AMERICAN POSTAL WORKERS UNION, AFL-CIO",American Postal Workers Union Committee on Political Action,"Hayes, Jahana",2025-06-18,1500.00
NATIONAL ASSOCIATION OF LETTER CARRIERS,Letter Carrier Political Fund,Jahana Hayes,2025-06-26,5000.00
ALLIANCE FOR RETIRED AMERICANS,Alliance for Retired Americans Political Action Fund,Jahana Hayes,2025-04-23,1000.00
"NATIONAL GROUP, LLP",,Jahana Hayes,2025-03-03,500.00
LOCKHEED MARTIN CORPORATION,Lockheed Martin Employees' Political Action Committee,"Hayes, Jahana",2025-03-14,1000.00
LOCKHEED MARTIN CORPORATION,Lockheed Martin Employees' Political Action Committee,"Hayes, Jahana",2025-06-11,1000.00
RTX CORPORATION AND AFFILIATES,Employees of RTX Corporation PAC,"Hayes, Jahana",2025-06-19,1000.00
