organization,pacs,honoree,date,amount_usd
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),"Sen. John Hickenlooper, Jr.",2025-06-09,2500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,John Hickenlooper,2025-03-03,250.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Hickenlooper, John",2025-03-13,1500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Hickenlooper, John",2025-06-10,1500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,John Hickenlooper,2025-03-26,1000.00
ASSOCIATION FOR CLINICAL ONCOLOGY,ASCO Association Political Action Committee,"Sen. John Hickenlooper, Jr.",2025-06-25,1500.00
"CASSIDY & ASSOCIATES, INC.",,Senator John Hickenlooper,2025-04-21,5000.00
VENN STRATEGIES,ESCA PAC,John Hickenlooper,2025-06-09,2000.00
"TARPLIN, DOWNS & YOUNG, LLC",,Sen. John Hickenlooper,2025-01-06,2500.00
"TARPLIN, DOWNS & YOUNG, LLC",,Sen. John Hickenlooper,2025-02-20,500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",DSCC,John Hickenlooper,2025-03-31,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Senator John Hickenlooper,2025-03-26,250.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,John Hickenlooper for Senate,2025-03-26,1000.00
THORN RUN PARTNERS,,Senator John Hickenlooper,2025-01-02,2500.00
THORN RUN PARTNERS,,Sen. John Hickenlooper,2025-06-16,500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",John Hickenlooper,2025-03-03,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",John Hickenlooper,2025-06-01,2500.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Sen. Hickenlooper,2025-03-12,500.00
AKIN GUMP STRAUSS HAUER & FELD,,Senator John Hickenlooper,2025-01-02,2500.00
AKIN GUMP STRAUSS HAUER & FELD,,Senator John Hickenlooper,2025-06-25,2000.00
HOLLAND & KNIGHT LLP,,Sen. Hickenlooper,2025-01-07,1500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,The Honorable John Hickenlooper,2025-03-31,500.00
AMERICAN GASTROENTEROLOGICAL ASSOCIATION,AGA PAC,Senator John Hickenlooper,2025-06-20,1500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,John Hickenlooper,2025-03-25,200.00
BLUE MOUNTAIN STRATEGIES,,John Hickenlooper,2025-06-16,500.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"C Cortez Masto, M Kelly, R Gallego, J Hickenlooper, E Slotkin, G Peters, L Blunt, J Rosen, M Hassan J Shaheen, M Warner",2025-01-23,5000.00
"DB3, LLC (FKA THE DASCHLE GROUP)",150 PAC; BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ PC PAC,Sen. Hickenlooper,2025-01-16,5000.00
"RESTON STRATEGY GROUP, LLC",,John Hickenlooper,2025-06-09,500.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,JOHN HICKENLOOPER,2025-03-25,1500.00
FORBES-TATE,,John Hickenlooper,2025-04-01,1000.00
"WILLIAMS AND JENSEN, PLLC",Williams & Jensen PLLC Political Action Committee,John Hickenlooper,2025-06-25,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,John Hickenlooper,2025-03-10,1500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Sen. John Hickenlooper,2025-03-31,1000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,John W. Hickenlooper,2025-02-14,25.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,John W. Hickenlooper,2025-04-27,20.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,John W. Hickenlooper,2025-05-09,40.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,John W. Hickenlooper,2025-03-27,1000.00
HOLLAND & KNIGHT LLP,EDPAC,Sen. John Hickenlooper,2025-03-23,2500.00
EMPIRE CONSULTING GROUP,,Senator John Hickenlooper,2025-03-20,1000.00
ELECTRIC POWER SUPPLY ASSOCIATION,,Senator John Hickenlooper,2025-06-26,1500.00
"NVG, LLC",Equality PAC; Liftoff PAC; Moderate Democrats PAC,U.S. Sen. John Hickenlooper,2025-06-24,250.00
THORN RUN PARTNERS,,John Hickenlooper,2025-06-23,500.00
SMITH GARSON FKA SMITH DAWSON & ANDREWS,,Sen. John Hickenlooper,2025-03-10,500.00
BELLWETHER GOVERNMENT AFFAIRS LLC,,U.S. Senator John Hickenlooper,2025-06-27,2000.00
FOLEY & LARDNER LLP,"Foley & Lardner Political Fund, Inc.",John W. Hickenlooper,2025-02-21,2000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",150 PAC,Sen. John Hickenlooper,2025-01-08,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",150 PAC,Sen. John Hickenlooper,2025-06-23,500.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",150 PAC,Sen. John Hickenlooper,2025-06-26,1000.00
INDEPENDENT COMMUNITY BANKERS OF AMERICA,ICBA PAC,"Hickenlooper, John",2025-06-27,1500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. John Hickenlooper,2025-02-07,5000.00
AMERICAN COLLEGE OF RADIOLOGY ASSOCIATION,RADPAC,SEN. JOHN HICKENLOOPER,2025-06-30,2000.00
PIONEER PUBLIC AFFAIRS,,Sen. John Hickenlooper,2025-02-21,500.00
PIONEER PUBLIC AFFAIRS,,Sen. John Hickenlooper,2025-06-27,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,John Hickenlooper,2025-02-11,3500.00
INTERNATIONAL FRANCHISE ASSOCIATION,International Franchise Association Franchising Political Action Committee Inc,John Hickenlooper,2025-06-27,1000.00
S-3 GROUP,,John Hickenlooper,2025-03-26,1000.00
"MINDSET ADVOCACY, LLC",,John Hickenlooper,2025-03-26,500.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Sen John Hickenlooper,2025-01-10,5000.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Sen John Hickenlooper,2025-03-14,2500.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Sen John Hickenlooper,2025-02-27,5000.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Sen John Hickenlooper,2025-02-27,4000.00
"SIMS STRATEGIES, LLC",,Senator Hickenlooper,2025-06-30,1000.00
"THE SIMMONS & RUSSELL GROUP, LLC",,John Hickenlooper,2025-03-04,1000.00
"THE SIMMONS & RUSSELL GROUP, LLC",,John Hickenlooper,2025-06-23,1000.00
ENVIRONMENTAL DEFENSE ACTION FUND,Environmental Defense Action Fund PAC (EDAF PAC),JOHN HICKENLOOPER,2025-05-16,1000.00
AMERICAN FEDERATION OF TEACHERS,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION (AFTCOPE)",Representative John M. Hickenlooper,2025-03-27,5000.00
NOVO NORDISK INC.,NOVO NORDISK INC PAC NOVO NORDISK PAC,Sen John Hickenlooper,2025-06-03,2500.00
NATIONAL BEER WHOLESALERS ASSOCIATION,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,Sen John Hickenlooper,2025-06-03,2500.00
THE DUBERSTEIN GROUP INC.,,John Hickenlooper,2025-03-28,500.00
AMERICAN GAMING ASSOCIATION,,Senator John Hickenlooper,2025-06-03,1500.00
AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,American Institute of Certified Public Accountants Political Action Committee,Sen. John Hickenlooper,2025-02-11,5000.00
AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,American Institute of Certified Public Accountants Political Action Committee,Sen. John Hickenlooper,2025-03-03,2500.00
AMERICAN FINANCIAL SERVICES ASSOCIATION,American Financial Services Association PAC,John Hickenlooper,2025-06-18,1000.00
CHAMBER OF COMMERCE OF THE U.S.A.,U.S. Chamber PAC,John Hickenlooper,2025-06-17,2000.00
RICCHETTI INCORPORATED,,Sen. John Hickenlooper,2025-03-20,5000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,John Hickenlooper,2025-03-20,2000.00
FORBES-TATE,,JOHN HICKENLOOPER,2025-01-23,3300.00
AMERICAN PSYCHOLOGICAL ASSOCIATION SERVICES INC.(FKA AMERICAN PSYCHOLOGICAL ASSN,PSYCHOLOGY PAC OF AMERICAN PSYCHOLOGICAL ASSOCIATION SERVICES INC,Sen John Hickenlooper,2025-06-03,1500.00
"WELSH ROSE, LLC",,John Hickenlooper,2025-06-26,2000.00
S&P GLOBAL INC. (F/K/A MCGRAW HILL FINANCIAL INC.),S&P Global Inc. Political Action Committee,"Senators Catherine Cortez, Mark Kelly, Ruben Gallego, John Hickenlooper, Elissa Slotkin, Lisa Blunt Rochester, Maggie Hassan, Jeanne Shaheen, Gary Peters, Jacky Rosen, Mark Warner",2025-03-27,5000.00
"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC",Wine & Spirits Wholesalers of America PAC,Hickenlooper For Colorado,2025-06-03,5000.00
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION FKA PROPERTY CASUALTY INSURERS ASSOC. OF AMERICA,American Property Casualty Insurance Assoc Federal Only PAC; American Property Casualty Insurance Association Political Action Committee (Insuring America PAC),"Sen. John Hickenlooper, Jr.",2025-03-25,2500.00
AMERICAN OPTOMETRIC ASSOCIATION,AOA-PAC,Senator John Hickenlooper,2025-03-20,2500.00
THORN RUN PARTNERS,,Senator John Hickenlooper,2025-06-27,500.00
"WILLIAMS AND JENSEN, PLLC",Williams & Jensen PLLC Political Action Committee,John Hickenlooper,2025-06-27,500.00
"WILLIAMS AND JENSEN, PLLC",Williams & Jensen PLLC Political Action Committee,John Hickenlooper,2025-06-27,1000.00
"MINDSET ADVOCACY, LLC",,Sen. John Hickenlooper,2025-01-30,500.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Sen. John Hickenlooper,2025-03-19,2500.00
COMCAST CORPORATION,Asian American Action Fund; Korean Americans for Organizing Fund,John Hickenlooper,2025-05-21,500.00
UPS (UNITED PARCEL SERVICE),"United Parcel Service, Inc. PAC (UPSPAC)","Sen. John Hickenlooper, Jr.",2025-03-14,-5000.00
FEDERATION OF AMERICAN HOSPITALS,Federation of American Hospitals PAC (FedPAC),Sen. John Hickenlooper,2025-06-26,2500.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,John Hickenlooper,2025-02-19,3000.00
AKIN GUMP STRAUSS HAUER & FELD,,U.S. Senator John Hickenlooper,2025-06-27,2000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Senator John Hickenlooper,2025-03-26,1000.00
CTIA-THE WIRELESS ASSOCIATION,CTIA- The Wireless Association Political Action Committee,"Sen. John Hickenlooper, Jr.",2025-03-26,2500.00
STRATEGIES 360,,Sen. John Hickenlooper,2025-03-27,500.00
NORTHERN COMPASS GROUP LLC,,John Hickenlooper,2025-03-26,1000.00
