organization,pacs,honoree,date,amount_usd
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),"Rep. August Pfluger, II",2025-06-16,1500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),"Rep. August Pfluger, II",2025-02-19,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Pfluger, August",2025-03-04,1000.00
"DS2 GROUP, LLC",,August Pfluger,2025-06-30,500.00
ASSOCIATION FOR CLINICAL ONCOLOGY,ASCO Association Political Action Committee,"Rep. August Pfluger, II",2025-06-25,2500.00
OGR,,The Honorable August Pfluger,2025-05-21,1000.00
AZOA SERVICES CORP(ALLIANZ OF AMERICA) FORMERLY AZOA SERIVCES CORP/FIREMAN'S FUND(ALLIANZ OF AMERICA,AZOA Services Corp(Allianz of America) Formerly Firemans Fun,Representative August Pfluger,2025-06-26,1000.00
PARAMOUNT GLOBAL,Paramount Global PAC,Rep. August Pfluger,2025-05-19,2500.00
FIERCE GOVERNMENT RELATIONS,,Rep August Pfluger,2025-03-31,500.00
FIERCE GOVERNMENT RELATIONS,,Rep August Pfluger,2025-05-08,2000.00
"MEHLMAN CONSULTING, INC.",,August Pfluger,2025-05-05,500.00
AMERICAN PSYCHIATRIC ASSOCIATION,American Psychiatric Association Political Action Committee,August Lee Pfluger II,2025-06-23,2500.00
THORN RUN PARTNERS,,August Pfluger,2025-03-24,1000.00
PFIZER INC.,Pfizer Inc. PAC,Rep. August Pfluger,2025-03-24,2000.00
PFIZER INC.,Pfizer Inc. PAC,Rep. August Pfluger,2025-06-04,3500.00
"IHEARTMEDIA, INC.","iHeartMedia, Inc. PAC",August Pfluger,2025-03-24,2000.00
COZEN O'CONNOR PUBLIC STRATEGIES,,Representative August Pfluger (TX-11),2025-03-07,500.00
OVINTIV INC. (FKA ENCANA OIL & GAS (USA) INC),Ovintiv USA Inc. PAC,August Pfluger,2025-02-21,5000.00
OVINTIV INC. (FKA ENCANA OIL & GAS (USA) INC),Ovintiv USA Inc. PAC,August Pfluger,2025-06-04,5000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,"Rep. August Pfluger, II",2025-03-12,1000.00
ACORN CONSULTING,,Rep. August Pfluger,2025-03-31,1500.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC","Rep. August Pfluger, II (R)",2025-01-23,2500.00
SHIFT5,Shift5 Political Action Committee,Rep. August Pfluger,2025-03-07,3300.00
"TEVA PHARMACEUTICALS USA, INC.","Teva Pharmaceuticals USA, Inc. PAC",Rep. August Pfluger,2025-03-11,15.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Pfluger, August",2025-03-06,5000.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)","Rep. August Pfluger, II",2025-03-18,2500.00
"JIM MASSIE & PARTNERS, LLC",,Rep. August Pfluger,2025-06-30,1500.00
"KOUNTOUPES DENHAM CARR & REID, LLC",,Rep. August Pfluger (R-TX),2025-06-23,1000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)","Rep. August Pfluger, II",2025-03-18,2500.00
"WILLIAMS AND JENSEN, PLLC",,August Pfluger,2025-06-12,500.00
