organization,pacs,honoree,date,amount_usd
CAPITOL HILL CONSULTING GROUP,Daines Majority Fund; Joni Ernst for Senate; Thom Tillis Committee,Senator Steve Daines,2025-03-31,2000.00
CARPENTER STRATEGIC CONSULTING LLC,,The Hon. Steve Daines,2025-02-27,500.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Sen. Steve Daines,2025-03-03,5000.00
DENTONS US LLP,Dentons PAC,Senator Steve Daines,2025-05-28,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Daines, Steve",2025-02-13,1500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Daines, Steve",2025-05-01,500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Daines, Steve",2025-05-01,1500.00
CVS HEALTH (AND SUBSIDIARIES),,Senator Steve Daines,2025-06-26,2500.00
OWEN EVANS INGOLS,,Sen. Steve Daines,2025-03-27,1000.00
S-3 GROUP,,Sen. Steve Daines,2025-03-31,1000.00
HARTFORD INSURANCE GROUP (FKA HARTFORD FINANCIAL SERVICES GROUP),The Hartford Insurance Group Inc Federal PAC AKA HARTFORD ADVOCATES FEDERAL FUND; The Hartford Insurance Group Inc PAC AKA THE HARTFORD ADVOCATES FUND,Sen Steve Daines,2025-02-26,1500.00
VENN STRATEGIES,ESCA PAC,Steve Daines,2025-01-29,5000.00
"MARSHALL & POPP, LLC",,U.S. Senator Steve Daines,2025-06-09,1500.00
PARAMOUNT GLOBAL,Paramount Global PAC,Senator Steve Daines,2025-01-22,2500.00
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,NTCA Rural Broadband PAC,"Daines, Steve",2025-01-26,2500.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Steve Daines,2025-02-28,5000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Steve Daines,2025-04-09,331.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Steve Daines,2025-04-29,12250.92
ASTRAZENECA PHARMACEUTICALS LP,ALEXION PHARMACEUTICALS INC PAC; Zeneca Inc Political Action Committee AZPAC,Sen Steve Daines,2025-02-25,15000.00
ASTRAZENECA PHARMACEUTICALS LP,ALEXION PHARMACEUTICALS INC PAC; Zeneca Inc Political Action Committee AZPAC,Sen Steve Daines,2025-06-12,5000.00
PFIZER INC.,Pfizer Inc. PAC,Sen. Steve Daines,2025-03-24,5000.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Steven Daines,2025-02-14,2500.00
THOLOS GOVERNMENT RELATIONS,,Steve Daines,2025-06-20,1500.00
"THE TRAVELERS COS., INC. AND SUBSIDIARIES","The Travelers Companies, Inc. Political Action Committee (T-PAC)",Steven Daines,2025-03-06,1000.00
"HDR, INC",,Senator Steve Daines,2025-03-14,1500.00
INTERNATIONAL FOODSERVICE DISTRIBUTORS ASSOCIATION,International Foodservice Distributors Association PAC,Sen. Steve Daines,2025-05-09,1000.00
ACORN CONSULTING,,Sen. Steve Daines,2025-03-31,2500.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Sen. Steve Daines (R),2025-04-15,2500.00
EAST CAPITOL ADVISORS LLC,,Senator Steve Daines,2025-02-26,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Steve Daines,2025-04-08,2000.00
"FEDERAL HALL POLICY ADVISORS, LLC",,Sen. Steve Daines (R-MT),2025-04-01,1000.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Sen Steve Daines,2025-03-10,15000.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Sen Steve Daines,2025-06-27,2500.00
