organization,pacs,honoree,date,amount_usd
"NEXXUS CONSULTING, LLC",,Teresa Leger Fernandez,2025-06-09,250.00
"HOBBS, STRAUS, DEAN & WALKER, LLP",,Teresa Leger Fernandez for Congress,2025-06-25,1500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Teresa Leger Fernandez,2025-06-01,2500.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"R Torres, M Takano, B Balint, J Johnson, D Wasserman Schultz, E Randall, L Fletcher, M Waters, M Quigley, R Neal, R Garcia, S McBride, S Peters, T Leger Fernandez, Z Lofgren",2025-02-05,5000.00
"CASSIDY & ASSOCIATES, INC.",,Representative Teresa Leger Fernandez,2025-03-10,250.00
"MOLINA HEALTHCARE, INC.",Molina PAC,Teresa Leger Fernandez,2025-06-19,1000.00
NATIONAL COTTON COUNCIL,National Cotton Council Committee for the Advancement of Cotton,Teresa Leger Fernandez,2025-04-22,2500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Teresa Leger Fernandez,2025-03-18,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Teresa Leger Fernandez,2025-06-25,2500.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep Teresa Leger Fernandez,2025-02-27,1000.00
CHUGACH ALASKA CORPORATION,Chugach Alaska Corporation PAC CAC PAC,Rep Teresa Leger Fernandez,2025-03-28,1500.00
MARLA GROSSMAN LLC,,U.S. Representative Teresa Leger Fernandez,2025-06-10,250.00
INVENERGY LLC,Invenergy LLC PAC,"Leger Fernandez, Teresa",2025-05-20,1000.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Teresa Leger Fernandez,2025-04-30,2500.00
STRATEGIES 360,,Rep. Teresa Leger Fernandez,2025-06-18,2500.00
HUMANE WORLD ACTION FUND AND AFFILIATES (FORMERLY KNOWN AS HUMANE SOCIETY LEGISLATIVE FUND),Humane World Action Fund PAC,"Teresa Leger Fernandez, Mike Levin, Ted Lieu, Lucy McBath, Betty McCollum, Jim McGovern, Jared Moskowitz, Kevin Mullin, Joe Neguse, Donald Norcross, Ayanna Pressley, Jamie Raskin, Deborah Ross",2025-04-03,377.00
"HOBBS, STRAUS, DEAN & WALKER, LLP",,Teresa Leger Fernandez for Congress,2025-03-05,500.00
"T-MOBILE USA, INC.",T-MOBILE US INC. POLITICAL ACTION COMMITTEE (T-PAC),Teresa Leger Fernandez,2025-03-27,1000.00
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,FIREPAC,Teresa Leger Fernandez,2025-06-04,1000.00
AMERICAN ASSOCIATION OF NURSE ANESTHETISTS,CRNA-PAC,Rep. Teresa Leger Fernandez (D),2025-06-09,1000.00
