organization,pacs,honoree,date,amount_usd
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Whitesides, George",2025-06-26,1500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Whitesides, George",2025-06-24,2000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",George Whitesides,2025-06-02,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",George Whitesides,2025-03-01,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",George Whitesides,2025-06-01,2500.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,George Whitesides for Congress,2025-06-12,2500.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. George Whitesides (D),2025-04-15,2500.00
"AXIOM SPACE, INC.",AXIOM SPACE POLITICAL ACTION COMMITTEE,Rep. George Whitesides,2025-03-12,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,George Whitesides,2025-03-31,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,George Whitesides,2025-03-18,-1000.00
"FEDERAL STREET STRATEGIES, LLC",,Rep. George Whitesides,2025-06-30,250.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,George Whitesides,2025-04-23,12.62
"VIASAT, INC.","Viasat, Inc. Political Action Committee (''Viasat PAC'')",George Whitesides,2025-04-07,500.00
"ROCKET LAB USA, INC.","Rocket Lab USA, Inc. Political Action Committee (Rocket Lab PAC)",George Whitesides,2025-02-12,1000.00
"VARDA SPACE INDUSTRIES, INC.",VARDA SPACE INDUSTRIES INC. POLITICAL ACTION COMMITTEE,Rep. George Whitesides,2025-03-26,1000.00
"AEROVIRONMENT, INC.",AEROVIRONMENT INC PAC,Rep George T Whitesides,2025-05-15,1000.00
"NIKE, INC","Nike, Inc. PAC",Rep. George Whitesides,2025-03-27,1000.00
INDEPENDENT COMMUNITY BANKERS OF AMERICA,ICBA PAC,"Whitesides, George",2025-06-27,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. George Whitesides,2025-03-19,1000.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,George Whitesides,2025-06-18,1000.00
RELATIVITY SPACE,Relativity Space Political Action Committee (Relativity PAC),Rep. George Whitesides,2025-03-06,1000.00
VANTOR PARENT INC (FORMERLY REPORTED AS MAXAR INTELLIGENCE),Maxar Technologies Inc. PAC,Rep. George Whitesides,2025-03-28,1000.00
NATIONAL NURSES UNITED,National Nurses United - A Fund for a Healthy America,George Whitesides,2025-03-18,1000.00
ENVIRONMENTAL DEFENSE ACTION FUND,Environmental Defense Action Fund PAC (EDAF PAC),GEORGE WHITESIDES,2025-03-24,1000.00
AMERICAN FEDERATION OF TEACHERS,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION (AFTCOPE)",Representative George Whitesides,2025-06-23,5000.00
GENERAL MOTORS COMPANY,General Motors Company Political Action Committee (GM PAC),Rep. George Whitesides,2025-06-25,1000.00
"VOYAGER SPACE HOLDINGS, INC.",VOYAGER SPACE PAC (VOYAGER PAC),George Whitesides,2025-02-28,1000.00
"VOYAGER SPACE HOLDINGS, INC.",VOYAGER SPACE PAC (VOYAGER PAC),George Whitesides,2025-04-15,1000.00
REPRODUCTIVE FREEDOM FOR ALL,Reproductive Freedom for All PAC,George Whitesides,2025-06-18,2500.00
ROLLS-ROYCE NORTH AMERICA AND ITS AFFILIATES,Rolls-Royce North America Holdings Inc. PAC (Rolls-Royce North America PAC),Congressman George Whitesides,2025-06-27,1000.00
HUNTINGTON INGALLS INDUSTRIES INCORPORATED,"Huntington Ingalls Industries, Inc. Employees Political Action Committee (HIIPAC)",George Whitesides,2025-03-18,1000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,George Whitesides,2025-03-20,2000.00
THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY,The Northwestern Mutual Life Insurance Company Federal Political Action Committee,Rep. George Whitesides (D),2025-06-23,500.00
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO",Transport Workers Union of America Political Contributions Committee,George Whitesides,2025-02-21,2500.00
NORTHROP GRUMMAN CORPORATION,Employees of Northrop Grumman Corporation PAC; Self,Rep. George Whitesides,2025-03-26,2500.00
AMERICAN OPTOMETRIC ASSOCIATION,AOA-PAC,Congressman George Whitesides,2025-03-20,2000.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. George Whitesides,2025-03-20,2500.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. George Whitesides,2025-03-04,2500.00
NATIONAL ASSOCIATION OF LETTER CARRIERS,Letter Carrier Political Fund,George Whitesides,2025-06-26,5000.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,George Whitesides,2025-03-12,2000.00
"BWX TECHNOLOGIES, INC.",BWX Technologies Inc Political Action Committee,George Whitesides,2025-05-14,2500.00
LOCKHEED MARTIN CORPORATION,Lockheed Martin Employees' Political Action Committee,"Whitesides, George",2025-04-15,5000.00
LOCKHEED MARTIN CORPORATION,Lockheed Martin Employees' Political Action Committee,"Whitesides, George",2025-05-21,1000.00
RTX CORPORATION AND AFFILIATES,Employees of RTX Corporation PAC,"Whitesides, George",2025-04-15,1000.00
RTX CORPORATION AND AFFILIATES,Employees of RTX Corporation PAC,"Whitesides, George",2025-06-19,1000.00
GENERAL ATOMICS,General Atomics Political Action Committee,George Whitesides,2025-06-05,2500.00
PERATON CORP.,PERATON CORP. POLITICAL ACTION COMMITTEE (A.K.A. 'PERATON PAC'),"Whitesides, George",2025-06-18,1000.00
BALLARD SPAHR LLP,Ballard Spahr LLP PAC,"Whitesides, George",2025-04-08,2500.00
GENERAL DYNAMICS CORP,General Dynamics Corporation Political Action Committee,Rep. George Whitesides,2025-04-08,1000.00
GENERAL DYNAMICS CORP,General Dynamics Corporation Political Action Committee,Rep. George Whitesides,2025-05-21,1000.00
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES,Int Alliance of Theatrical Stage Emp Federal Speech PAC; PAC of the Int Alliance of Theatrical Stage Employees,Congressman George Whitesides,2025-05-08,2500.00
AMERICAN SOCIETY OF ANESTHESIOLOGISTS,American Society of Anesthesiologists Political Action Committee (ASA PAC),Rep. George Whitesides,2025-03-20,1000.00
"L3HARRIS TECHNOLOGIES, INC.","L3Harris Technologies, Inc. PAC",Rep. George Whitesides,2025-06-30,2500.00
"AIRBUS AMERICAS, INC","Airbus Americas, Inc. Political Action Committee",Rep. George Whitesides,2025-05-08,1000.00
GOOGLE CLIENT SERVICES LLC,Google LLC NetPAC,Rep. George Whitesides,2025-06-27,1000.00
"ELEVANCE HEALTH, INC.","Elevance Health, Inc. Political Action Committee (Elevance Health PAC)",Rep. George Whitesides,2025-02-06,1000.00
MONUMENT ADVOCACY,,Rep. George Whitesides,2025-06-29,500.00
BOEING COMPANY,The Boeing Company Political Action Committee,Rep George T Whitesides,2025-05-27,1000.00
BOEING COMPANY,The Boeing Company Political Action Committee,Rep George T Whitesides,2025-05-02,1000.00
"INNOVATIVE FEDERAL STRATEGIES, LLC",,Rep. George Whitesides,2025-04-11,500.00
"PLANNED PARENTHOOD ACTION FUND, INC.","PLANNED PARENTHOOD ACTION FUND INC PAC, DBA PLANNED PARENTHO",George Whitesides,2025-06-24,2000.00
AMAZON.COM SERVICES LLC,Amazon.com Services LLC Separate Segregated Fund (Amazon PAC),Rep. George Whitesides,2025-06-23,1000.00
APPLE INC.,,George Whitesides,2025-06-26,200.00
"BLUE ORIGIN, LLC",Blue Origin LLC Political Action Committee (Blue Origin PAC),George Whitesides,2025-02-24,1000.00
"BLUE ORIGIN, LLC",Blue Origin LLC Political Action Committee (Blue Origin PAC),George Whitesides,2025-03-19,1000.00
"BLUE ORIGIN, LLC",Blue Origin LLC Political Action Committee (Blue Origin PAC),George Whitesides,2025-04-22,1000.00
"BLUE ORIGIN, LLC",Blue Origin LLC Political Action Committee (Blue Origin PAC),George Whitesides,2025-06-27,1000.00
"T-MOBILE USA, INC.",T-MOBILE US INC. POLITICAL ACTION COMMITTEE (T-PAC),George Whitesides,2025-03-18,1000.00
"VELOCITY GOVERNMENT RELATIONS, LLC",,Cong. George Whitesides,2025-04-03,500.00
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,FIREPAC,George Whitesides,2025-06-11,5000.00
"AMERICAN DEFENSE INTERNATIONAL, INC.",,George Whitesides,2025-05-27,500.00
ALLIED PILOTS ASSOCIATION,ALLIED PILOTS ASSOCIATION POLITICAL ACTION COMMITTEE,Rep George T Whitesides,2025-06-02,5000.00
NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,NARFE-PAC,"Rep. George Whitesides, D-CA27",2025-05-08,1000.00
AMERICAN CRYSTAL SUGAR COMPANY,American Crystal Sugar Company PAC,George Whitesides For Congress,2025-06-30,5000.00
"GENWORTH FINANCIAL, INC.","Enact Holdings, Inc. Political Action Committee (Enact PAC); Genworth Financial, Inc. Political Action Committee (Genworth PAC)",George Whitesides,2025-05-02,1000.00
SEMPRA,Sempra Energy Employees Political Action Committee- Federal,Rep. George Whitesides,2025-06-24,2000.00
MRC GOVERNMENT STRATEGIES AND ADVOCACY,,Rep. George Whitesides,2025-04-10,500.00
