organization,pacs,honoree,date,amount_usd
BYTEDANCE INC.,,Congressman Wesley Hunt,2025-03-25,1000.00
DENTONS US LLP,Dentons PAC,Congressman Wesley Hunt,2025-03-25,1000.00
CHAMBER OF COMMERCE OF THE U.S.A.,,Rep. Wesley Hunt,2025-03-25,500.00
OGR,,The Honorable Wesley Hunt,2025-02-26,500.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Wesley Hunt,2025-06-03,5000.00
OVINTIV INC. (FKA ENCANA OIL & GAS (USA) INC),Ovintiv USA Inc. PAC,Wesley Hunt,2025-02-21,2000.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Rep. Wesley Hunt,2025-04-10,5000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Wesley Hunt,2025-05-08,1000.00
"NRG ENERGY, INC.",NRG Energy Inc. Political Action Committee (NRG PAC),Rep. Wesley Hunt,2025-03-11,1000.00
TARGA RESOURCES PARTNERS LP,TARGA RESOURCES CORP. FEDERAL PAC,WESLEY HUNT,2025-06-03,2500.00
CONOCOPHILLIPS,ConocoPhillips SPIRIT PAC,Rep. Wesley Hunt,2025-03-19,2500.00
"CROSSROADS STRATEGIES, LLC",,HUNTER ACTION FUND (HAF),2025-01-27,5000.00
"CROSSROADS STRATEGIES, LLC",,HUNTER ACTION FUND (HAF),2025-02-07,2000.00
MARATHON PETROLEUM COMPANY LP,Marathon Petroleum Corporation Employees Political Action Committee MPAC,Rep Wesley Hunt,2025-06-06,5000.00
PHILLIPS 66,Phillips 66 PAC,Rep Wesley Hunt,2025-03-17,2500.00
PHILLIPS 66,Phillips 66 PAC,Rep Wesley Hunt,2025-04-29,2500.00
PHILLIPS 66,Phillips 66 PAC,Rep Wesley Hunt,2025-02-12,5000.00
BYTEDANCE INC.,,Wesley Hunt,2025-03-25,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Wesley Hunt,2025-05-22,1000.00
VALERO ENERGY CORPORATION,Valero Energy Corporation Political Action Committee,Rep. Wesley Hunt,2025-04-30,5000.00
THE COUNCIL OF INSURANCE AGENTS AND BROKERS,Council Of Insurance Agents & Brokers PAC,Hunt for Congress,2025-05-07,1000.00
NATIONAL BEER WHOLESALERS ASSOCIATION,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,Rep Wesley Hunt,2025-06-09,1000.00
CALPINE CORPORATION,Calpine Corporation PAC,Rep Wesley Hunt,2025-04-23,2000.00
AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,American Institute of Certified Public Accountants Political Action Committee,Rep. Wesley Hunt,2025-06-24,2500.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Wesley Hunt,2025-05-07,2000.00
LOCKHEED MARTIN CORPORATION,Lockheed Martin Employees' Political Action Committee,"Hunt, Wesley",2025-03-28,1000.00
ONEOK INC.,ONEOK Inc. Employee Political Action Committee,Wesley Hunt,2025-05-28,1000.00
AMERICAN PETROLEUM INSTITUTE,American Petroleum Institute Political Action Committee,Wesley Hunt,2025-06-04,2500.00
"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)",,Wesley Hunt,2025-03-26,1000.00
DUKE ENERGY CORPORATION,DUKEPAC,"Hunt, Wesley",2025-03-25,2500.00
PLAINS ALL AMERICAN GP LLC,PLAINS ALL AMERICAN GP LLC PAC,Rep Wesley Hunt,2025-06-06,1000.00
PLAINS ALL AMERICAN GP LLC,PLAINS ALL AMERICAN GP LLC PAC,Rep Wesley Hunt,2025-03-06,2500.00
GOOGLE CLIENT SERVICES LLC,Google LLC NetPAC,Rep. Wesley Hunt,2025-03-07,3500.00
"UNITED AIRLINES, INC.","UNITED AIRLINES, INC. POLITICAL ACTION COMMITTEE (UAPAC)",Rep. Wesley Hunt,2025-05-30,1500.00
TEXAS CATTLE FEEDERS ASSOCIATION,Beef-PAC of Texas Cattle Feeders Association,WESLEY HUNT,2025-03-21,1000.00
"BLACKROCK FUNDS SERVICES GROUP, LLC",BlackRock Funds Services Group LLC Political Action Committee,Wesley Hunt,2025-06-30,5000.00
NATIONAL OCEAN INDUSTRIES ASSOCIATION,NATIONAL OCEAN INDUSTRIES ASSOCIATION (NOIA) POLITICAL ACTION COMMITTEE,"Hunt, Wesley",2025-04-03,2495.72
"BP AMERICA, INC",BP Corporation North America Inc. Political Action Committee (BP North America Employee PAC),Rep. Wesley Hunt,2025-04-29,5000.00
BRACEWELL LLP,BRACEPAC,Wesley Hunt,2025-03-06,1000.00
ENBRIDGE (U.S.) INC,Enbridge Political Action Committee,Rep. Wesley Hunt,2025-02-26,2500.00
OCCIDENTAL PETROLEUM CORPORATION,Occidental Petroleum Corporation Political Action Committee,Rep. Wesley Hunt,2025-03-31,5000.00
VISA INC.,Visa Inc Political Action Committee,Rep Wesley Hunt,2025-05-13,1000.00
FLUOR CORPORATION,Fluor Corporation Political Action Committee (Fluor PAC),Hunt for Congress,2025-01-14,1000.00
SMALL BUSINESS INVESTOR ALLIANCE,Small Business Investor Alliance PAC,Rep. Wesley Hunt,2025-06-23,1000.00
"NATIONAL STONE, SAND AND GRAVEL ASSOCIATION","National Stone, Sand & Gravel Association ROCKPAC",Rep. Wesley Hunt,2025-06-02,2500.00
AMAZON.COM SERVICES LLC,,Wesley Hunt,2025-03-19,500.00
WASHINGTON GLOBAL ADVISORS LLC,,Congressman Wes Hunt from Texas,2025-03-28,2500.00
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,American Fuels & Petrochemical Manufacturers Association PAC; American Fuels & Petrochemical Manufacturers Association PAC,Wes Hunt,2025-06-05,1000.00
AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,American Fuels & Petrochemical Manufacturers Association PAC,Wes Hunt,2025-06-05,1000.00
"THE GIBSON GROUP, LLC",,Rep. Wesley Hunt,2025-06-10,500.00
MASTERCARD WORLDWIDE,MASTERCARD INTERNATIONAL INC EMPLOYEE PAC Mastercard PAC or Mastercard Employee PAC,Rep Wesley Hunt,2025-06-02,1000.00
"CHENIERE ENERGY, INC.",ChenierePAC; INGAA PAC,Congressman Wes Hunt,2025-06-09,1000.00
HANCE SCARBOROUGH,,Rep. Wesley Hunt,2025-04-22,1000.00
ALLIED PILOTS ASSOCIATION,ALLIED PILOTS ASSOCIATION POLITICAL ACTION COMMITTEE,Rep Wesley Hunt,2025-06-24,1000.00
COZEN O'CONNOR PC,COC Political Action Committee 203 Contributions,Congressman Wesley Hunt,2025-05-06,1000.00
