organization,pacs,honoree,date,amount_usd
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Alsobrooks, Angela",2025-02-03,1000.00
"K&L GATES, LLP",K&L Gates PAC,Senator Angela Alsobrooks,2025-02-03,1000.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Sen. Angela Alsobrooks,2025-05-08,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",AmeriLuv,Angela Alsobrooks,2025-01-22,1000.00
FS VECTOR LLC,,Sen. Angela Alsobrooks,2025-04-08,2500.00
PENN AVENUE PARTNERS,,U.S. Senator Angela Alsobrooks,2025-01-15,1000.00
"TARPLIN, DOWNS & YOUNG, LLC",,Sen. Angela Alsobrooks,2025-01-31,500.00
"COINBASE, INC.","Coinbase, Inc. Innovation PAC",Sen. Angela Alsobrooks,2025-06-25,1000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Angela Alsobrooks,2025-03-20,2500.00
ASTRAZENECA PHARMACEUTICALS LP,ALEXION PHARMACEUTICALS INC PAC; Zeneca Inc Political Action Committee AZPAC,Sen Angela D Alsobrooks,2025-05-13,2500.00
PFIZER INC.,Pfizer Inc. PAC,Sen. Angela Alsobrooks,2025-04-30,2500.00
HALEON US HOLDINGS LLC,HALEON US HOLDINGS LLC PAC,Sen Angela Alsobrooks,2025-06-25,1000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Sen. Angela Alsobrooks,2025-06-27,2500.00
THE ROOSEVELT GROUP,,Sen. Angela Alsobrooks,2025-01-06,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Angela Alsobrooks,2025-03-19,5000.00
BLUE MOUNTAIN STRATEGIES,,Angela Alsobrooks,2025-01-15,500.00
RICH FEUER ANDERSON,,Sen. Angela Alsobrooks,2025-05-12,1000.00
WESTERN ALLIANCE BANCORPORATION,WESTERN ALLIANCE BANCORPORATION POLITICAL ACTION COMMITTEE (WABPAC),Sen. Angela Alsobrooks,2025-04-28,1000.00
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,Alsobrooks for Senate; Robin Kelly for Congress,Angela Alsobrooks for Senate,2025-02-02,1000.00
"BECTON, DICKINSON AND COMPANY",BD PAC,Sen. Angela Alsobrooks (D),2025-06-23,1000.00
"CENCORA, INC.","Cencora, Inc. PAC",Sen. Angela Alsobrooks,2025-06-30,5000.00
"WILLIAMS AND JENSEN, PLLC",Williams & Jensen PLLC Political Action Committee,Angela Alsobrooks,2025-02-03,1000.00
"THE SMITH-FREE GROUP, LLC",,Sen. Angela Alsobrooks,2025-04-30,500.00
CENTENE CORPORATION,,Sen. Angela Alsobrooks,2025-06-30,100.00
MICHAEL BEST STRATEGIES LLC,Michael Best Political Action Committee,Angela Alsobrooks,2025-01-14,2500.00
FMR LLC,FMR LLC Political Action Committee - Federal (Fidelity PAC),Sen. Angela Alsobrooks,2025-03-25,2000.00
"TD BANK, NA",TD Bank N.A. Political Action Committee,Angela Alsobrooks,2025-01-16,1000.00
THE DIONNE COMPANY,,Sen. Angela Alsobrooks,2025-01-14,2000.00
"AMERICAN COLLEGE OF PHYSICIAN SERVICES, INC.",ACP Services PAC,Angela Alsobrooks,2025-05-07,4000.00
"AMERICAN COLLEGE OF PHYSICIAN SERVICES, INC.",ACP Services PAC,Angela Alsobrooks,2025-05-07,1000.00
NATIONAL CREDITORS BAR ASSOCIATION,,Angela Alsobrooks,2025-03-05,1000.00
DISCOVER FINANCIAL SERVICES,Discover Financial Services Political Action Committee,Sen. Angela Alsobrooks Leadership PAC,2025-04-01,5000.00
OFFICE OF THE COMMISSIONER OF BASEBALL,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,Sen. Angela Alsobrooks,2025-03-01,1000.00
AMERICAN EXPRESS COMPANY,American Express Company Political Action Committee (AXPPAC),Angela Alsobrooks,2025-06-12,2500.00
AMERICAN COUNCIL OF LIFE INSURERS,American Council of Life Insurers PAC,"Alsobrooks, Angela",2025-03-27,2500.00
AMERICAN SPEECH-LANGUAGE-HEARING ASSOCIATION,ASHA-PAC,"Alsobrooks, Angela",2025-03-06,5000.00
AFLAC INCORPORATED,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),Sen. Angela Alsobrooks,2025-03-20,5000.00
FIRSTENERGY CORP,FirstEnergy PAC,Angela Alsobrooks,2025-01-28,2500.00
GUARDIAN LIFE INSURANCE COMPANY OF AMERICA,The Guardian Life Insurance Company of America Political Action Committee Federal Guardian Life P,Sen Angela D Alsobrooks,2025-06-24,2500.00
"NIKE, INC","Nike, Inc. PAC",Sen. Angela Alsobrooks,2025-03-25,5000.00
"TYSON FOODS, INC",Tyson Foods Inc Political Action Committee (TYPAC),Angela Alsobrooks,2025-05-30,1000.00
FOLEY & LARDNER LLP,"Foley & Lardner Political Fund, Inc.",Angela Alsobrooks,2025-02-21,1000.00
FOLEY & LARDNER LLP,"Foley & Lardner Political Fund, Inc.",Angela Alsobrooks,2025-05-02,1000.00
"CITIGROUP WASHINGTON, INC.",Citigroup Inc. PAC - Federal (Citi PAC - Federal),Angela Alsobrooks,2025-06-12,1000.00
"CONSTELLATION ENERGY GENERATION, LLC",Constellation Energy Corporation Employee Political Action Committee (CEPAC),Sen. Angela Alsobrooks,2025-03-25,5000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",150 PAC,Sen. Angela Alsobrooks,2025-01-31,1000.00
INDEPENDENT COMMUNITY BANKERS OF AMERICA,ICBA PAC,"Alsobrooks, Angela",2025-01-29,1000.00
"ABBVIE, INC.",AbbVie Political Action Committee,Sen. Angela Alsobrooks,2025-04-24,2500.00
THORSEN FRENCH ADVOCACY LLC,,Angela Alsobrooks,2025-06-11,500.00
NORFOLK SOUTHERN CORPORATION,Norfolk Southern Corporation Good Government Fund,Angela Alsobrooks,2025-01-16,2500.00
AMERICAN LAND TITLE ASSOCIATION,American Land Title Association Title Industry PAC (TIPAC),Sen. Angela Alsobrooks,2025-01-30,1000.00
SOUTHWEST AIRLINES,Southwest Airlines Co. Political Action Committee,Sen. Angela Alsobrooks (D-MD),2025-05-12,1000.00
NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS,NAIFAPAC,"Alsobrooks, Angela",2025-03-25,1500.00
THOMPSON COBURN LLP,Thompson Coburn PAC,Angela Alsobrooks,2025-01-14,1000.00
VENABLE LLP,VENABLE PAC (VEN-PAC),Sen. Angela Alsobrooks,2025-06-02,3500.00
"INVESCO HOLDING COMPANY (US), INC","INVESCO HOLDING COMPANY (US), INC.EMPLOYEE POLITICAL ACTION",Sen. Angela Alsobrooks (D),2025-03-26,5000.00
MGM RESORTS INTERNATIONAL,MGM RESORTS INTERNATIONAL PAC,SEN. ANGELA ALSOBROOKS,2025-02-06,5000.00
MICHAEL BEST STRATEGIES LLC,michael best pac,Angela Alsobrooks,2025-01-14,2500.00
"BEST BUY CO., INC.","BEST BUY CO., INC. EMPLOYEE POLITICAL FORUM",Senator Angela Alsobrooks (D-MD),2025-06-05,2000.00
NATIONAL ASSOCIATION OF CONVENIENCE STORES,National Association of Convenience Stores PAC,Sen. Angela Alsobrooks (D),2025-06-05,5000.00
THE COUNCIL OF INSURANCE AGENTS AND BROKERS,Council Of Insurance Agents & Brokers PAC,Alsobrooks For Senate,2025-03-11,1000.00
THE COUNCIL OF INSURANCE AGENTS AND BROKERS,Council Of Insurance Agents & Brokers PAC,Alsobrooks For Senate,2025-06-18,2500.00
ZURICH,"Zurich Holding Company Of America, Inc. Committee For Good Government (Z-PAC, Zurich PAC)",Angela Alsobrooks,2025-03-26,2000.00
ZURICH,"Zurich Holding Company Of America, Inc. Committee For Good Government (Z-PAC, Zurich PAC)",Angela Alsobrooks,2025-06-25,1000.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,Angela Alsobrooks,2025-01-14,5000.00
FRESENIUS MEDICAL CARE NORTH AMERICA,Fresenius Medical Care Holdings Inc Political Action Committee,Sen Angela D Alsobrooks,2025-02-11,1000.00
KLEIN/JOHNSON GROUP,,Sen. Angela Alsobrooks,2025-01-15,250.00
GENERAL MOTORS COMPANY,General Motors Company Political Action Committee (GM PAC),Sen. Angela Alsobrooks,2025-06-12,1000.00
GENERAL MOTORS COMPANY,General Motors Company Political Action Committee (GM PAC),Sen. Angela Alsobrooks,2025-03-24,1000.00
VANGUARD GROUP,The Vanguard Group Committee for Responsible Government,Sen Angela D Alsobrooks,2025-03-26,1000.00
"EMD SERONO, INC.","EMD SERONO, INC. POLITICAL ACTION COMMITTEE",Sen. Angela D. Alsobrooks,2025-04-10,2000.00
LOWE'S COMPANIES INC.,"Lowe's Companies, Inc. Political Action Committee",Sen. Angela Alsobrooks,2025-06-16,2500.00
AMERICAN INVESTMENT COUNCIL F/K/A PEGCC,American Investment Council Political Action Committee- AIC,"Alsobrooks, Angela",2025-06-24,2500.00
"MINDSET ADVOCACY, LLC",,Angela Alsobrooks,2025-06-09,1000.00
TRACTOR SUPPLY COMPANY,Tractor Supply Company Political Action Committee,Sen. Angela Alsobrooks,2025-06-24,1000.00
COMMERCIAL REAL ESTATE FINANCE COUNCIL,Commercial Real Estate Finance Council Political Action Committee,Alsobrooks for Senate,2025-06-17,1000.00
INVESTMENT COMPANY INSTITUTE,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),Sen. Angela D. Alsobrooks,2025-03-28,1000.00
NATIONWIDE MUTUAL INSURANCE COMPANY,Nationwide Mutual Insurance Company Financial & Investments Political Action Committee,Sen. Angela Alsobrooks,2025-03-14,1000.00
ELI LILLY AND COMPANY,LillyPAC,Angela Alsobrooks,2025-04-07,2500.00
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION FKA PROPERTY CASUALTY INSURERS ASSOC. OF AMERICA,American Property Casualty Insurance Assoc Federal Only PAC; American Property Casualty Insurance Association Political Action Committee (Insuring America PAC),Sen. Angela Alsobrooks,2025-03-13,2500.00
THE CARLYLE GROUP,The Carlyle Group Inc. PAC (aka 'Carlyle PAC'),Sen. Angela Alsobrooks,2025-06-17,2500.00
STERNHELL GROUP,,Sen. Angela Alsobrooks,2025-02-03,2500.00
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,PhRMA Better Government Committee,"Alsobrooks, Angela",2025-05-14,1000.00
VENABLE LLP,,Senator Angela Alsobrooks,2025-05-29,500.00
"EDWARDS LIFESCIENCES, LLC",EDWARDS LIFESCIENCES POLITICAL ACTION COMMITTEE aka EDWARDS PAC,Sen Angela Alsobrooks,2025-06-23,1000.00
NAREIT,REITPAC,Sen. Angela Alsobrooks (D),2025-03-28,5000.00
JPMORGAN CHASE HOLDINGS LLC,JPMorgan Chase & Co. Federal Political Action Committee; JPMorgan Chase & Co. PAC,Sen. Angela Alsobrooks,2025-01-29,5000.00
"FRANKLIN RESOURCES, INC. (FRANKLIN TEMPLETON) AND AFFILIATES",FRANKLIN RESOURCES INC POLITICAL ACTION COMMITTEE (FRANKLIN TEMPLETON PAC),"Alsobrooks, Angela",2025-06-27,2000.00
KLEIN/JOHNSON GROUP,,Sen. Angela Alsobrooks,2025-01-21,1500.00
