organization,pacs,honoree,date,amount_usd
"GALLANT GOVERNMENT & LAW GROUP, LLC",,Rep. Michael Rulli,2025-02-11,500.00
CARPENTER STRATEGIC CONSULTING LLC,,The Hon. Michael Rulli,2025-02-12,250.00
CARPENTER STRATEGIC CONSULTING LLC,,The Hon. Michael Rulli,2025-05-15,250.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Rulli, Michael",2025-05-14,1000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Michael Rulli,2025-02-05,1000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Michael Rulli,2025-06-09,1500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Rulli, Michael",2025-03-13,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Rulli, Michael",2025-05-01,2000.00
"ZIMMER BIOMET, INC.","Zimmer Biomet Holdings, Inc. PAC",Rep. Michael Rulli,2025-04-17,1000.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Rep. Michael Rulli,2025-05-15,1000.00
AZOA SERVICES CORP(ALLIANZ OF AMERICA) FORMERLY AZOA SERIVCES CORP/FIREMAN'S FUND(ALLIANZ OF AMERICA,AZOA Services Corp(Allianz of America) Formerly Firemans Fun,Representative Michael Rulli,2025-03-20,1000.00
PFIZER INC.,Pfizer Inc. PAC,Rep. Michael Rulli,2025-06-23,1500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Michael Rulli,2025-04-11,2500.00
COVESTRO LLC,CovestroPAC A Political Action Committee of Covestro LLC,Rep. Michael Rulli,2025-03-13,1000.00
COVESTRO LLC,CovestroPAC A Political Action Committee of Covestro LLC,Rep. Michael Rulli,2025-04-25,500.00
THE GOODYEAR TIRE & RUBBER COMPANY,Goodyear Good Government Fund,Representative Michael Rulli,2025-03-19,1000.00
"ALKERMES, INC.","Alkermes, Inc. Political Action Committee",Michael Rulli,2025-03-12,5000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,MICHAEL RULLI,2025-06-24,5000.00
