organization,pacs,honoree,date,amount_usd
THE DLM GROUP,,Ronny Jackson,2025-03-04,500.00
NATIONAL MILK PRODUCERS FEDERATION,,Rep. Ronny Jackson,2025-06-27,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Jackson, Ronny",2025-06-16,1500.00
AMERICAN HORTICULTURE INDUSTRY ASSOCIATION,,Ronny Jackson,2025-06-20,1000.00
LIVESTOCK MARKETING ASSOCIATION,Livestock Marketing Association PAC,Rep. Jonathan Jackson,2025-04-01,1500.00
"BUNGE NORTH AMERICA, INC",BUNGE NORTH AMERICA INC POLITICAL ACTION COMMITTEE,Rep. Jonathan Jackson,2025-03-25,1500.00
VETERANS GUARDIAN VA CLAIM CONSULTING LLC,,Rep. Ronny Jackson,2025-03-31,500.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Ronny Jackson,2025-06-18,3500.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Jonathan Jackson,2025-06-03,1500.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Rep. Ronny Jackson,2025-06-12,2500.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Jonathan Jackson,2025-04-21,1000.00
"HEALTH CARE SERVICE CORPORATION, A MUTUAL LEGAL RESERVE COMPANY (HCSC)",Health Care Service Corporation Employees Political Action Committee,Rep Ronny Jackson,2025-03-04,2500.00
"HEALTH CARE SERVICE CORPORATION, A MUTUAL LEGAL RESERVE COMPANY (HCSC)",Health Care Service Corporation Employees Political Action Committee,Rep Jonathan Jackson,2025-04-01,5000.00
"W STRATEGIES, LLC",,U.S. Representative Ronny Jackson,2025-03-28,2500.00
"THE NICKLES GROUP, LLC",,Rep. Ronny Jackson,2025-06-23,250.00
THE CHERTOFF GROUP,,Rep. Ronny Jackson,2025-03-31,25.00
THE CHERTOFF GROUP,,Rep. Ronny Jackson,2025-03-31,200.00
TEXAS FARM BUREAU,Texas Farm Bureau AGFUND,Ronny Jackson,2025-03-20,4800.00
MARATHON PETROLEUM COMPANY LP,Marathon Petroleum Corporation Employees Political Action Committee MPAC,Rep Ronny Jackson,2025-06-06,2500.00
"VARDA SPACE INDUSTRIES, INC.",VARDA SPACE INDUSTRIES INC. POLITICAL ACTION COMMITTEE,Rep. Ronny Jackson,2025-04-02,1000.00
"INNOVATIVE POLICY, PLLC",,Rep. Ronny Jackson (R-TX),2025-06-03,1000.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Jackson, Ronny",2025-03-20,2500.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Jackson, Ronny",2025-03-27,2500.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Jackson, Ronny",2025-06-25,5000.00
"TYSON FOODS, INC",Tyson Foods Inc Political Action Committee (TYPAC),Ronny Jackson,2025-06-29,2500.00
PHILLIPS 66,Phillips 66 PAC,Rep Ronny Jackson,2025-06-15,2500.00
FLORIDA SUGAR CANE LEAGUE,Florida Sugar Cane League PAC,Congressman Ronny Jackson,2025-06-19,1000.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Ronny Jackson,2025-06-18,5000.00
DELL TECHNOLOGIES INC.,"Dell Technologies, Inc. Political Action Committee",Rep. Ronny Jackson,2025-03-20,5000.00
AMERICAN MARITIME OFFICERS,American Maritime Officers Retirees Association; American Maritime Officers Voluntary Political Action Fund; District 2A TTWISEU Voluntary Political Action Fund,Rep. Ronny Jackson,2025-06-02,1500.00
VALERO ENERGY CORPORATION,Valero Energy Corporation Political Action Committee,Rep. Ronny Jackson,2025-06-24,5000.00
"INNOVATIVE FEDERAL STRATEGIES, LLC",,Ronny Jackson,2025-06-03,500.00
BGR GOVERNMENT AFFAIRS,,Ronny Jackson,2025-06-09,1000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Jonathan Jackson,2025-05-13,2000.00
NATIONAL AUTOMOBILE DEALERS ASSOCIATION,National Automobile Dealers Association Political Action Committee,"Jackson, Jonathan",2025-05-20,2500.00
"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC",Wine & Spirits Wholesalers of America PAC,Texans For Ronny Jackson,2025-03-20,2000.00
AMERICAN OPTOMETRIC ASSOCIATION,AOA-PAC,Congressman Jonathan Jackson,2025-03-26,2000.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Jonathan Jackson,2025-05-08,2500.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Jonathan Jackson,2025-03-26,2000.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Jonathan Jackson,2025-04-09,1000.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Ronny Jackson,2025-06-11,1000.00
"BWX TECHNOLOGIES, INC.",BWX Technologies Inc Political Action Committee,Ronny Jackson,2025-06-06,5000.00
"NATIONAL GROUP, LLP",,Jonathan Jackson,2025-03-31,500.00
LOCKHEED MARTIN CORPORATION,Lockheed Martin Employees' Political Action Committee,"Jackson, Ronny",2025-06-11,5000.00
AMERICAN ASSOCIATION OF ORTHOPAEDIC SURGEONS,Political Action Committee of the American Association of Orthopaedic Surgeons--PAC of AAOS,Rep. Ronny Jackson USN (Ret.),2025-05-12,2500.00
J.A. GREEN AND COMPANY,20003 Victory Fund,Ronny Jackson,2025-06-11,1000.00
GENERAL DYNAMICS CORP,General Dynamics Corporation Political Action Committee,Rep. Ronny Jackson,2025-06-24,2500.00
AMERICAN SOCIETY OF ANESTHESIOLOGISTS,American Society of Anesthesiologists Political Action Committee (ASA PAC),Rep. Ronny Jackson,2025-04-16,1500.00
"L3HARRIS TECHNOLOGIES, INC.","L3Harris Technologies, Inc. PAC",Rep. Ronny Jackson,2025-06-30,5000.00
TEXAS CATTLE FEEDERS ASSOCIATION,Beef-PAC of Texas Cattle Feeders Association,RONNY JACKSON,2025-03-21,2500.00
FARMERS EDUCATIONAL COOPERATIVE UNION OF AMERICA,NFUPAC,Jonathan Jackson for Congress,2025-03-28,1000.00
BOEING COMPANY,The Boeing Company Political Action Committee,Rep Ronny Jackson,2025-06-27,5000.00
C2 STRATEGIES,,Ronny Jackson,2025-05-12,3500.00
"ASSOCIATED BUILDERS AND CONTRACTORS, INC.",,Rep. Ronny Jackson,2025-06-24,2500.00
"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)",,Ronny Jackson,2025-06-27,3500.00
"MORAN GLOBAL STRATEGIES, INC.",,Rep. Ronny Jackson,2025-06-15,3500.00
HOLLY STRATEGIES INCORPORATED,,Rep. Ronny Jackson,2025-06-10,3500.00
FLUOR CORPORATION,Fluor Corporation Political Action Committee (Fluor PAC),Texans for Ronny Jackson,2025-03-31,1000.00
FLUOR CORPORATION,Fluor Corporation Political Action Committee (Fluor PAC),Texans for Ronny Jackson,2025-06-20,1500.00
SPACE EXPLORATION TECHNOLOGIES,Space Exploration Technologies Corp PAC,Rep Ronny Jackson,2025-05-09,15000.00
CAPITOL COUNSEL LLC,,Rep. Jonathan Jackson (IL-01),2025-03-31,250.00
NEBRASKA FARM BUREAU FEDERATION,Nebraska Farm Bureau - PAC,Ronny Jackson,2025-06-27,1500.00
HUMANE WORLD ACTION FUND AND AFFILIATES (FORMERLY KNOWN AS HUMANE SOCIETY LEGISLATIVE FUND),Humane World Action Fund PAC,"Josh Gottheimer, Josh Harder, Jahana Hayes, Jim Himes, Steny Hoyer, Glenn Ivey, Jeff Jackson, Sara Jacobs, Pramila Jayapal, Hank Johnson, Marcy Kaptur, Robin Kelly, Derek Kilmer, Andy Kim, BarbaraLee",2025-04-03,435.00
