organization,pacs,honoree,date,amount_usd
NATIONAL PROPANE GAS ASSOCIATION,National Propane Gas Association PAC,Rep. Chuck Edwards,2025-02-18,2500.00
NATIONAL PROPANE GAS ASSOCIATION,National Propane Gas Association PAC,Rep. Chuck Edwards,2025-05-14,2500.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Chuck Edwards,2025-06-24,1000.00
ACG ADVOCACY,,U.S. Representative Chuck Edwards,2025-01-14,1500.00
ACG ADVOCACY,,U.S. Representative Chuck Edwards,2025-03-13,500.00
"MELTSNER STRATEGIES, LLC",,The Honorable Chuck Edwards,2025-03-06,500.00
PRIME POLICY GROUP,Amanda Edwards for Congress; Elect Democratic Women,Amanda Edwards,2025-06-16,250.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"M Amodei, D Bacon, T Balderson, M Baumgartner, C Bentz, M Bost, R Bresnahan, K Calvert, B Carter, J Ciscomani, M Diaz-Balart, C Edwards, G Evans, J Fedorchak, B Fitzpatrick, A Garbarino, et al.",2025-02-05,5000.00
"CASSIDY & ASSOCIATES, INC.",,Rep. Chuck Edwards,2025-02-05,500.00
"BUTERA, ISRAEL & BECKER PLLC",,Rep. Chuck Edwards (NC-11),2025-05-02,1000.00
MCDONALD'S CORPORATION,McDonald's Corporation Political Action Commitee,"Edwards, Chuck",2025-06-17,2500.00
MCDONALD'S CORPORATION,McDonald's Corporation Political Action Commitee,"Edwards, Chuck",2025-03-19,2500.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Markey, Edwards",2025-04-24,5000.00
INTERNATIONAL FRANCHISE ASSOCIATION,International Franchise Association Franchising Political Action Committee Inc,Chuck Edwards,2025-05-19,2500.00
S-3 GROUP,,Chuck Edwards,2025-02-05,250.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Rep Chuck Edwards,2025-06-20,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",BHFS-E PC PAC (Brownstein Hyatt Farber Schreck PAC),Rep. Chuck Edwards,2025-04-29,1000.00
AECOM,AECOM PAC,Chuck Edwards,2025-03-07,1000.00
BGR GOVERNMENT AFFAIRS,,Chuck Edwards,2025-06-06,1000.00
"H&R BLOCK MANAGEMENT, LLC, A SUBSIDIARY OF H&R BLOCK, INC.",H&R Block Inc. Political Action Committee (BLOCKPAC),Rep. Chuck Edwards,2025-03-27,1000.00
BGR GOVERNMENT AFFAIRS,,Chuck Edwards,2025-06-05,500.00
BGR GOVERNMENT AFFAIRS,,Chuck Edwards,2025-06-02,1000.00
"MINDSET ADVOCACY, LLC",,Amanda Edwards,2025-06-16,35000.00
"MINDSET ADVOCACY, LLC",,Amanda Edwards,2025-03-25,500.00
BAXTER HEALTHCARE CORPORATION,Baxter Healthcare Corporation Political Action Committee,Rep. Chuck Edwards,2025-04-03,1000.00
CSX CORPORATION,CSX Corporation Good Government Fund,Chuck Edwards,2025-03-03,2000.00
ANHEUSER-BUSCH COMPANIES,Anheuser-Busch Companies LLC Political Action Committee,"Edwards, Chuck",2025-06-24,2500.00
RTX CORPORATION AND AFFILIATES,Employees of RTX Corporation PAC,"Edwards, Chuck",2025-03-18,1000.00
"OLD NORTH STRATEGIES, LLC",Concerned Americans for Freedom & Opportunity PAC; Hispanic Leadership Trust; Lasting Investments Strengthening America PAC; New Energy in Washington House PAC,Hon. Chuck Edwards,2025-02-03,500.00
"MEHLMAN CONSULTING, INC.",,Amanda Edwards,2025-05-12,250.00
PWC US GROUP LLP,PricewaterhouseCoopers PAC,Amanda K. Edwards (D),2025-06-19,5000.00
PWC US GROUP LLP,PricewaterhouseCoopers PAC,Rep. Chuck Edwards (R),2025-06-19,2500.00
"APPLIED RESEARCH ASSOCIATES, INC.",APPLIED RESEARCH ASSOCIATES INC POLITICAL ACTION COMMITTEE ARAPAC,Rep Chuck Edwards,2025-01-13,2500.00
NFIB (NATIONAL FEDERATION OF INDEPENDENT BUSINESS),National Federation of Independent Business Political Action Committee,Rep. Chuck Edwards (NC-011-R),2025-05-14,1000.00
BOEING COMPANY,The Boeing Company Political Action Committee,Rep Chuck Edwards,2025-02-27,1000.00
"ASSOCIATED BUILDERS AND CONTRACTORS, INC.",,Rep. Chuck Edwards,2025-06-24,2500.00
NELSON MULLINS RILEY & SCARBOROUGH,"Nelson Mullins Riley & Scarborough, LLP Federal Political Co",Congressman Chuck Edwards,2025-05-12,2000.00
EATON CORPORATION,Eaton Public Policy Association,Rep Chuck Edwards,2025-02-24,1000.00
TRUIST FINANCIAL CORPORATION (FORMERLY KNOWN AS BB&T),Bank Policy Institute PAC; Structured Finance Coalition PAC,Amanda Edwards,2025-06-16,250.00
"NATIONAL STONE, SAND AND GRAVEL ASSOCIATION","National Stone, Sand & Gravel Association ROCKPAC",Rep. Chuck Edwards,2025-06-18,2500.00
VULCAN MATERIALS COMPANY,Vulcan Materials Company Political Action Committee,Rep. Chuck Edwards,2025-06-24,2500.00
TIBER CREEK GROUP,,Amanda Edwards,2025-06-29,3500.00
PHOENIX STRATEGIES INC.,Americas Business Competitiveness PAC; BUILDING RELATIONSHIPS IN DIVERSE GEOGRAPHIC ENVIRONMENTS PA; Congressional Black Caucus PAC,Amanda Edwards,2025-06-16,500.00
