organization,pacs,honoree,date,amount_usd
DENTONS US LLP,Dentons PAC,Congressman Kevin Kiley,2025-03-03,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Kiley, Kevin",2025-06-24,2000.00
"DOORDASH, INC.","DoorDash, Inc. Political Action Committee (DashPAC)",Rep. Kevin Kiley,2025-02-10,1500.00
"DOORDASH, INC.","DoorDash, Inc. Political Action Committee (DashPAC)",Rep. Kevin Kiley,2025-04-07,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Kevin Kiley,2025-06-12,500.00
COVINGTON & BURLING LLP,Covington and Burling LLP PAC,The Honorable Kevin Kiley,2025-06-13,1000.00
NATIONAL ASSOCIATION OF MANUFACTURERS,NAM-PAC,Kevin Kiley,2025-06-30,2500.00
NATIONAL RURAL LETTER CARRIERS' ASSOCIATION,,Kevin Kiley,2025-03-13,1000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Kevin Kiley,2025-06-16,1000.00
INTERNATIONAL TRADEMARK ASSOCIATION,INTA PAC,U.S. Representative Kevin Kiley,2025-06-16,1500.00
"GENENTECH, INC",Genentech Inc. Political Action Committee (GenenPAC),Rep. Kevin Kiley,2025-06-24,1000.00
MN8 ENERGY LLC,MN8 Energy LLC Political Action Committee MN8 PAC,Rep Kevin Kiley,2025-05-27,4000.00
ARTBA,,Congressman Kevin Kiley,2025-06-27,2500.00
"TYSON FOODS, INC",Tyson Foods Inc Political Action Committee (TYPAC),Kevin Kiley,2025-06-13,1000.00
MCDONALD'S CORPORATION,McDonald's Corporation Political Action Commitee,"Kiley, Kevin",2025-06-17,2500.00
ARENTFOX SCHIFF LLP,,Kevin Kiley,2025-06-09,1500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Kevin Kiley,2025-06-17,1000.00
NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS,NAIFAPAC,"Kiley, Kevin",2025-03-25,2500.00
BNSF RAILWAY COMPANY,BNSF Railway Company RAILPAC (BNSF RAILPAC),Kevin Kiley,2025-06-26,2000.00
AMERICAN MARITIME OFFICERS,American Maritime Officers Retirees Association; American Maritime Officers Voluntary Political Action Fund; District 2A TTWISEU Voluntary Political Action Fund,Rep. Kevin Kiley,2025-05-09,1000.00
INTERNATIONAL FRANCHISE ASSOCIATION,International Franchise Association Franchising Political Action Committee Inc,Kevin Kiley,2025-06-20,1000.00
INTERNATIONAL FRANCHISE ASSOCIATION,International Franchise Association Franchising Political Action Committee Inc,Kevin Kiley,2025-03-14,1000.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Rep Kevin Kiley,2025-03-14,1500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",BHFS-E PC PAC (Brownstein Hyatt Farber Schreck PAC),Rep. Kevin Kiley,2025-06-03,1000.00
ENERGY MARKETERS OF AMERICA,ENERGY MARKETERS OF AMERICA SMALL BUSINESS COMMITTEE PAC (EMA SBC PAC); Energy Marketers of America SBC PAC,Kevin Kiley,2025-06-06,1500.00
NOSSAMAN LLP,Nossaman LLP Political Action Committee (Nossaman PAC),Rep. Kevin Kiley,2025-06-12,1500.00
NATIONAL BEER WHOLESALERS ASSOCIATION,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,Rep Kevin Kiley,2025-06-09,1500.00
AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,American Institute of Certified Public Accountants Political Action Committee,Rep. Kevin Kiley,2025-06-24,5000.00
"DELTA AIR LINES, INC.",Delta Air Lines PAC,Rep. Kevin Kiley,2025-06-26,1500.00
NATIONAL AUTOMOBILE DEALERS ASSOCIATION,National Automobile Dealers Association Political Action Committee,"Kiley, Kevin",2025-06-24,2500.00
CATERPILLAR INC.,Caterpillar Inc. Political Action Committee (CATPAC),Kevin Kiley,2025-05-12,2500.00
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION FKA PROPERTY CASUALTY INSURERS ASSOC. OF AMERICA,American Property Casualty Insurance Assoc Federal Only PAC; American Property Casualty Insurance Association Political Action Committee (Insuring America PAC),Rep. Kevin Kiley,2025-06-24,1000.00
"ENTERPRISE HOLDINGS, INC. DBA ENTERPRISE MOBILITY","Enterprise Holdings, Inc. / Enterprise Mobility Political Action Committee",Kevin Kiley,2025-05-27,2000.00
ANIMAL WELLNESS ACTION,Animal Wellness Action PAC,"KILEY, KEVIN",2025-02-27,1000.00
HOLLAND & KNIGHT LLP,Holland & Knight Committee for Effective Government,Rep. Kevin Kiley,2025-06-04,1500.00
UPS (UNITED PARCEL SERVICE),"United Parcel Service, Inc. PAC (UPSPAC)",Rep. Kevin Kiley,2025-03-14,1500.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Kevin Kiley,2025-03-19,1000.00
NATIONAL CLUB ASSOCIATION,,Congressman Kevin Kiley,2025-02-27,1500.00
GOOGLE CLIENT SERVICES LLC,Google LLC NetPAC,Rep. Kevin Kiley,2025-06-13,5000.00
NATIONAL RESTAURANT ASSOCIATION,National Restaurant Association PAC (Restaurant PAC),Kevin Kiley,2025-06-23,2500.00
"LEMUNYON GROUP, LLC",,Rep. Kevin Kiley,2025-06-27,500.00
"ASSOCIATED BUILDERS AND CONTRACTORS, INC.",,Rep. Kevin Kiley,2025-03-24,5000.00
"ASSOCIATED BUILDERS AND CONTRACTORS, INC.",,Rep. Kevin Kiley,2025-06-20,5000.00
DEERE & COMPANY,Deere and Company PAC (AKA John Deere PAC),Kevin Kiley,2025-06-11,1000.00
THE HOME DEPOT,The Home Depot Inc. Political Action Committee,"Kiley, Kevin",2025-06-24,2500.00
SPACE EXPLORATION TECHNOLOGIES,Space Exploration Technologies Corp PAC,Rep Kevin Kiley,2025-05-08,5000.00
"NATIONAL STONE, SAND AND GRAVEL ASSOCIATION","National Stone, Sand & Gravel Association ROCKPAC",Rep. Kevin Kiley,2025-03-19,2500.00
"CORLEY CONSULTING, LLC",,Kevin Kiley,2025-06-02,1500.00
UNION PACIFIC CORPORATION,Union Pacific Corp. Fund for Effective Government,Kevin Kiley,2025-06-23,2000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Road to Freedom,Kevin Kiley,2025-03-28,1000.00
AMERICAN TRUCKING ASSOCIATIONS,TRUCKING POLITICAL ACTION COMMITTEE OF THE AMERICAN TRUCKING ASSOCIATIONS INC,Rep Kevin Kiley,2025-03-17,5000.00
NATIONAL RETAIL FEDERATION,National Retail Federation RetailPAC,Kevin Kiley,2025-04-28,1000.00
AMERICAN ASSOCIATION OF NURSE PRACTITIONERS,American Association of Nurse Practitioners Political Action Committee,The Honorable Kevin Kiley,2025-06-13,1000.00
