organization,pacs,honoree,date,amount_usd
INVARIANT LLC,,Rep. Jerry Nadler,2025-06-10,250.00
CORBIN STRATEGIES LLC,,Jerry Nadler,2025-03-28,500.00
WILMER CUTLER PICKERING HALE AND DORR LLP,,Congressman Jerry Nadler,2025-06-23,2500.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,JERROLD NADLER,2025-03-25,1000.00
"GREENBERG TRAURIG, LLP","Greenberg Traurig, P.A. PAC",Jerry Nadler,2025-04-01,1000.00
THORSEN FRENCH ADVOCACY LLC,,Jerry Nadler,2025-06-23,500.00
NORFOLK SOUTHERN CORPORATION,Norfolk Southern Corporation Good Government Fund,Jerrold Nadler,2025-01-23,2500.00
NORFOLK SOUTHERN CORPORATION,Norfolk Southern Corporation Good Government Fund,Jerrold Nadler,2025-04-29,2000.00
ASSOCIATION OF AMERICAN RAILROADS,RAILPAC,Rep. Jerry Nadler,2025-05-06,1000.00
BNSF RAILWAY COMPANY,BNSF Railway Company RAILPAC (BNSF RAILPAC),Jerrold Nadler,2025-05-02,2000.00
BNSF RAILWAY COMPANY,BNSF Railway Company RAILPAC (BNSF RAILPAC),Jerrold Nadler,2025-06-24,1000.00
NEWS CORPORATION,News Corporation Political Action Committee (News Corp PAC),Jerrold Nadler,2025-06-02,1000.00
AMERICAN FEDERATION OF TEACHERS,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION (AFTCOPE)",Representative Jerrold L. Nadler,2025-03-27,5000.00
INSURED RETIREMENT INSTITUTE,Insured Retirement Institute Political Action Committee (IRI PAC),Rep. Jerry Nadler,2025-06-24,1000.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,Jerry Nadler,2025-06-23,5000.00
AMERICAN INTELLECTUAL PROPERTY LAW ASSOCIATION (AIPLA),American Intellectual Property Law Association (AIPLA) PAC,Congressman Jerry Nadler,2025-02-07,1000.00
NATIONAL BEER WHOLESALERS ASSOCIATION,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,Rep Jerry Nadler,2025-03-20,1000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Jerrold Nadler,2025-06-18,2000.00
"BROADCAST MUSIC, INC.",BMI Political Action Committee (BMI PAC),Jerry Nadler,2025-06-25,5000.00
AMERICAN FEDERATION OF MUSICIANS,AMERICAN FEDERATION OF MUSICIANS,JERROLD L NADLER,2025-04-04,1000.00
CSX CORPORATION,CSX Corporation Good Government Fund,Jerrold Nadler,2025-05-27,2000.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Jerry Nadler,2025-02-26,2500.00
AMERICAN COLLEGE OF OBSTETRICIANS AND GYNECOLOGISTS,American College of Ob-Gyns PAC (Ob-GynPAC),Jerry Nadler,2025-06-25,1000.00
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES,Int Alliance of Theatrical Stage Emp Federal Speech PAC; PAC of the Int Alliance of Theatrical Stage Employees,Congressman Jerrold Nadler,2025-06-26,2500.00
FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),FGS GLOBAL (US) LLC POLITICAL ACTION COMMITTEE,Nadler For Congress,2025-06-26,1000.00
GOOGLE CLIENT SERVICES LLC,Google LLC NetPAC,Rep. Jerrold Nadler,2025-05-30,1000.00
NATIONAL ASSOCIATION OF POSTAL SUPERVISORS,National Association of Postal Supervisors PAC,"Nadler, Jerry",2025-06-27,500.00
AKIN GUMP STRAUSS HAUER & FELD,AKIN GUMP STRAUSS HAUER & FELD LLP CIVIC ACTION COMMITTEE (AKA AKIN GUMP PAC),"Nadler, Jerry",2025-06-23,500.00
SONY MUSIC ENTERTAINMENT (FORMERLY KNOWN AS SONY BMG MUSIC ENTERTAINMENT),Sony Music Entertainment Employee Action Fund,Congressman Jerrold Nadler (D-NY),2025-06-10,1000.00
JETBLUE AIRWAYS CORPORATION,"JetBlue Airways Corp. Crewmember Good GovtFund, an SSF",Rep. Jerry Nadler,2025-06-09,1000.00
"CHARTER COMMUNICATIONS, INC.",Charter Communications Inc. Political Action Committee,Rep. Jerry Nadler,2025-06-20,1000.00
NATIONAL APARTMENT ASSOCIATION,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,Rep. Jerry Nadler,2025-03-20,2500.00
PROFESSIONAL AVIATION SAFETY SPECIALISTS,,Jerrold Nadler,2025-02-27,1000.00
HUMANE WORLD ACTION FUND AND AFFILIATES (FORMERLY KNOWN AS HUMANE SOCIETY LEGISLATIVE FUND),Humane World Action Fund PAC,"Summer Lee, Zoe Lofgren, Stephen Lynch, Doris Matsui, Jennifer McClellan, Morgan McGarvey, Robert Menendez, Joe Morelle, Seth Moulton, Frank Mrvan, Jerrold Nadler, Grace Napolitano, Richard Neal",2025-04-03,377.00
MCGUIREWOODS LLP,McGuireWoods Federal PAC,Jerry Nadler,2025-06-10,1000.00
UNION PACIFIC CORPORATION,Union Pacific Corp. Fund for Effective Government,Jerrold Nadler,2025-05-05,2000.00
COZEN O'CONNOR PC,COC Political Action Committee 203 Contributions,Congressman Jerrold Nadler,2025-02-13,1000.00
AMALGAMATED TRANSIT UNION,Amalgamated Transit Union - COPE,Jerrold Nadler,2025-03-31,2500.00
