organization,pacs,honoree,date,amount_usd
"FEDERAL HALL POLICY ADVISORS, LLC",,Rep. Ralph Norman (R-SC),2025-04-01,500.00
MAYER BROWN LLP,,Ralph Norman,2025-06-30,500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Ralph Norman,2025-06-25,2500.00
AMERICAN SECURITIES ASSOCIATION,AMERICAN SECURITIES ASSOCIATION POLITICAL ACTION COMMITTEE,Rep. Ralph Norman,2025-06-26,1000.00
THOMPSON COBURN LLP,Thompson Coburn PAC,Ralph Norman,2025-06-05,1000.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Rep Ralph Norman Jr,2025-06-24,1000.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep Ralph Norman Jr,2025-02-14,2500.00
"SYLVAMO NORTH AMERICA, LLC",Sylvamo Corporation PAC,Ralph Norman,2025-05-14,2500.00
FAEGRE DRINKER BIDDLE & REATH LLP,Wholesale & Specialty Insurance Association PAC,Ralph Norman,2025-02-07,2500.00
LPL FINANCIAL,LPL Financial LLC Political Action Committee LPL PAC,Rep Ralph Norman Jr,2025-03-26,1000.00
LPL FINANCIAL,LPL Financial LLC Political Action Committee LPL PAC,Rep Ralph Norman Jr,2025-06-23,2000.00
MILLER-WENHOLD CAPITOL STRATEGIES,,Ralph Norman for Congress,2025-01-29,500.00
DOMTAR CORPORATION,RESOLUTE FOREST PRODUCTS INC. POLITICAL ACTION COMMITTEE AKA,Ralph Norman,2025-01-30,1000.00
DOMTAR CORPORATION,RESOLUTE FOREST PRODUCTS INC. POLITICAL ACTION COMMITTEE AKA,Cong. Ralph Norman,2025-06-02,1000.00
ACA INTERNATIONAL,ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE,Rep Ralph Norman,2025-06-05,5000.00
"ASSOCIATED BUILDERS AND CONTRACTORS, INC.",,Rep. Ralph Norman Jr.,2025-06-20,2500.00
PMI US CORPORATE SERVICES INC. (FKA PMI GLOBAL SERVICES INC.),,"Taylor Bradley, Communications Director, U.S. House of Representatives, Scott Graber, Chief Counsel and Deputy Legislative Director, Sen. Lindsey Graham, Angela Hervig, Senior Legislative Advisor, Environmental Protection Agency, Joey Mott, Chief of Staff, Rep. Ralph Norman, Reedy Newton, Staff Assistant, Sen. Tim Scott. Grant Singleton, Deputy Legislative Assistant, Sen. Lindsey Graham, Jake Hilkin, Director of Member Services, Rep. Ralph Norman, and Townes Holland, Policy Advisor, White House Homeland Security Council",2025-01-03,10309.26
NATIONAL APARTMENT ASSOCIATION,NATIONAL APARTMENT ASSOCIATION POLITICAL ACTION COMMITTEE,Rep. Ralph Norman,2025-06-16,1000.00
MANUFACTURED HOUSING INSTITUTE,Manufactured Housing Institute PAC,U.S. Representative Ralph Norman,2025-06-30,2500.00
NATIONAL RIFLE ASSOCIATION OF AMERICA,National Rifle Association of America Political Victory Fund,"Norman, Ralph",2025-06-23,1000.00
