organization,pacs,honoree,date,amount_usd
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Rich McCormick,2025-03-11,2500.00
"K&L GATES, LLP",K&L Gates PAC,Senator Dave McCormick,2025-04-29,2000.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Sen. Dave McCormick,2025-03-27,2500.00
CVS HEALTH (AND SUBSIDIARIES),,Senator Dave McCormick,2025-02-05,1500.00
THORSEN FRENCH ADVOCACY LLC,,U.S. Senator Dave McCormick,2025-06-30,1000.00
S-3 GROUP,,Sen. Dave McCormick,2025-03-18,1000.00
AKIN GUMP STRAUSS HAUER & FELD,,Sen. Dave McCormick,2025-05-19,500.00
AKIN GUMP STRAUSS HAUER & FELD,Brett Guthrie for Congress; Friends of David McCormick; LaHood for Congress; Lisa Murkowski for U.S. Senate; National Republican Senatorial Committee (NRSC); Responsibility & Freedom Work (RFW); Ted Cruz for Senate,Sen. David McCormick,2025-04-29,500.00
AKIN GUMP STRAUSS HAUER & FELD,,Dave McCormick,2025-04-27,500.00
THE O TEAM LLC,,U.S. Senator Dave McCormick,2025-02-20,1000.00
FIERCE GOVERNMENT RELATIONS,,Senator Dave McCormick,2025-03-28,1500.00
FIERCE GOVERNMENT RELATIONS,,Senator Dave McCormick,2025-06-30,500.00
DUANE MORRIS LLP,Duane Morris Government Committee,Dave McCormick,2025-06-04,5000.00
NATIONAL CONFECTIONERS ASSOCIATION,National Confectioners Association of the United States Inc Political Action Committee Candy PAC,Sen Dave McCormick,2025-03-21,2500.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Dave McCormick,2025-02-28,5000.00
FINANCIAL SERVICES FORUM,Financial Services Forum PAC,Dave McCormick,2025-06-24,1000.00
NATIONAL ASSOCIATION OF MANUFACTURERS,NAM-PAC,Dave McCormick,2025-03-24,2500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Richard McCormick,2025-02-24,2500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Dave McCormick,2025-02-25,2500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Richard McCormick,2025-05-16,2500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Dave McCormick,2025-05-30,2000.00
COZEN O'CONNOR PUBLIC STRATEGIES,,Senator Dave McCormick (PA),2025-03-07,1041.02
COVESTRO LLC,CovestroPAC A Political Action Committee of Covestro LLC,Sen. Dave McCormick,2025-05-13,2000.00
"TOMPKINS STRATEGIES, LLC",,Senator Dave McCormick (R-PA),2025-04-02,1000.00
ACG ANALYTICS,,U.S. Senator Dave McCormick,2025-03-06,1000.00
MR. DOYCE BOESCH,,Friends of Dave McCormick,2025-03-28,500.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Sen. Dave McCormick (R),2025-01-23,2500.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. Sheila Cherfilus-McCormick (D),2025-03-17,1000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"McCormick, Dave",2025-06-24,5000.00
AMERICAN COLLEGE OF SURGEONS PROFESSIONAL ASSOCIATION,American College of Surgeons Professional Association PAC,Rep. Rich McCormick,2025-03-24,2500.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Sen. Dave McCormick,2025-06-12,5000.00
"KOUNTOUPES DENHAM CARR & REID, LLC",,Senator Dave McCormick (R-PA),2025-06-17,1500.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Sheila Cherfilus-McCormick,2025-06-24,2000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Sheila Cherfilus-McCormick,2025-05-08,2000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,DAVE MCCORMICK,2025-01-10,2500.00
"CENCORA, INC.","Cencora, Inc. PAC",Sen. Dave McCormick,2025-04-25,2000.00
"CENCORA, INC.","Cencora, Inc. PAC",Sen. Dave McCormick,2025-03-20,5000.00
"NRG ENERGY, INC.",NRG Energy Inc. Political Action Committee (NRG PAC),Sen. Dave McCormick,2025-06-27,2500.00
CAMBIA HEALTH SOLUTIONS,Cambia Health Solutions Inc. PAC,Sen. Dave McCormick,2025-06-27,1000.00
