organization,pacs,honoree,date,amount_usd
NATIONAL MILK PRODUCERS FEDERATION,National Milk Producers Federation PAC,Sen. Amy Klobuchar,2025-02-20,2500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Klobuchar, Amy",2025-04-17,5000.00
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,NTCA Rural Broadband PAC,"Klobuchar, Amy",2025-03-19,1000.00
NATIONAL CONFECTIONERS ASSOCIATION,National Confectioners Association of the United States Inc Political Action Committee Candy PAC,Sen Amy Klobuchar,2025-06-14,5000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Amy Klobuchar,2025-02-19,5000.00
NATIONAL RURAL LETTER CARRIERS' ASSOCIATION,,Amy Klobuchar,2025-03-13,2500.00
NATIONAL PROPANE GAS ASSOCIATION,National Propane Gas Association PAC,Senator Amy Klobuchar,2025-02-18,5000.00
NATIONAL POTATO COUNCIL,NPC Potato PAC,Klobuchar for Minnesota,2025-03-04,2500.00
NATIONAL TURKEY FEDERATION,National Turkey Federation PAC,Amy Klobuchar,2025-03-18,5000.00
NATIONAL FOOTBALL LEAGUE,GridironPAC,Sen Amy Klobuchar,2025-03-13,5000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Sen. Amy Klobuchar,2025-06-02,500.00
NATIONAL ASSOCIATION OF WHEAT GROWERS,WheatPAC,Sen. Amy Klobuchar,2025-05-14,5000.00
MEDICAL DEVICE MANUFACTURERS ASSOCIATION,MDMA PAC,Amy Klobuchar,2025-06-06,5000.00
"FERRING PHARMACEUTICALS, INC.",,"The Honorable Rick Scott, The Honorable Amy Klobuchar, The Honorable Drew Ferguson, The Honorable Ruben Gallego",2025-04-15,65000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Amy Klobuchar,2025-03-18,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Amy Klobuchar,2025-03-12,5000.00
INTERNATIONAL DAIRY FOODS ASSOCIATION,International Dairy Foods Association (IDFA) PAC,Sen. Amy Klobuchar,2025-03-25,1000.00
AMERICAN SOYBEAN ASSOCIATION,American Soybean Association PAC (SoyPAC),Amy Klobuchar,2025-02-19,1000.00
AMERICAN SOYBEAN ASSOCIATION,American Soybean Association PAC (SoyPAC),Amy Klobuchar,2025-05-15,4000.00
AMERICAN BEVERAGE ASSOCIATION,American Beverage Association Political Action Committee,Sen. Amy Klobuchar and Rep. Tracey Mann,2025-05-20,15000.00
DIAGEO NORTH AMERICA,Diageo North America Inc. Employees Political Participation Committee,Senator Amy Klobuchar and Rep. John James,2025-06-03,5000.00
DIAGEO NORTH AMERICA,Diageo North America Inc. Employees Political Participation Committee,Senator Amy Klobuchar and Rep. John James,2025-06-03,3031.00
PACIFIC GAS AND ELECTRIC COMPANY,PG&E Corporation Employees EnergyPAC,Sen. Amy Klobuchar and Rep. John James,2025-06-23,5000.00
ENVIRONMENTAL DEFENSE ACTION FUND,Environmental Defense Action Fund PAC (EDAF PAC),AMY KLOBUCHAR,2025-02-10,5000.00
NATIONAL BEER WHOLESALERS ASSOCIATION,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,Sen Amy Klobuchar,2025-05-07,5000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Amy Klobuchar,2025-03-20,5000.00
ASSOCIATION OF EQUIPMENT MANUFACTURERS,ASSOCIATION OF EQUIPMENT MANUFACTURERS PAC,Sen Amy Klobuchar,2025-02-25,1000.00
"DISNEY WORLDWIDE SERVICES, INC.",TWDC Enterprises 18 Corp. Employees PAC aka 'The Walt Disney Company Employees PAC' or 'Disney PAC',Sen. Amy Klobuchar,2025-01-31,-1000.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Sen. Amy Klobuchar,2025-02-25,2500.00
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,PhRMA Better Government Committee,"Amy Klobuchar, John James",2025-05-06,10000.00
CHS INC.,,Amy Klobuchar,2025-06-24,1000.00
NATIONAL ALLIANCE OF FOREST OWNERS,National Alliance of Forest Owners Political Action Committee NAFO PAC,Sen Amy Klobuchar,2025-03-18,2500.00
GENERAL DYNAMICS CORP,General Dynamics Corporation Political Action Committee,Sen. Amy Klobuchar and Rep. John James,2025-04-08,25000.00
MICHIGAN FARM BUREAU,AgriPac,KLOBUCHAR FOR MINNESOTA,2025-01-02,1000.00
FARM CREDIT COUNCIL,The Farm Credit Council Political Action Committee,Sen Amy Klobuchar,2025-03-05,5000.00
FOOD MARKETPLACE INC.,Food Marketplace Inc. Political Action Committee FMI FoodPAC,Sen. Amy Klobuchar (D),2025-05-01,1000.00
NATIONAL COUNCIL OF FARMER COOPERATIVES,NATIONAL COUNCIL OF FARMER COOPERATIVES COOPPAC,AMY KLOBUCHAR VICTORY COMMITTEE,2025-05-14,1000.00
NATIONAL COUNCIL OF FARMER COOPERATIVES,NATIONAL COUNCIL OF FARMER COOPERATIVES COOPPAC,AMY KLOBUCHAR VICTORY COMMITTEE,2025-02-25,2500.00
INTERNATIONAL FRESH PRODUCE ASSOCIATION (FKA UNITED FRESH PRODUCE ASSOCIATION),International Fresh Produce Association FreshPAC,Amy Klobuchar,2025-06-04,1000.00
FARMERS EDUCATIONAL COOPERATIVE UNION OF AMERICA,NFUPAC,Klobuchar for Minnesota,2025-02-24,1000.00
CUNEO GILBERT & LADUCA,,Sen. Amy Klobuchar,2025-06-02,500.00
CUNEO GILBERT & LADUCA,,Sen. Amy Klobuchar,2025-03-10,1000.00
CUNEO GILBERT & LADUCA,,Amy Klobuchar,2025-06-02,125.00
CUNEO GILBERT & LADUCA,,Amy Klobuchar,2025-03-10,250.00
HUMANE WORLD ACTION FUND AND AFFILIATES (FORMERLY KNOWN AS HUMANE SOCIETY LEGISLATIVE FUND),Humane World Action Fund PAC,"Bob Casey, Susan Collins, Chris Coons, Catherine Cortez Masto, Tammy Duckworth, John Fetterman, Kristin Gillibrand, Maggie Hassan, John Hickenlooper, Mazie Hirono, Tim Kaine, Amy Klobuchar",2025-04-03,348.00
