organization,pacs,honoree,date,amount_usd
UTILITY WORKERS UNION OF AMERICA,UWUA Committee on Political Education,Rep. Bill Keating,2025-05-15,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Bill Keating,2025-06-24,5000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,BILL KEATING,2025-06-10,1000.00
"TAKEDA PHARMACEUTICALS AMERICA, INC.",TAKEDA PHARMACEUTICALS AMERICA INC. PAC (C00441733),Bill Keating MA-9 US House,2025-06-05,2500.00
JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A),John Hancock Life Insurance Company (USA) Federal PAC,Representative William R. Keating,2025-03-25,1000.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Keating, William",2025-04-24,2500.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Rep Bill Keating,2025-05-07,2500.00
INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,IUPAT Political Action Together Political Committee,"Keating, Bill",2025-05-22,1000.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,Bill Keating,2025-05-13,5000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,William Keating,2025-06-25,1000.00
"INT'L. ASSOCIATION OF BRIDGE, STRUCTURAL, ORNAMENTAL & REINFORCING IRON WORKERS",Iron Workers Political Action League; Ironworkers Political Education Fund,Rep. Bill Keating,2025-04-14,2500.00
"MORAN GLOBAL STRATEGIES, INC.",Virginia Leadership PAC,Hon. Bill Keating,2025-03-04,1000.00
DONOVAN STRATEGIES LLC,,Congressman Bill Keating,2025-03-05,500.00
"THE STRATEGY GROUP, INC.",,Bill Keating,2025-03-19,200.00
MCGUIREWOODS CONSULTING (A SUBSIDIARY OF MCGUIREWOODS LLP),,Congressman Bill Keating of Massachusetts,2025-03-13,100.00
LOCKHEED MARTIN CORPORATION,Lockheed Martin Employees' Political Action Committee,"Keating, Bill",2025-03-14,1000.00
RTX CORPORATION AND AFFILIATES,Employees of RTX Corporation PAC,"Keating, Bill",2025-06-19,1000.00
INTERNATIONAL UNION OF BRICKLAYERS & ALLIED CRAFTWORKERS,BACPAC,Congressman Bill Keating,2025-04-30,2500.00
AMAZON.COM SERVICES LLC,Amazon.com Services LLC Separate Segregated Fund (Amazon PAC),Rep. Bill Keating,2025-05-19,1000.00
ALIGNMENT GOVERNMENT STRATEGIES,,Bill Keating,2025-02-11,500.00
TRUIST FINANCIAL CORPORATION (FORMERLY KNOWN AS BB&T),Bank Policy Institute PAC; Structured Finance Coalition PAC,Bill Keating,2025-03-12,100.00
HUMANE WORLD ACTION FUND AND AFFILIATES (FORMERLY KNOWN AS HUMANE SOCIETY LEGISLATIVE FUND),Humane World Action Fund PAC,Bill Keating,2025-04-18,1000.00
HUMANE WORLD ACTION FUND AND AFFILIATES (FORMERLY KNOWN AS HUMANE SOCIETY LEGISLATIVE FUND),Humane World Action Fund PAC,"Adriano Espaillat, Brian Fitzpatrick, Lizzie Fletcher, Sylvia Garcia, Eleanor Holmes Norton, Val Hoyle, Jared Huffman, Sydney Kamlager-Dove, Bill Keating, Ro Khanna, Raja Krishnamoorthi, Ann Kuster",2025-04-03,348.00
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,FIREPAC,William Richard Keating,2025-04-03,2000.00
"AVANGRID, INC.",Avangrid PAC,Bill Keating,2025-02-28,5000.00
