organization,pacs,honoree,date,amount_usd
BUCHANAN INGERSOLL & ROONEY PC,Buchanan Ingersoll & Rooney PC Comm for Effective Government,Congressman Keith Self,2025-04-15,1000.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Rep Keith Self,2025-04-22,1000.00
AKIN GUMP STRAUSS HAUER & FELD,Texans for Lamar Smith,Keith Self,2025-05-15,1000.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Self, Keith",2025-06-25,1000.00
FLORIDA SUGAR CANE LEAGUE,Florida Sugar Cane League PAC,Congressman Keith Self,2025-06-19,1000.00
"CASSIDY & ASSOCIATES, INC.",,Keith Self,2025-05-19,500.00
"CASSIDY & ASSOCIATES, INC.",,Keith Self,2025-06-18,500.00
"CASSIDY & ASSOCIATES, INC.",,Keith Self,2025-02-27,500.00
NATIONAL COTTON COUNCIL,National Cotton Council Committee for the Advancement of Cotton,US Representative Keith Self,2025-06-19,2500.00
SOUTHWEST AIRLINES,Southwest Airlines Co. Political Action Committee,Rep. Keith Self (R-TX),2025-05-12,1000.00
DELL TECHNOLOGIES INC.,"Dell Technologies, Inc. Political Action Committee",Rep. Keith Self,2025-02-07,5000.00
USA RICE FEDERATION,USA Rice Federation PAC,Rep. Keith Self,2025-06-26,1000.00
"DOCUMENT STORAGE SYSTEMS, INC.",Document Storage Systems Inc DSS PAC,Rep Keith Self,2025-03-05,1000.00
CHEVRON U.S.A. INC.,Chevron Employees Political Action Committee - Chevron Corporation,Rep. Keith Self,2025-04-21,1000.00
RTX CORPORATION AND AFFILIATES,Employees of RTX Corporation PAC,"Self, Keith",2025-05-22,1000.00
FARM CREDIT COUNCIL,The Farm Credit Council Political Action Committee,Rep Keith Self,2025-06-25,1500.00
TEXAS CATTLE FEEDERS ASSOCIATION,Beef-PAC of Texas Cattle Feeders Association,KEITH SELF,2025-03-21,1000.00
NFIB (NATIONAL FEDERATION OF INDEPENDENT BUSINESS),National Federation of Independent Business Political Action Committee,Rep. Keith Self (TX-003-R),2025-05-14,1000.00
"ASSOCIATED BUILDERS AND CONTRACTORS, INC.",,Rep. Keith Self,2025-06-20,1000.00
SPACE EXPLORATION TECHNOLOGIES,Space Exploration Technologies Corp PAC,Rep Keith Self,2025-02-26,5000.00
SPACE EXPLORATION TECHNOLOGIES,Space Exploration Technologies Corp PAC,Rep Keith Self,2025-05-19,5000.00
HANCE SCARBOROUGH,,Rep. Keith Self,2025-04-09,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Road to Freedom,Keith Self,2025-04-22,1000.00
