organization,pacs,honoree,date,amount_usd
CAPITOL HILL CONSULTING GROUP,Daines Majority Fund; Joni Ernst for Senate; Thom Tillis Committee,Senator Joni Ernst,2025-03-24,500.00
FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),,Sen. Joni Ernst (R-IA),2025-04-29,1000.00
VENN STRATEGIES,,Joni Ernst for US Senate,2025-01-29,3300.00
"ADVANCED POLICY CONSULTING, LLC",,Sen. Joni Ernst,2025-03-29,500.00
THE O TEAM LLC,,U.S. Senator Joni Ernst,2025-03-30,1000.00
"BUNGE NORTH AMERICA, INC",BUNGE NORTH AMERICA INC POLITICAL ACTION COMMITTEE,Sen. Joni Ernst,2025-03-07,5000.00
"BUNGE NORTH AMERICA, INC",BUNGE NORTH AMERICA INC POLITICAL ACTION COMMITTEE,Sen. Joni Ernst,2025-03-11,2500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Sen. Joni Ernst,2025-06-12,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Joni Ernst,2025-06-30,250.00
"COINBASE, INC.","Coinbase, Inc. Innovation PAC",Sen. Joni Ernst,2025-06-25,2000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Joni Ernst,2025-06-12,500.00
ALLIANT ENERGY CORPORATION,ALLIANT ENERGY CORPORATION EMPLOYEE'S POLITICAL ACTION COMM,Senator Joni Ernst,2025-02-13,1000.00
MONUMENT ADVOCACY,,Sen. Joni Ernst,2025-03-28,500.00
NATIONAL CONFECTIONERS ASSOCIATION,National Confectioners Association of the United States Inc Political Action Committee Candy PAC,Sen Joni Ernst,2025-02-03,5000.00
COVINGTON & BURLING LLP,Covington and Burling LLP PAC,"The Honorable Joni Ernst, Lindsey Graham, Pete Ricketts, Mike Rounds, Dan Sullivan, Thom Tillis",2025-06-10,9000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Joni Ernst,2025-06-03,2500.00
THORN RUN PARTNERS,,Sen. Joni Ernst,2025-02-20,500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Joni Ernst,2025-05-30,3500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Joni Ernst,2025-05-30,1500.00
"THE CAPITAL GROUP COMPANIES, INC. AND ITS AFFILIATES",The Capital Group Companies Inc Political Action Committee,Sen Joni Ernst,2025-03-27,2500.00
NATIONAL PROPANE GAS ASSOCIATION,National Propane Gas Association PAC,Senator Joni Ernst,2025-03-25,5000.00
"JAZZ PHARMACEUTICALS, INC.","JAZZ PHARMACEUTICALS, INC. POLITICAL ACTION COMMITTEE",Rep. Joni Ernst,2025-05-29,1125.00
"TOMPKINS STRATEGIES, LLC",,Senator Joni Ernst (R-IA),2025-05-13,500.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Sen. Joni Ernst,2025-02-07,2000.00
ASSOCIATED GENERAL CONTRACTORS OF AMERICA,Associated General Contractors of America Political Action C,"Ernst, Joni",2025-06-24,2500.00
NATIONAL PORK PRODUCERS COUNCIL,National Pork Producers Council Pork PAC,Sen. Joni Ernst,2025-03-27,5000.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Sen. Joni Ernst (R),2025-06-16,5000.00
"ICEBREAKER STRATEGIES, LLC",,"Susan Collins, Lisa Murkowski, Deb Fischer, Joni Ernst & Shelley Moore Capito",2025-03-05,1000.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Sen Joni Ernst,2025-05-31,2500.00
"THE NICKLES GROUP, LLC",,U.S. Senator Joni Ernst,2025-04-28,2000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Ernst, Joni",2025-05-15,5000.00
"GEVO, INC.","GEVO, INC. POLITICAL ACTION COMMITTEE (GEVO PAC)",Sen. Joni Ernst,2025-05-30,2500.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Sen. Joni Ernst,2025-05-19,4000.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Sen. Joni Ernst,2025-04-14,5000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"S Moore Capito, S Collins, J Curtis, J Ernst, J Justice, R Marshall, M Mullin, T Sheehy, T Young, D Bacon, J Baird, T Balderson, A Barr, T Barrett, M Baumgartner, A Bean, C Bentz, S Bice, et al.",2025-02-05,5000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"S Capito, M Blackburn, V Foxx, C Tenney, E Stefanik, D Fischer, A Wagner, S Collins, J Ernst, A Radewagen, L Murkowski, S Biggs, J Fedorchak, C Maloy, L Lee, E Houchin, K Britt, J Kiggans, et al.",2025-03-25,5000.00
WESTERN ALLIANCE BANCORPORATION,WESTERN ALLIANCE BANCORPORATION POLITICAL ACTION COMMITTEE (WABPAC),Sen. Joni Ernst,2025-04-28,1000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Sen. Joni Ernst,2025-04-21,2500.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Sen. Joni Ernst,2025-03-04,1000.00
CONSTITUTION PARTNERS,,Senator Joni Ernst,2025-03-19,3500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Joni Ernst,2025-05-20,1000.00
AMERICAN ACADEMY OF PHYSICIAN ASSOCIATES,American Academy of Physician Associates PAC,Sen. Joni Ernst,2025-02-14,2000.00
"AVOQ, LLC",,Sen. Joni Ernst,2025-02-10,3300.00
WILMER CUTLER PICKERING HALE AND DORR LLP,,Joni Ernst,2025-06-12,500.00
THE CHERTOFF GROUP,,Sen. Joni Ernst,2025-03-31,175.00
THE CHERTOFF GROUP,,Sen. Joni Ernst,2025-03-31,25.00
NATIONAL FOOTBALL LEAGUE,GridironPAC,Sen Joni Ernst,2025-05-13,5000.00
"BAE SYSTEMS, INC.",BAE Systems Inc. Political Action Committee (BAE SYSTEMS USA PAC),Sen. Joni Ernst,2025-02-19,4000.00
"BAE SYSTEMS, INC.",BAE Systems Inc. Political Action Committee (BAE SYSTEMS USA PAC),Sen. Joni Ernst,2025-02-19,1000.00
POLARIS INDUSTRIES,Polaris Industries Political Participation Program,Sen Joni Ernst,2025-03-18,1000.00
POLARIS INDUSTRIES,Polaris Industries Political Participation Program,Sen Joni Ernst,2025-03-18,1500.00
AMERICAN COUNCIL OF LIFE INSURERS,American Council of Life Insurers PAC,"Ernst, Joni",2025-04-23,4500.00
AMERICAN COUNCIL OF LIFE INSURERS,American Council of Life Insurers PAC,"Ernst, Joni",2025-01-31,500.00
AMERICAN COUNCIL OF LIFE INSURERS,American Council of Life Insurers PAC,"Ernst, Joni",2025-01-31,1500.00
CROSS POTOMAC CONSULTING LLC,National Shooting Sports Foundation,Joni Ernst,2025-03-20,2500.00
"QUALCOMM, INCORPORATED",Qualcomm Incorporated P.A.C.,Joni Ernst,2025-01-30,5000.00
KPMG LLP,KPMG Partners/Principals and Employees PAC,Sen. Joni Ernst,2025-04-08,2500.00
"INNOVATIVE POLICY, PLLC",,Sen. Joni Ernst (R-IA),2025-01-22,500.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Ernst, Joni",2025-01-27,2500.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Ernst, Joni",2025-01-27,5000.00
PHILLIPS 66,Phillips 66 PAC,Sen Joni Ernst,2025-04-22,1000.00
"CITIGROUP WASHINGTON, INC.",Citigroup Inc. PAC - Federal (Citi PAC - Federal),"U.S. senators Joni Ernst, Todd Young, Roger Marshall, Susan Collins, Tim Sheehy, John Curtis, Jim Justice and Shelley Moore Capito.",2025-01-14,50000.00
"MOLINA HEALTHCARE, INC.",Molina PAC,JoniErnst,2025-05-28,2500.00
MCDONALD'S CORPORATION,McDonald's Corporation Political Action Commitee,"Ernst, Joni",2025-06-17,2500.00
ARGENTUM,Argentums Silver PAC,Sen Joni Ernst,2025-05-02,2000.00
FLORIDA SUGAR CANE LEAGUE,Florida Sugar Cane League PAC,Senator Joni Ernst,2025-03-21,2000.00
REGIONS FINANCIAL CORP,Regions Financial Corporation Political Action Committee,Sen Joni Ernst,2025-03-17,2000.00
PITNEY BOWES INC.,Pitney Bowes Inc. Political Action Committee,Joni Ernst,2025-03-04,1500.00
INDEPENDENT COMMUNITY BANKERS OF AMERICA,ICBA PAC,"Ernst, Joni",2025-04-03,1500.00
"LEONARDO DRS, INC.",Leonardo DRS PAC,Joni Ernst,2025-06-10,1500.00
NATIONAL COTTON COUNCIL,National Cotton Council Committee for the Advancement of Cotton,US Senator Joni Ernst,2025-04-07,3500.00
NORFOLK SOUTHERN CORPORATION,Norfolk Southern Corporation Good Government Fund,Joni Ernst,2025-06-24,5000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Joni Ernst,2025-02-07,2000.00
"WILLIAMS AND JENSEN, PLLC",,Joni Ernst,2025-05-28,250.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Joni Ernst,2025-06-18,5000.00
THE COMPLETE AGENCY,,Joni Ernst,2025-06-26,1000.00
