organization,pacs,honoree,date,amount_usd
"RAPISCAN SYSTEMS, INC.",OSI SYSTEMS INC PAC OSI PAC,Rep Mario Diaz-Balart,2025-02-21,5000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Diaz-Balart, Mario",2025-03-20,2000.00
THORSEN FRENCH ADVOCACY LLC,,U.S. Representative Mario Diaz-Balart,2025-03-31,2500.00
COVINGTON & BURLING LLP,Covington and Burling LLP PAC,The Honorable Mario Diaz-Balart,2025-06-10,1000.00
AAR CORP.,,Rep. Mario Diaz-Balart,2025-03-26,1000.00
AAR CORP.,AAR CORP. PAC,Rep. Mario Diaz-Balart,2025-03-19,10000.00
AAR CORP.,AAR CORP. PAC,Rep. Mario Diaz-Balart,2025-03-19,5000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Mario Diaz-Balart Caballero,2025-03-04,2500.00
ASSOCIATED GENERAL CONTRACTORS OF AMERICA,Associated General Contractors of America Political Action C,"Diaz-Balart, Mario",2025-06-24,2500.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. Mario Diaz-Balart Caballero (R),2025-04-15,1000.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. Mario Diaz-Balart Caballero (R),2025-06-16,1000.00
"MEHLMAN CONSULTING, INC.",,Rep. Mario Diaz-Balart,2025-04-01,1500.00
"ICEBREAKER STRATEGIES, LLC",,Mario Diaz-Balart,2025-03-25,7000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"M Amodei, D Bacon, T Balderson, M Baumgartner, C Bentz, M Bost, R Bresnahan, K Calvert, B Carter, J Ciscomani, M Diaz-Balart, C Edwards, G Evans, J Fedorchak, B Fitzpatrick, A Garbarino, et al.",2025-02-05,5000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"M Diaz-Balart, T Gonzales, J Ciscomani, M De La Cruz, G Evans, C Gimenez, N Malliotakis, B Mast, M Salazar, D Valadao",2025-02-05,5000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Mario Diaz-Balart Caballero,2025-03-04,1000.00
A1.9 STRATEGIES LLC,,Rep. Mario Diaz-Balart of Florida,2025-01-24,3300.00
"ALPINE GROUP PARTNERS, LLC.",Walden for Congress,Hon. Mario Diaz-Balart,2025-03-25,1000.00
BRODY GROUP L.L.C. PUBLIC AFFAIRS,,Congressman Diaz-Balart,2025-04-29,1000.00
LIZ WILLIAMS AND COMPANY,,Mario Diaz-Balart,2025-03-17,2000.00
"THE CORMAC GROUP, LLC",,Congressman Mario Diaz-Balart,2025-04-10,1000.00
JOHN J. FASO CONSULTING LLC,,Rep. Mario Diaz-Balart,2025-03-28,500.00
"THE CORMAC GROUP, LLC",,Congressman Mario Diaz-Balart,2025-01-23,2000.00
SAILDRONE INC.,SAILDRONE INC. POLITICAL ACTION COMMITTEE (SAILPAC),"DIAZ-BALART, MARIO",2025-02-27,2500.00
CROSS POTOMAC CONSULTING LLC,National Shooting Sports Foundation,Mario Diaz-Balart,2025-01-05,1500.00
CROSS POTOMAC CONSULTING LLC,National Shooting Sports Foundation,Mario Diaz-Balart,2025-02-21,2000.00
CROSS POTOMAC CONSULTING LLC,National Shooting Sports Foundation,Mario Diaz-Balart,2025-05-01,500.00
CROSS POTOMAC CONSULTING LLC,National Shooting Sports Foundation,Mario Diaz-Balart,2025-06-28,1000.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Diaz-Balart, Mario",2025-06-25,3000.00
"SAAB, INC. (FKA SAAB DEFENSE AND SECURITY USA LLC)","Saab, Inc. Employees Political Action Committee",Representative Mario Diaz-Balart,2025-06-27,1250.00
"LEONARDO DRS, INC.",Leonardo DRS PAC,Mario Diaz-Balart,2025-01-14,2500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Mario Diaz-Balart,2025-04-07,2500.00
SOUTHWEST AIRLINES,Southwest Airlines Co. Political Action Committee,"Rep. Mario Diaz-Balart (R-FL), Chair",2025-03-28,5000.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Mario Diaz-Balart,2025-03-18,5000.00
ATLAS CROSSING LLC,,U.S. Representative Mario Diaz-Balart,2025-02-13,1000.00
