organization,pacs,honoree,date,amount_usd
"CARPI & CLAY, INC",,Representative Laura Gillen,2025-04-07,250.00
"TORREY ADVISORY GROUP (FORMERLY MICHAEL TORREY ASSOCIATES, LLC)",,Rep. Laura Gillen,2025-04-11,250.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Laura Gillen,2025-05-20,1000.00
VENN STRATEGIES,ESCA PAC,Laura Gillen,2025-02-24,250.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,HON. LAURA GILLEN,2025-03-28,250.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,Gillen for NY,2025-06-12,2500.00
VENN STRATEGIES,,Congresswoman Laura Gillen,2025-03-31,250.00
MILLER & CHEVALIER CHARTERED,,Laura Gillen,2025-03-22,3500.00
MILLER & CHEVALIER CHARTERED,,Laura Gillen,2025-06-23,1000.00
APOLLO GOVERNMENT RELATIONS,,Rep. Laura Gillen,2025-06-23,500.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Rep Laura A Gillen,2025-06-27,5000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Laura Gillen,2025-06-17,1000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"Gillen, Laura",2025-04-29,5000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,LAURA GILLEN,2025-05-06,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Laura Gillen,2025-01-21,2500.00
"COINBASE, INC.",,Laura Gillen,2025-05-20,500.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Laura Gillen,2025-03-27,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Laura Gillen,2025-06-30,500.00
FORBES-TATE,,Laura Gillen,2025-06-26,500.00
NCTA - THE INTERNET & TELEVISION ASSOCIATION,,Rep. Laura Gillen,2025-06-30,500.00
DISCOVER FINANCIAL SERVICES,Discover Financial Services Political Action Committee,Laura Gillen,2025-04-01,1000.00
KPMG LLP,KPMG Partners/Principals and Employees PAC,Rep. Laura Gillen,2025-03-24,2500.00
GUARDIAN LIFE INSURANCE COMPANY OF AMERICA,The Guardian Life Insurance Company of America Political Action Committee Federal Guardian Life P,Rep Laura A Gillen,2025-06-24,2000.00
GUARDIAN LIFE INSURANCE COMPANY OF AMERICA,The Guardian Life Insurance Company of America Political Action Committee Federal Guardian Life P,Rep Laura A Gillen,2025-06-26,2000.00
