organization,pacs,honoree,date,amount_usd
"K&L GATES, LLP",K&L Gates PAC,Congressman Scott Fitzgerald,2025-04-29,1000.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Rep. Scott Fitzgerald,2025-06-25,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Fitzgerald, Scott",2025-03-04,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Fitzgerald, Scott",2025-06-16,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Fitzgerald, Scott",2025-05-29,2500.00
CHRIS KATOPIS,,The Hon. Scott Fitzgerald,2025-03-26,500.00
THORSEN FRENCH ADVOCACY LLC,,U.S. Representative Scott Fitzgerald,2025-01-08,3300.00
HARTFORD INSURANCE GROUP (FKA HARTFORD FINANCIAL SERVICES GROUP),The Hartford Insurance Group Inc Federal PAC AKA HARTFORD ADVOCATES FEDERAL FUND; The Hartford Insurance Group Inc PAC AKA THE HARTFORD ADVOCATES FUND,Rep Scott Fitzgerald,2025-05-28,1000.00
INVARIANT LLC,,Congressman Scott Fitzgerald,2025-06-24,500.00
"BOCKORNY GROUP, INC.",,Scott Fitzgerald,2025-03-20,500.00
HB STRATEGIES,,Rep. Scott Fitzgerald,2025-03-10,500.00
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,NTCA Rural Broadband PAC,"Fitzgerald, Scott",2025-06-18,1000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Scott Fitzgerald,2025-02-10,5000.00
FINANCIAL SERVICES FORUM,Financial Services Forum PAC,Scott Fitzgerald,2025-03-27,1000.00
"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)",,Scott Fitzgerald,2025-06-24,500.00
ROCKET LP FKA RKT HOLDINGS,Rocket PAC,Representative Scott Fitzgerald,2025-06-24,2500.00
"THE TRAVELERS COS., INC. AND SUBSIDIARIES","The Travelers Companies, Inc. Political Action Committee (T-PAC)",Scott Fitzgerald,2025-04-01,3500.00
EXIGENT GOVERNMENT RELATIONS,,Representative Scott Fitzgerald,2025-06-03,500.00
INTERNATIONAL TRADEMARK ASSOCIATION,INTA PAC,U.S. Representative Scott Fitzgerald,2025-05-09,2500.00
TRANS UNION LLC,TRANSUNION POLITICAL ACTION COMMITTEE (TU PAC),Rep. Scott Fitzgerald,2025-02-21,5000.00
TRANS UNION LLC,TRANSUNION POLITICAL ACTION COMMITTEE (TU PAC),Rep. Scott Fitzgerald,2025-06-11,1000.00
ACG ADVOCACY,,U.S. Representative Scott Fitzgerald,2025-01-13,521.15
ACG ADVOCACY,,U.S. Representative Scott Fitzgerald,2025-03-19,1000.00
ACG ADVOCACY,,U.S. Representative Scott Fitzgerald,2025-05-06,1500.00
"PROSPERING SOLUTIONS, LLC FKA JOHN C. SNYDER III",,Scott Fitzgerald,2025-03-20,500.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Fitzgerald, Scott",2025-03-26,2500.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Scott Fitzgerald,2025-02-28,5000.00
WESTERN ALLIANCE BANCORPORATION,WESTERN ALLIANCE BANCORPORATION POLITICAL ACTION COMMITTEE (WABPAC),Rep. Scott Fitzgerald,2025-06-20,1000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,SCOTT FITZGERALD,2025-04-08,1000.00
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,State Farm Mutual Automobile Insurance Company Federal Political Action Committee (State Farm Federal PAC),Rep. Scott Fitzgerald,2025-03-06,2500.00
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,State Farm Mutual Automobile Insurance Company Federal Political Action Committee (State Farm Federal PAC),Rep. Scott Fitzgerald,2025-01-20,2500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Scott Fitzgerald,2025-02-03,1000.00
MORGAN STANLEY & CO. LLC,Morgan Stanley Political Action Committee,Rep. Scott Fitzgerald,2025-03-13,2000.00
"TD BANK, NA",TD Bank N.A. Political Action Committee,Scott Fitzgerald,2025-05-28,2000.00
NATIONAL FOOTBALL LEAGUE,GridironPAC,Rep Scott Fitzgerald,2025-06-25,2000.00
DISCOVER FINANCIAL SERVICES,Discover Financial Services Political Action Committee,Rep. Scott Fitzgerald Leadership PAC,2025-02-25,5000.00
DISCOVER FINANCIAL SERVICES,Discover Financial Services Political Action Committee,Scott Fitzgerald,2025-01-28,1000.00
