organization,pacs,honoree,date,amount_usd
AMERICAN CHIROPRACTIC ASSOCIATION,American Chiropractic Association PAC,Rep. Nick Langworthy,2025-03-11,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Langworthy, Nick",2025-05-01,2000.00
OGR,,The Honorable Nick Langworthy,2025-06-10,500.00
PENN AVENUE PARTNERS,,U.S. Representative Nick Langworthy,2025-06-17,1500.00
"MEHLMAN CONSULTING, INC.",,Nick Langworthy,2025-03-03,500.00
"MEHLMAN CONSULTING, INC.",,Nick Langworthy,2025-06-26,500.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Nicholas Langworthy,2025-06-19,1000.00
ASTRAZENECA PHARMACEUTICALS LP,ALEXION PHARMACEUTICALS INC PAC; Zeneca Inc Political Action Committee AZPAC,Rep Nick Langworthy,2025-03-25,1000.00
NATIONAL RURAL LETTER CARRIERS' ASSOCIATION,,Nicholas Langworthy,2025-06-04,2500.00
PFIZER INC.,Pfizer Inc. PAC,Rep. Nick Langworthy,2025-06-23,2500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Nick Langworthy,2025-04-11,2500.00
NATIONAL PROPANE GAS ASSOCIATION,National Propane Gas Association PAC,Rep. Nick Langworthy,2025-01-22,5000.00
HEINEKEN USA,HEINEKEN USA INC GOOD GOVERNMENT FUND,Rep Nick Langworthy,2025-06-24,1000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Nick Langworthy,2025-06-30,1000.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Rep Nick Langworthy,2025-06-27,5000.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Rep. Nick Langworthy,2025-05-19,1000.00
"JIM MASSIE & PARTNERS, LLC",,Rep. Nick Langworthy,2025-03-31,250.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Nick Langworthy,2025-06-30,1000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Nick Langworthy,2025-03-18,1000.00
FARRAGUT PARTNERS LLP,Thoroughbred Pac,"LANGWORTHY, NICK",2025-03-10,3000.00
ACG ADVOCACY,,U.S. Representative Nick Langworthy,2025-03-28,500.00
ACG ADVOCACY,,U.S. Representative Nick Langworthy,2025-03-31,500.00
"W STRATEGIES, LLC",,U.S. Representative Nick Langworthy,2025-03-18,3500.00
"W STRATEGIES, LLC",,U.S. Representative Nick Langworthy,2025-06-10,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Nick Langworthy,2025-06-24,1000.00
