organization,pacs,honoree,date,amount_usd
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Madeleine Dean Cunnane,2025-05-20,1000.00
"K&L GATES, LLP",K&L Gates PAC,Congresswoman Madeleine Dean,2025-06-06,1000.00
THORSEN FRENCH ADVOCACY LLC,,U.S. Representative Madeleine Dean,2025-05-06,500.00
DUANE MORRIS LLP,Duane Morris Government Committee,Madeleine Dean,2025-05-20,2000.00
FMR LLC,,Rep. Madeleine Dean,2025-02-17,3500.00
COVINGTON & BURLING LLP,Covington and Burling LLP PAC,The Honorable Madeline Dean,2025-06-10,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Madeleine Dean,2025-03-03,5000.00
PFIZER INC.,Pfizer Inc. PAC,Rep. Madeleine Dean Cunnane,2025-05-30,1000.00
ROCKET LP FKA RKT HOLDINGS,Rocket PAC,Representative Madeleine Dean,2025-06-04,1000.00
INVARIANT LLC,,Rep. Madeleine Dean,2025-06-24,250.00
"IHEARTMEDIA, INC.","iHeartMedia, Inc. PAC",Madeleine Dean,2025-03-24,1000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Madeleine Dean Cunnane,2025-03-12,2500.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Madeleine Dean Cunnane,2025-06-27,2500.00
THE ROOSEVELT GROUP,,Rep. Madeleine Dean,2025-05-29,1000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Dean, Madeleine",2025-03-18,1000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Dean, Madeleine",2025-06-24,2500.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Madeleine Dean,2025-06-02,1000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"Dean, Madeleine",2025-04-22,2500.00
"RESTON STRATEGY GROUP, LLC",,Madeleine Dean,2025-05-14,500.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Madeleine Dean Cunnane,2025-03-04,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Madeleine Dean,2025-03-03,5000.00
