organization,pacs,honoree,date,amount_usd
DUANE MORRIS LLP,Duane Morris Government Committee,Cory Booker,2025-04-17,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Cory Booker,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Cory Booker,2025-06-01,2500.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Sen Cory Booker,2025-04-29,5000.00
"JAY B. LEVIN, LEVIN,PAOLINO & CHRIST GOVENMENT REALTIONS CONSULTING",,Cory Booker,2025-04-03,18.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Cory A Booker,2025-03-27,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Sen. Cory Booker,2025-03-26,500.00
TREMONT STRATEGIES GROUP LLC (F/K/A ADS VENTURES),,Sen. Cory Booker,2025-04-01,100.00
WINNING STRATEGIES WASHINGTON,Winning Strategies Washington PAC,Senator Cory Booker,2025-04-15,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",150 PAC,Sen. Cory Booker,2025-03-24,500.00
MICROSOFT CORPORATION,,Cory Booker,2025-03-12,1000.00
DLA PIPER LLP (US),DLA Piper PAC,"Senators Cory Booker and Todd Young, Reps. Ed Case and Young Kim",2025-05-20,8000.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Booker, Cory",2025-06-04,5000.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Sen Cory Booker,2025-03-25,5000.00
THE COUNCIL OF INSURANCE AGENTS AND BROKERS,Council Of Insurance Agents & Brokers PAC,Booker Victory Fund,2025-03-11,1000.00
AMERICAN FEDERATION OF TEACHERS,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION (AFTCOPE)",Senator Cory Booker,2025-06-03,5000.00
"AMGEN, INC.",,Corey Booker,2025-06-23,250.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Cory Booker,2025-03-20,2000.00
BRYAN CAVE LEIGHTON PAISNER LLP,Bryan Cave LLP Political Action Committee,Cory Booker,2025-06-27,1000.00
"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC",Wine & Spirits Wholesalers of America PAC,Cory Booker For Senate,2025-06-03,2500.00
ALCALDE & FAY,,Senator Cory Booker,2025-04-02,100.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Sen. Cory Booker,2025-06-27,5000.00
"BUILDING AND CONSTRUCTION TRADES DEPT., AFL-CIO",North America's Building Political Educational Fund,Cory Booker,2025-03-11,1500.00
AMERICAN BIRD CONSERVANCY,,Cory Booker,2025-04-04,100.00
I STREET ADVOCATES,,Senator Cory Booker,2025-03-26,1500.00
ASSOCIATION OF AMERICAN MEDICAL COLLEGES,CBC,Cory Booker,2025-04-01,5.00
ASSOCIATION OF AMERICAN MEDICAL COLLEGES,CBC,Cory Booker,2025-04-01,125.04
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Senator Cory Booker,2025-06-30,1000.00
CONSTANTINOPLE & VALLONE CONSULTING LLC,,Corey Booker,2025-03-03,1000.00
AKIN GUMP STRAUSS HAUER & FELD,AKIN GUMP STRAUSS HAUER & FELD LLP CIVIC ACTION COMMITTEE (AKA AKIN GUMP PAC),"Booker, Corey; Young, Todd; Case, Ed; Kim, Young",2025-04-10,8000.00
INTERNATIONAL UNION OF BRICKLAYERS & ALLIED CRAFTWORKERS,BACPAC,Senator Cory Booker,2025-04-24,5000.00
CUNEO GILBERT & LADUCA,,Sen. Cory Booker,2025-03-26,1000.00
CUNEO GILBERT & LADUCA,,Cory Booker,2025-03-26,250.00
HUMANE WORLD ACTION FUND AND AFFILIATES (FORMERLY KNOWN AS HUMANE SOCIETY LEGISLATIVE FUND),Humane World Action Fund PAC,"Mary Gay Scanlon, Jan Schakowsky, Adam Schiff, Melanie Stansbury, Greg Stanton, Dina Titus, Paul Tonko, Nikema Williams, Richard Blumenthal, Cory Booker, Laphonza Butler, Maria Cantwell",2025-04-03,348.00
"TIM YEHL, LLC",,Sen. Cory Booker,2025-03-25,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,The Honorable Cory Booker,2025-06-30,1000.00
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,FIREPAC,Cory A. Booker,2025-06-11,5000.00
"KOUNTOUPES DENHAM CARR & REID, LLC",,Cory Booker,2025-03-31,1000.00
DOCTORS HOSPITAL AT RENAISSANCE,Border Health PAC,Cory Booker,2025-04-03,110.00
"DAVIDOFF HUTCHER & CITRON, LLP",,Senator Corey Booker,2025-04-01,110.00
