county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Clay,not available,President,,Democrat,Marianne Williamson,0,2,0,0
Clay,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Clay,not available,President,,Republican,Chris Christie,0,1,0,0
Clay,not available,President,,Republican,David Stuckenberg,0,0,0,0
Clay,not available,President,,Republican,Donald J. Trump,54,93,1,0
Clay,not available,President,,Republican,Doug Burgum,0,0,0,0
Clay,not available,President,,Republican,Nikki Haley,2,6,0,0
Clay,not available,President,,Republican,Perry Johnson,0,0,0,0
Clay,not available,President,,Republican,Ron DeSantis,1,2,0,0
Clay,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Clay,not available,President,,Republican,Tim Scott,0,1,0,0
Clay,not available,President,,Republican,Vivek Ramaswamy,1,0,0,0
Clayton,not available,President,,Democrat,Dean Phillips,67,125,2,0
Clayton,not available,President,,Democrat,"Joseph R. Biden, Jr.",4522,7495,184,4
Clayton,not available,President,,Democrat,Marianne Williamson,109,170,0,1
Clayton,not available,President,,Republican,Asa Hutchinson,0,5,0,0
Clayton,not available,President,,Republican,Chris Christie,4,7,1,0
Clayton,not available,President,,Republican,David Stuckenberg,1,2,0,0
Clayton,not available,President,,Republican,Donald J. Trump,1040,1246,35,1
Clayton,not available,President,,Republican,Doug Burgum,0,5,0,0
Clayton,not available,President,,Republican,Nikki Haley,68,242,16,0
Clayton,not available,President,,Republican,Perry Johnson,0,2,0,0
Clayton,not available,President,,Republican,Ron DeSantis,11,20,0,0
Clayton,not available,President,,Republican,Ryan L. Binkley,3,3,0,0
Clayton,not available,President,,Republican,Tim Scott,1,10,0,0
Clayton,not available,President,,Republican,Vivek Ramaswamy,4,6,0,0
Clinch,not available,President,,Democrat,Dean Phillips,6,4,0,0
Clinch,not available,President,,Democrat,"Joseph R. Biden, Jr.",72,70,6,0
Clinch,not available,President,,Democrat,Marianne Williamson,6,4,0,0
Clinch,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Clinch,not available,President,,Republican,Chris Christie,0,1,0,0
Clinch,not available,President,,Republican,David Stuckenberg,0,0,0,0
Clinch,not available,President,,Republican,Donald J. Trump,254,188,6,0
Clinch,not available,President,,Republican,Doug Burgum,1,0,0,0
Clinch,not available,President,,Republican,Nikki Haley,6,10,0,0
Clinch,not available,President,,Republican,Perry Johnson,2,0,0,0
Clinch,not available,President,,Republican,Ron DeSantis,5,3,0,0
Clinch,not available,President,,Republican,Ryan L. Binkley,1,0,0,0
Clinch,not available,President,,Republican,Tim Scott,1,0,0,0
Clinch,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
Cobb,not available,President,,Democrat,Dean Phillips,233,196,20,1
Cobb,not available,President,,Democrat,"Joseph R. Biden, Jr.",11206,9941,1052,65
Cobb,not available,President,,Democrat,Marianne Williamson,451,318,10,4
Cobb,not available,President,,Republican,Asa Hutchinson,24,16,2,0
Cobb,not available,President,,Republican,Chris Christie,142,102,14,1
Cobb,not available,President,,Republican,David Stuckenberg,19,4,2,0
Cobb,not available,President,,Republican,Donald J. Trump,15947,12651,872,46
Cobb,not available,President,,Republican,Doug Burgum,10,7,1,0
Cobb,not available,President,,Republican,Nikki Haley,2611,5837,631,13
Cobb,not available,President,,Republican,Perry Johnson,4,2,0,0
Cobb,not available,President,,Republican,Ron DeSantis,396,269,18,1
Cobb,not available,President,,Republican,Ryan L. Binkley,23,13,1,0
Cobb,not available,President,,Republican,Tim Scott,91,49,5,0
Cobb,not available,President,,Republican,Vivek Ramaswamy,75,41,7,0
Coffee,not available,President,,Democrat,Dean Phillips,7,9,0,0
Coffee,not available,President,,Democrat,"Joseph R. Biden, Jr.",223,220,12,2
Coffee,not available,President,,Democrat,Marianne Williamson,7,6,0,0
Coffee,not available,President,,Republican,Asa Hutchinson,1,0,0,0
Coffee,not available,President,,Republican,Chris Christie,2,1,0,0
Coffee,not available,President,,Republican,David Stuckenberg,0,0,0,0
Coffee,not available,President,,Republican,Donald J. Trump,1265,667,12,2
Coffee,not available,President,,Republican,Doug Burgum,0,0,0,0
Coffee,not available,President,,Republican,Nikki Haley,22,45,0,0
Coffee,not available,President,,Republican,Perry Johnson,1,0,0,0
Coffee,not available,President,,Republican,Ron DeSantis,7,7,0,0
Coffee,not available,President,,Republican,Ryan L. Binkley,0,1,0,0
Coffee,not available,President,,Republican,Tim Scott,1,4,0,0
Coffee,not available,President,,Republican,Vivek Ramaswamy,1,0,0,0
Colquitt,not available,President,,Democrat,Dean Phillips,3,4,0,0
Colquitt,not available,President,,Democrat,"Joseph R. Biden, Jr.",215,206,32,0
Colquitt,not available,President,,Democrat,Marianne Williamson,3,12,1,0
Colquitt,not available,President,,Republican,Asa Hutchinson,1,0,0,0
Colquitt,not available,President,,Republican,Chris Christie,3,1,0,0
Colquitt,not available,President,,Republican,David Stuckenberg,4,1,0,0
Colquitt,not available,President,,Republican,Donald J. Trump,1786,1075,46,0
Colquitt,not available,President,,Republican,Doug Burgum,0,0,0,0
Colquitt,not available,President,,Republican,Nikki Haley,40,96,5,0
Colquitt,not available,President,,Republican,Perry Johnson,0,0,0,0
Colquitt,not available,President,,Republican,Ron DeSantis,19,15,0,0
Colquitt,not available,President,,Republican,Ryan L. Binkley,1,0,0,0
Colquitt,not available,President,,Republican,Tim Scott,4,2,0,0
Colquitt,not available,President,,Republican,Vivek Ramaswamy,1,0,0,0
Columbia,not available,President,,Democrat,Dean Phillips,46,18,5,0
Columbia,not available,President,,Democrat,"Joseph R. Biden, Jr.",1535,868,145,1
Columbia,not available,President,,Democrat,Marianne Williamson,64,35,7,0
Columbia,not available,President,,Republican,Asa Hutchinson,7,1,0,0
Columbia,not available,President,,Republican,Chris Christie,20,6,4,0
Columbia,not available,President,,Republican,David Stuckenberg,5,0,0,0
Columbia,not available,President,,Republican,Donald J. Trump,7525,3630,200,9
Columbia,not available,President,,Republican,Doug Burgum,3,2,1,0
Columbia,not available,President,,Republican,Nikki Haley,654,977,126,1
Columbia,not available,President,,Republican,Perry Johnson,3,2,0,0
Columbia,not available,President,,Republican,Ron DeSantis,126,48,5,0
Columbia,not available,President,,Republican,Ryan L. Binkley,4,5,0,0
Columbia,not available,President,,Republican,Tim Scott,29,4,0,0
Columbia,not available,President,,Republican,Vivek Ramaswamy,31,9,0,0
Cook,not available,President,,Democrat,Dean Phillips,2,1,1,0
Cook,not available,President,,Democrat,"Joseph R. Biden, Jr.",140,98,20,0
Cook,not available,President,,Democrat,Marianne Williamson,5,2,1,0
Cook,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Cook,not available,President,,Republican,Chris Christie,0,1,0,0
Cook,not available,President,,Republican,David Stuckenberg,0,0,0,0
Cook,not available,President,,Republican,Donald J. Trump,552,500,20,0
Cook,not available,President,,Republican,Doug Burgum,0,1,0,0
Cook,not available,President,,Republican,Nikki Haley,6,40,3,0
Cook,not available,President,,Republican,Perry Johnson,0,0,0,0
Cook,not available,President,,Republican,Ron DeSantis,8,6,2,0
Cook,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Cook,not available,President,,Republican,Tim Scott,1,0,0,0
Cook,not available,President,,Republican,Vivek Ramaswamy,1,1,0,0
Coweta,not available,President,,Democrat,Dean Phillips,26,26,2,0
Coweta,not available,President,,Democrat,"Joseph R. Biden, Jr.",1100,1188,152,0
Coweta,not available,President,,Democrat,Marianne Williamson,46,25,0,0
Coweta,not available,President,,Republican,Asa Hutchinson,4,2,0,0
Coweta,not available,President,,Republican,Chris Christie,19,9,2,0
Coweta,not available,President,,Republican,David Stuckenberg,2,1,0,0
Coweta,not available,President,,Republican,Donald J. Trump,5550,3934,224,1
Coweta,not available,President,,Republican,Doug Burgum,1,3,1,0
Coweta,not available,President,,Republican,Nikki Haley,338,870,66,0
Coweta,not available,President,,Republican,Perry Johnson,2,0,0,0
Coweta,not available,President,,Republican,Ron DeSantis,104,86,1,0
Coweta,not available,President,,Republican,Ryan L. Binkley,2,4,0,0
Coweta,not available,President,,Republican,Tim Scott,14,11,1,0
Coweta,not available,President,,Republican,Vivek Ramaswamy,23,12,1,0
Crawford,not available,President,,Democrat,Dean Phillips,6,3,0,0
Crawford,not available,President,,Democrat,"Joseph R. Biden, Jr.",80,112,8,0
Crawford,not available,President,,Democrat,Marianne Williamson,4,6,1,0
Crawford,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Crawford,not available,President,,Republican,Chris Christie,0,2,0,0
Crawford,not available,President,,Republican,David Stuckenberg,0,0,0,0
Crawford,not available,President,,Republican,Donald J. Trump,591,473,9,3
Crawford,not available,President,,Republican,Doug Burgum,0,0,0,0
Crawford,not available,President,,Republican,Nikki Haley,6,42,4,0
Crawford,not available,President,,Republican,Perry Johnson,0,0,0,0
Crawford,not available,President,,Republican,Ron DeSantis,11,1,0,0
Crawford,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Crawford,not available,President,,Republican,Tim Scott,1,0,0,0
Crawford,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
Crisp,not available,President,,Democrat,Dean Phillips,2,1,1,0
Crisp,not available,President,,Democrat,"Joseph R. Biden, Jr.",132,82,30,0
Crisp,not available,President,,Democrat,Marianne Williamson,5,2,0,0
Crisp,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Crisp,not available,President,,Republican,Chris Christie,0,0,0,0
Crisp,not available,President,,Republican,David Stuckenberg,0,0,0,0
Crisp,not available,President,,Republican,Donald J. Trump,621,432,50,0
Crisp,not available,President,,Republican,Doug Burgum,0,0,0,0
Crisp,not available,President,,Republican,Nikki Haley,17,47,13,0
Crisp,not available,President,,Republican,Perry Johnson,0,0,0,0
Crisp,not available,President,,Republican,Ron DeSantis,9,11,0,0
Crisp,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Crisp,not available,President,,Republican,Tim Scott,1,1,0,0
Crisp,not available,President,,Republican,Vivek Ramaswamy,1,0,0,0
Dade,not available,President,,Democrat,Dean Phillips,1,2,1,0
Dade,not available,President,,Democrat,"Joseph R. Biden, Jr.",87,75,12,0
Dade,not available,President,,Democrat,Marianne Williamson,8,6,1,0
Dade,not available,President,,Republican,Asa Hutchinson,0,2,0,0
Dade,not available,President,,Republican,Chris Christie,5,0,0,0
Dade,not available,President,,Republican,David Stuckenberg,0,2,0,0
Dade,not available,President,,Republican,Donald J. Trump,938,597,9,1
Dade,not available,President,,Republican,Doug Burgum,0,0,0,0
Dade,not available,President,,Republican,Nikki Haley,60,98,4,0
Dade,not available,President,,Republican,Perry Johnson,1,0,0,0
Dade,not available,President,,Republican,Ron DeSantis,10,11,0,0
Dade,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Dade,not available,President,,Republican,Tim Scott,2,2,0,0
Dade,not available,President,,Republican,Vivek Ramaswamy,1,3,0,0
Dawson,not available,President,,Democrat,Dean Phillips,6,7,1,0
Dawson,not available,President,,Democrat,"Joseph R. Biden, Jr.",64,160,23,0
Dawson,not available,President,,Democrat,Marianne Williamson,3,10,1,0
Dawson,not available,President,,Republican,Asa Hutchinson,1,0,0,0
Dawson,not available,President,,Republican,Chris Christie,2,6,1,0
Dawson,not available,President,,Republican,David Stuckenberg,0,0,0,0
Dawson,not available,President,,Republican,Donald J. Trump,1267,1873,71,0
Dawson,not available,President,,Republican,Doug Burgum,0,0,0,0
Dawson,not available,President,,Republican,Nikki Haley,52,338,23,0
Dawson,not available,President,,Republican,Perry Johnson,0,0,0,0
Dawson,not available,President,,Republican,Ron DeSantis,20,24,1,0
Dawson,not available,President,,Republican,Ryan L. Binkley,1,0,0,0
Dawson,not available,President,,Republican,Tim Scott,4,2,0,0
Dawson,not available,President,,Republican,Vivek Ramaswamy,1,4,0,0
DeKalb,not available,President,,Democrat,Dean Phillips,304,267,10,0
DeKalb,not available,President,,Democrat,"Joseph R. Biden, Jr.",19298,19845,1401,24
DeKalb,not available,President,,Democrat,Marianne Williamson,655,443,25,4
DeKalb,not available,President,,Republican,Asa Hutchinson,20,7,3,0
DeKalb,not available,President,,Republican,Chris Christie,98,66,3,0
DeKalb,not available,President,,Republican,David Stuckenberg,10,2,1,0
DeKalb,not available,President,,Republican,Donald J. Trump,3937,2942,167,2
DeKalb,not available,President,,Republican,Doug Burgum,9,1,0,0
DeKalb,not available,President,,Republican,Nikki Haley,1565,3220,207,1
DeKalb,not available,President,,Republican,Perry Johnson,9,4,0,0
DeKalb,not available,President,,Republican,Ron DeSantis,123,59,2,0
DeKalb,not available,President,,Republican,Ryan L. Binkley,14,2,1,0
DeKalb,not available,President,,Republican,Tim Scott,40,18,0,0
DeKalb,not available,President,,Republican,Vivek Ramaswamy,41,21,0,0
Decatur,not available,President,,Democrat,Dean Phillips,8,6,2,0
Decatur,not available,President,,Democrat,"Joseph R. Biden, Jr.",255,326,45,2
Decatur,not available,President,,Democrat,Marianne Williamson,7,10,2,0
Decatur,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Decatur,not available,President,,Republican,Chris Christie,2,1,0,0
Decatur,not available,President,,Republican,David Stuckenberg,0,0,0,0
Decatur,not available,President,,Republican,Donald J. Trump,802,581,32,1
Decatur,not available,President,,Republican,Doug Burgum,0,0,0,0
Decatur,not available,President,,Republican,Nikki Haley,13,50,4,0
Decatur,not available,President,,Republican,Perry Johnson,0,0,0,0
Decatur,not available,President,,Republican,Ron DeSantis,10,8,0,0
Decatur,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Decatur,not available,President,,Republican,Tim Scott,2,1,0,0
Decatur,not available,President,,Republican,Vivek Ramaswamy,0,1,0,0
Dodge,not available,President,,Democrat,Dean Phillips,3,4,0,0
Dodge,not available,President,,Democrat,"Joseph R. Biden, Jr.",97,98,16,0
Dodge,not available,President,,Democrat,Marianne Williamson,2,2,0,0
Dodge,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Dodge,not available,President,,Republican,Chris Christie,0,0,0,0
Dodge,not available,President,,Republican,David Stuckenberg,1,0,0,0
Dodge,not available,President,,Republican,Donald J. Trump,935,550,46,0
Dodge,not available,President,,Republican,Doug Burgum,0,0,0,0
Dodge,not available,President,,Republican,Nikki Haley,17,39,2,0
Dodge,not available,President,,Republican,Perry Johnson,0,0,0,0
Dodge,not available,President,,Republican,Ron DeSantis,12,0,1,0
Dodge,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Dodge,not available,President,,Republican,Tim Scott,2,1,0,0
Dodge,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
Dooly,not available,President,,Democrat,Dean Phillips,6,1,0,0
Dooly,not available,President,,Democrat,"Joseph R. Biden, Jr.",165,122,18,0
Dooly,not available,President,,Democrat,Marianne Williamson,9,5,0,0
Dooly,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Dooly,not available,President,,Republican,Chris Christie,1,0,0,0
Dooly,not available,President,,Republican,David Stuckenberg,0,0,0,0
Dooly,not available,President,,Republican,Donald J. Trump,398,156,5,0
Dooly,not available,President,,Republican,Doug Burgum,0,0,0,0
Dooly,not available,President,,Republican,Nikki Haley,11,18,7,0
Dooly,not available,President,,Republican,Perry Johnson,0,0,0,0
Dooly,not available,President,,Republican,Ron DeSantis,2,1,0,0
Dooly,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Dooly,not available,President,,Republican,Tim Scott,1,0,0,0
Dooly,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
Dougherty,not available,President,,Democrat,Dean Phillips,29,13,3,0
Dougherty,not available,President,,Democrat,"Joseph R. Biden, Jr.",2148,1458,199,8
Dougherty,not available,President,,Democrat,Marianne Williamson,38,14,2,0
Dougherty,not available,President,,Republican,Asa Hutchinson,1,2,0,0
Dougherty,not available,President,,Republican,Chris Christie,0,2,0,0
Dougherty,not available,President,,Republican,David Stuckenberg,1,0,0,0
Dougherty,not available,President,,Republican,Donald J. Trump,1553,310,26,1
Dougherty,not available,President,,Republican,Doug Burgum,0,0,0,0
Dougherty,not available,President,,Republican,Nikki Haley,81,92,5,0
Dougherty,not available,President,,Republican,Perry Johnson,0,0,0,0
Dougherty,not available,President,,Republican,Ron DeSantis,37,2,0,0
Dougherty,not available,President,,Republican,Ryan L. Binkley,2,1,0,0
Dougherty,not available,President,,Republican,Tim Scott,9,0,0,0
Dougherty,not available,President,,Republican,Vivek Ramaswamy,5,0,0,0
Douglas,not available,President,,Democrat,Dean Phillips,48,70,1,0
Douglas,not available,President,,Democrat,"Joseph R. Biden, Jr.",2697,2962,139,4
Douglas,not available,President,,Democrat,Marianne Williamson,94,88,3,0
Douglas,not available,President,,Republican,Asa Hutchinson,3,2,0,0
Douglas,not available,President,,Republican,Chris Christie,15,8,0,0
Douglas,not available,President,,Republican,David Stuckenberg,1,2,0,0
Douglas,not available,President,,Republican,Donald J. Trump,2530,2079,71,1
Douglas,not available,President,,Republican,Doug Burgum,2,0,0,0
Douglas,not available,President,,Republican,Nikki Haley,141,381,24,0
Douglas,not available,President,,Republican,Perry Johnson,1,0,0,0
Douglas,not available,President,,Republican,Ron DeSantis,37,30,3,0
Douglas,not available,President,,Republican,Ryan L. Binkley,3,4,0,0
Douglas,not available,President,,Republican,Tim Scott,12,8,0,0
Douglas,not available,President,,Republican,Vivek Ramaswamy,4,4,0,0
Early,not available,President,,Democrat,Dean Phillips,3,2,0,0
Early,not available,President,,Democrat,"Joseph R. Biden, Jr.",121,96,13,0
Early,not available,President,,Democrat,Marianne Williamson,4,1,0,0
Early,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Early,not available,President,,Republican,Chris Christie,0,0,0,0
Early,not available,President,,Republican,David Stuckenberg,0,0,0,0
Early,not available,President,,Republican,Donald J. Trump,336,319,13,0
Early,not available,President,,Republican,Doug Burgum,0,0,0,0
Early,not available,President,,Republican,Nikki Haley,8,28,3,0
Early,not available,President,,Republican,Perry Johnson,0,0,0,0
Early,not available,President,,Republican,Ron DeSantis,5,7,0,0
Early,not available,President,,Republican,Ryan L. Binkley,1,0,0,0
Early,not available,President,,Republican,Tim Scott,0,0,0,0
Early,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
Echols,not available,President,,Democrat,Dean Phillips,0,2,0,0
Echols,not available,President,,Democrat,"Joseph R. Biden, Jr.",5,16,0,0
Echols,not available,President,,Democrat,Marianne Williamson,0,1,0,0
Echols,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Echols,not available,President,,Republican,Chris Christie,0,0,0,0
Echols,not available,President,,Republican,David Stuckenberg,0,0,0,0
Echols,not available,President,,Republican,Donald J. Trump,104,246,0,0
Echols,not available,President,,Republican,Doug Burgum,0,0,0,0
Echols,not available,President,,Republican,Nikki Haley,0,7,0,0
Echols,not available,President,,Republican,Perry Johnson,0,0,0,0
Echols,not available,President,,Republican,Ron DeSantis,3,3,0,0
Echols,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Echols,not available,President,,Republican,Tim Scott,0,0,0,0
Echols,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
Effingham,not available,President,,Democrat,Dean Phillips,9,6,2,0
Effingham,not available,President,,Democrat,"Joseph R. Biden, Jr.",319,252,69,1
Effingham,not available,President,,Democrat,Marianne Williamson,18,9,4,0
Effingham,not available,President,,Republican,Asa Hutchinson,1,0,0,0
Effingham,not available,President,,Republican,Chris Christie,3,2,1,0
Effingham,not available,President,,Republican,David Stuckenberg,4,0,0,0
Effingham,not available,President,,Republican,Donald J. Trump,2570,1740,56,4
Effingham,not available,President,,Republican,Doug Burgum,0,0,0,0
Effingham,not available,President,,Republican,Nikki Haley,132,289,35,0
Effingham,not available,President,,Republican,Perry Johnson,0,0,0,0
Effingham,not available,President,,Republican,Ron DeSantis,21,16,1,0
Effingham,not available,President,,Republican,Ryan L. Binkley,1,1,0,0
Effingham,not available,President,,Republican,Tim Scott,5,1,0,0
Effingham,not available,President,,Republican,Vivek Ramaswamy,5,2,0,0
Elbert,not available,President,,Democrat,Dean Phillips,4,5,0,0
Elbert,not available,President,,Democrat,"Joseph R. Biden, Jr.",116,209,24,0
Elbert,not available,President,,Democrat,Marianne Williamson,7,12,1,0
Elbert,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Elbert,not available,President,,Republican,Chris Christie,1,1,0,0
Elbert,not available,President,,Republican,David Stuckenberg,0,0,0,0
Elbert,not available,President,,Republican,Donald J. Trump,964,725,30,3
Elbert,not available,President,,Republican,Doug Burgum,0,0,0,0
Elbert,not available,President,,Republican,Nikki Haley,33,114,5,0
Elbert,not available,President,,Republican,Perry Johnson,0,0,0,0
Elbert,not available,President,,Republican,Ron DeSantis,2,6,0,0
Elbert,not available,President,,Republican,Ryan L. Binkley,0,1,0,0
Elbert,not available,President,,Republican,Tim Scott,2,1,0,0
Elbert,not available,President,,Republican,Vivek Ramaswamy,2,1,0,0
Emanuel,not available,President,,Democrat,Dean Phillips,12,15,0,0
Emanuel,not available,President,,Democrat,"Joseph R. Biden, Jr.",325,193,44,1
Emanuel,not available,President,,Democrat,Marianne Williamson,16,10,2,0
Emanuel,not available,President,,Republican,Asa Hutchinson,1,0,0,0
Emanuel,not available,President,,Republican,Chris Christie,2,0,0,0
Emanuel,not available,President,,Republican,David Stuckenberg,1,0,0,0
Emanuel,not available,President,,Republican,Donald J. Trump,1178,467,25,0
Emanuel,not available,President,,Republican,Doug Burgum,1,0,0,0
Emanuel,not available,President,,Republican,Nikki Haley,36,65,5,0
Emanuel,not available,President,,Republican,Perry Johnson,0,0,0,0
Emanuel,not available,President,,Republican,Ron DeSantis,7,4,0,0
Emanuel,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Emanuel,not available,President,,Republican,Tim Scott,0,0,0,0
Emanuel,not available,President,,Republican,Vivek Ramaswamy,1,0,0,0
Evans,not available,President,,Democrat,Dean Phillips,0,4,5,0
Evans,not available,President,,Democrat,"Joseph R. Biden, Jr.",32,82,67,0
Evans,not available,President,,Democrat,Marianne Williamson,1,2,2,0
Evans,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Evans,not available,President,,Republican,Chris Christie,0,0,0,0
Evans,not available,President,,Republican,David Stuckenberg,0,0,0,0
Evans,not available,President,,Republican,Donald J. Trump,220,332,59,0
Evans,not available,President,,Republican,Doug Burgum,0,0,0,0
Evans,not available,President,,Republican,Nikki Haley,5,60,15,0
Evans,not available,President,,Republican,Perry Johnson,0,0,0,0
Evans,not available,President,,Republican,Ron DeSantis,4,5,0,0
Evans,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Evans,not available,President,,Republican,Tim Scott,0,0,0,0
Evans,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
Fannin,not available,President,,Democrat,Dean Phillips,4,2,1,0
Fannin,not available,President,,Democrat,"Joseph R. Biden, Jr.",110,150,59,1
Fannin,not available,President,,Democrat,Marianne Williamson,5,3,0,0
Fannin,not available,President,,Republican,Asa Hutchinson,2,0,0,0
Fannin,not available,President,,Republican,Chris Christie,6,0,3,0
Fannin,not available,President,,Republican,David Stuckenberg,0,0,0,0
Fannin,not available,President,,Republican,Donald J. Trump,2183,1134,101,4
Fannin,not available,President,,Republican,Doug Burgum,1,0,0,0
Fannin,not available,President,,Republican,Nikki Haley,66,199,18,0
Fannin,not available,President,,Republican,Perry Johnson,1,0,0,0
Fannin,not available,President,,Republican,Ron DeSantis,11,11,2,0
Fannin,not available,President,,Republican,Ryan L. Binkley,0,1,0,0
Fannin,not available,President,,Republican,Tim Scott,2,5,0,0
Fannin,not available,President,,Republican,Vivek Ramaswamy,2,1,0,0
Fayette,not available,President,,Democrat,Dean Phillips,35,29,4,0
Fayette,not available,President,,Democrat,"Joseph R. Biden, Jr.",2116,2559,149,4
Fayette,not available,President,,Democrat,Marianne Williamson,59,41,2,0
Fayette,not available,President,,Republican,Asa Hutchinson,6,3,0,0
Fayette,not available,President,,Republican,Chris Christie,31,17,3,0
Fayette,not available,President,,Republican,David Stuckenberg,3,1,0,0
Fayette,not available,President,,Republican,Donald J. Trump,3889,3682,142,3
Fayette,not available,President,,Republican,Doug Burgum,0,0,0,0
Fayette,not available,President,,Republican,Nikki Haley,447,1363,56,0
Fayette,not available,President,,Republican,Perry Johnson,0,1,0,0
Fayette,not available,President,,Republican,Ron DeSantis,92,70,4,0
Fayette,not available,President,,Republican,Ryan L. Binkley,4,2,0,0
Fayette,not available,President,,Republican,Tim Scott,17,8,2,0
Fayette,not available,President,,Republican,Vivek Ramaswamy,19,13,2,0
Floyd,not available,President,,Democrat,Dean Phillips,15,13,0,1
Floyd,not available,President,,Democrat,"Joseph R. Biden, Jr.",569,676,69,1
Floyd,not available,President,,Democrat,Marianne Williamson,29,23,0,0
Floyd,not available,President,,Republican,Asa Hutchinson,1,0,0,0
Floyd,not available,President,,Republican,Chris Christie,12,6,0,0
Floyd,not available,President,,Republican,David Stuckenberg,3,1,0,0
Floyd,not available,President,,Republican,Donald J. Trump,4199,2500,126,9
Floyd,not available,President,,Republican,Doug Burgum,0,1,0,0
Floyd,not available,President,,Republican,Nikki Haley,170,526,40,0
Floyd,not available,President,,Republican,Perry Johnson,1,1,0,0
Floyd,not available,President,,Republican,Ron DeSantis,38,24,0,0
Floyd,not available,President,,Republican,Ryan L. Binkley,2,1,0,0
Floyd,not available,President,,Republican,Tim Scott,10,5,0,0
Floyd,not available,President,,Republican,Vivek Ramaswamy,1,2,0,0
Forsyth,not available,President,,Democrat,Dean Phillips,31,45,6,0
Forsyth,not available,President,,Democrat,"Joseph R. Biden, Jr.",1008,1308,191,0
Forsyth,not available,President,,Democrat,Marianne Williamson,76,82,2,0
Forsyth,not available,President,,Republican,Asa Hutchinson,6,3,0,0
Forsyth,not available,President,,Republican,Chris Christie,37,42,4,0
Forsyth,not available,President,,Republican,David Stuckenberg,2,3,1,0
Forsyth,not available,President,,Republican,Donald J. Trump,6862,8822,354,25
Forsyth,not available,President,,Republican,Doug Burgum,4,6,0,0
Forsyth,not available,President,,Republican,Nikki Haley,562,2417,176,0
Forsyth,not available,President,,Republican,Perry Johnson,1,1,0,0
Forsyth,not available,President,,Republican,Ron DeSantis,142,157,10,0
Forsyth,not available,President,,Republican,Ryan L. Binkley,6,3,0,0
Forsyth,not available,President,,Republican,Tim Scott,13,23,0,0
Forsyth,not available,President,,Republican,Vivek Ramaswamy,33,21,0,0
Franklin,not available,President,,Democrat,Dean Phillips,1,2,1,0
Franklin,not available,President,,Democrat,"Joseph R. Biden, Jr.",73,48,14,0
Franklin,not available,President,,Democrat,Marianne Williamson,3,1,0,0
Franklin,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Franklin,not available,President,,Republican,Chris Christie,1,0,0,0
Franklin,not available,President,,Republican,David Stuckenberg,1,0,0,0
Franklin,not available,President,,Republican,Donald J. Trump,1479,870,48,0
Franklin,not available,President,,Republican,Doug Burgum,1,1,0,0
Franklin,not available,President,,Republican,Nikki Haley,40,122,9,0
Franklin,not available,President,,Republican,Perry Johnson,0,0,0,0
Franklin,not available,President,,Republican,Ron DeSantis,10,4,0,0
Franklin,not available,President,,Republican,Ryan L. Binkley,1,2,0,0
Franklin,not available,President,,Republican,Tim Scott,6,0,0,0
Franklin,not available,President,,Republican,Vivek Ramaswamy,0,1,0,0
Fulton,not available,President,,Democrat,Dean Phillips,260,465,20,1
Fulton,not available,President,,Democrat,"Joseph R. Biden, Jr.",17471,24924,859,88
Fulton,not available,President,,Democrat,Marianne Williamson,618,639,20,3
Fulton,not available,President,,Republican,Asa Hutchinson,22,19,2,0
Fulton,not available,President,,Republican,Chris Christie,117,97,9,0
Fulton,not available,President,,Republican,David Stuckenberg,3,6,0,0
Fulton,not available,President,,Republican,Donald J. Trump,7227,8692,205,28
Fulton,not available,President,,Republican,Doug Burgum,4,12,0,0
Fulton,not available,President,,Republican,Nikki Haley,1942,8010,330,4
