county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Long,not available,President,,Democrat,Marianne Williamson,4,5,0,0
Long,not available,President,,Republican,Asa Hutchinson,1,0,0,0
Long,not available,President,,Republican,Chris Christie,1,0,0,0
Long,not available,President,,Republican,David Stuckenberg,0,0,0,0
Long,not available,President,,Republican,Donald J. Trump,440,347,4,0
Long,not available,President,,Republican,Doug Burgum,0,0,0,0
Long,not available,President,,Republican,Nikki Haley,9,37,1,0
Long,not available,President,,Republican,Perry Johnson,0,0,0,0
Long,not available,President,,Republican,Ron DeSantis,7,2,0,0
Long,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Long,not available,President,,Republican,Tim Scott,0,0,0,0
Long,not available,President,,Republican,Vivek Ramaswamy,1,0,0,0
Lowndes,not available,President,,Democrat,Dean Phillips,9,24,3,0
Lowndes,not available,President,,Democrat,"Joseph R. Biden, Jr.",588,1280,127,10
Lowndes,not available,President,,Democrat,Marianne Williamson,19,38,1,0
Lowndes,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Lowndes,not available,President,,Republican,Chris Christie,7,6,1,0
Lowndes,not available,President,,Republican,David Stuckenberg,1,1,0,0
Lowndes,not available,President,,Republican,Donald J. Trump,2171,2301,84,15
Lowndes,not available,President,,Republican,Doug Burgum,1,0,0,0
Lowndes,not available,President,,Republican,Nikki Haley,57,328,16,0
Lowndes,not available,President,,Republican,Perry Johnson,1,1,0,0
Lowndes,not available,President,,Republican,Ron DeSantis,28,37,2,0
Lowndes,not available,President,,Republican,Ryan L. Binkley,1,1,0,0
Lowndes,not available,President,,Republican,Tim Scott,8,5,0,0
Lowndes,not available,President,,Republican,Vivek Ramaswamy,8,5,0,0
Lumpkin,not available,President,,Democrat,Dean Phillips,8,7,1,0
Lumpkin,not available,President,,Democrat,"Joseph R. Biden, Jr.",126,227,42,0
Lumpkin,not available,President,,Democrat,Marianne Williamson,13,5,0,0
Lumpkin,not available,President,,Republican,Asa Hutchinson,0,2,0,0
Lumpkin,not available,President,,Republican,Chris Christie,3,4,1,0
Lumpkin,not available,President,,Republican,David Stuckenberg,1,1,0,0
Lumpkin,not available,President,,Republican,Donald J. Trump,1480,1712,82,3
Lumpkin,not available,President,,Republican,Doug Burgum,1,0,0,0
Lumpkin,not available,President,,Republican,Nikki Haley,61,308,15,0
Lumpkin,not available,President,,Republican,Perry Johnson,0,1,0,0
Lumpkin,not available,President,,Republican,Ron DeSantis,26,24,0,0
Lumpkin,not available,President,,Republican,Ryan L. Binkley,1,1,0,0
Lumpkin,not available,President,,Republican,Tim Scott,5,2,0,0
Lumpkin,not available,President,,Republican,Vivek Ramaswamy,3,7,0,0
Macon,not available,President,,Democrat,Dean Phillips,9,9,1,0
Macon,not available,President,,Democrat,"Joseph R. Biden, Jr.",215,259,37,0
Macon,not available,President,,Democrat,Marianne Williamson,8,8,0,0
Macon,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Macon,not available,President,,Republican,Chris Christie,0,1,0,0
Macon,not available,President,,Republican,David Stuckenberg,0,0,0,0
Macon,not available,President,,Republican,Donald J. Trump,213,226,7,0
Macon,not available,President,,Republican,Doug Burgum,0,0,0,0
Macon,not available,President,,Republican,Nikki Haley,3,25,0,0
Macon,not available,President,,Republican,Perry Johnson,0,0,0,0
Macon,not available,President,,Republican,Ron DeSantis,2,2,0,0
Macon,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Macon,not available,President,,Republican,Tim Scott,0,0,0,0
Macon,not available,President,,Republican,Vivek Ramaswamy,1,1,0,0
Madison,not available,President,,Democrat,Dean Phillips,6,2,1,0
Madison,not available,President,,Democrat,"Joseph R. Biden, Jr.",185,121,14,0
Madison,not available,President,,Democrat,Marianne Williamson,5,5,0,0
Madison,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Madison,not available,President,,Republican,Chris Christie,7,2,0,0
Madison,not available,President,,Republican,David Stuckenberg,0,0,0,0
Madison,not available,President,,Republican,Donald J. Trump,1642,1136,60,1
Madison,not available,President,,Republican,Doug Burgum,0,1,0,0
Madison,not available,President,,Republican,Nikki Haley,81,137,12,0
Madison,not available,President,,Republican,Perry Johnson,1,0,0,0
Madison,not available,President,,Republican,Ron DeSantis,17,13,0,0
Madison,not available,President,,Republican,Ryan L. Binkley,0,2,0,0
Madison,not available,President,,Republican,Tim Scott,8,1,1,0
Madison,not available,President,,Republican,Vivek Ramaswamy,2,0,0,0
Marion,not available,President,,Democrat,Dean Phillips,4,1,0,0
Marion,not available,President,,Democrat,"Joseph R. Biden, Jr.",77,96,11,0
Marion,not available,President,,Democrat,Marianne Williamson,1,4,0,0
Marion,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Marion,not available,President,,Republican,Chris Christie,0,0,0,0
Marion,not available,President,,Republican,David Stuckenberg,0,0,0,0
Marion,not available,President,,Republican,Donald J. Trump,374,122,5,0
Marion,not available,President,,Republican,Doug Burgum,0,0,0,0
Marion,not available,President,,Republican,Nikki Haley,9,16,4,0
Marion,not available,President,,Republican,Perry Johnson,0,0,0,0
Marion,not available,President,,Republican,Ron DeSantis,5,1,0,0
Marion,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Marion,not available,President,,Republican,Tim Scott,0,0,0,0
Marion,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
McDuffie,not available,President,,Democrat,Dean Phillips,7,6,2,0
McDuffie,not available,President,,Democrat,"Joseph R. Biden, Jr.",168,201,67,0
McDuffie,not available,President,,Democrat,Marianne Williamson,4,9,2,0
McDuffie,not available,President,,Republican,Asa Hutchinson,1,2,0,0
McDuffie,not available,President,,Republican,Chris Christie,2,1,0,0
McDuffie,not available,President,,Republican,David Stuckenberg,1,0,1,0
McDuffie,not available,President,,Republican,Donald J. Trump,751,734,39,0
McDuffie,not available,President,,Republican,Doug Burgum,0,0,0,0
McDuffie,not available,President,,Republican,Nikki Haley,43,150,9,0
McDuffie,not available,President,,Republican,Perry Johnson,0,0,0,0
McDuffie,not available,President,,Republican,Ron DeSantis,5,5,0,0
McDuffie,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
McDuffie,not available,President,,Republican,Tim Scott,0,1,0,0
McDuffie,not available,President,,Republican,Vivek Ramaswamy,1,2,0,0
McIntosh,not available,President,,Democrat,Dean Phillips,1,7,0,0
McIntosh,not available,President,,Democrat,"Joseph R. Biden, Jr.",136,233,23,0
McIntosh,not available,President,,Democrat,Marianne Williamson,6,6,1,0
McIntosh,not available,President,,Republican,Asa Hutchinson,0,0,0,0
McIntosh,not available,President,,Republican,Chris Christie,2,0,0,0
McIntosh,not available,President,,Republican,David Stuckenberg,0,0,0,0
McIntosh,not available,President,,Republican,Donald J. Trump,468,625,35,0
McIntosh,not available,President,,Republican,Doug Burgum,0,0,0,0
McIntosh,not available,President,,Republican,Nikki Haley,34,123,8,0
McIntosh,not available,President,,Republican,Perry Johnson,0,0,0,0
McIntosh,not available,President,,Republican,Ron DeSantis,5,4,0,0
McIntosh,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
McIntosh,not available,President,,Republican,Tim Scott,1,0,0,0
McIntosh,not available,President,,Republican,Vivek Ramaswamy,1,2,0,0
Meriwether,not available,President,,Democrat,Dean Phillips,8,6,0,0
Meriwether,not available,President,,Democrat,"Joseph R. Biden, Jr.",374,188,38,0
Meriwether,not available,President,,Democrat,Marianne Williamson,10,1,0,0
Meriwether,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Meriwether,not available,President,,Republican,Chris Christie,3,0,1,0
Meriwether,not available,President,,Republican,David Stuckenberg,0,0,0,0
Meriwether,not available,President,,Republican,Donald J. Trump,1378,415,23,0
Meriwether,not available,President,,Republican,Doug Burgum,0,0,0,0
Meriwether,not available,President,,Republican,Nikki Haley,29,49,5,0
Meriwether,not available,President,,Republican,Perry Johnson,2,0,0,0
Meriwether,not available,President,,Republican,Ron DeSantis,18,2,0,0
Meriwether,not available,President,,Republican,Ryan L. Binkley,2,0,0,0
Meriwether,not available,President,,Republican,Tim Scott,2,0,0,0
Meriwether,not available,President,,Republican,Vivek Ramaswamy,1,0,0,0
Miller,not available,President,,Democrat,Dean Phillips,1,2,0,0
Miller,not available,President,,Democrat,"Joseph R. Biden, Jr.",22,19,2,0
Miller,not available,President,,Democrat,Marianne Williamson,0,1,0,0
Miller,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Miller,not available,President,,Republican,Chris Christie,1,0,0,0
Miller,not available,President,,Republican,David Stuckenberg,0,0,0,0
Miller,not available,President,,Republican,Donald J. Trump,249,200,9,0
Miller,not available,President,,Republican,Doug Burgum,0,0,0,0
Miller,not available,President,,Republican,Nikki Haley,3,10,1,0
Miller,not available,President,,Republican,Perry Johnson,0,0,0,0
Miller,not available,President,,Republican,Ron DeSantis,1,1,0,0
Miller,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Miller,not available,President,,Republican,Tim Scott,1,0,0,0
Miller,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
Mitchell,not available,President,,Democrat,Dean Phillips,5,5,0,0
Mitchell,not available,President,,Democrat,"Joseph R. Biden, Jr.",237,240,66,0
Mitchell,not available,President,,Democrat,Marianne Williamson,4,2,0,0
Mitchell,not available,President,,Republican,Asa Hutchinson,1,1,0,0
Mitchell,not available,President,,Republican,Chris Christie,2,0,0,0
Mitchell,not available,President,,Republican,David Stuckenberg,0,0,0,0
Mitchell,not available,President,,Republican,Donald J. Trump,786,323,24,0
Mitchell,not available,President,,Republican,Doug Burgum,0,0,0,0
Mitchell,not available,President,,Republican,Nikki Haley,16,48,4,0
Mitchell,not available,President,,Republican,Perry Johnson,0,0,0,0
Mitchell,not available,President,,Republican,Ron DeSantis,8,3,2,0
Mitchell,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Mitchell,not available,President,,Republican,Tim Scott,0,0,0,0
Mitchell,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
Monroe,not available,President,,Democrat,Dean Phillips,7,5,1,0
Monroe,not available,President,,Democrat,"Joseph R. Biden, Jr.",284,322,32,0
Monroe,not available,President,,Democrat,Marianne Williamson,7,7,3,0
Monroe,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Monroe,not available,President,,Republican,Chris Christie,7,4,0,0
Monroe,not available,President,,Republican,David Stuckenberg,1,1,0,0
Monroe,not available,President,,Republican,Donald J. Trump,1652,1143,17,0
Monroe,not available,President,,Republican,Doug Burgum,0,0,0,0
Monroe,not available,President,,Republican,Nikki Haley,91,166,5,0
Monroe,not available,President,,Republican,Perry Johnson,1,0,0,0
Monroe,not available,President,,Republican,Ron DeSantis,28,23,0,0
Monroe,not available,President,,Republican,Ryan L. Binkley,0,0,1,0
Monroe,not available,President,,Republican,Tim Scott,4,3,0,0
Monroe,not available,President,,Republican,Vivek Ramaswamy,3,3,0,0
Montgomery,not available,President,,Democrat,Dean Phillips,1,0,0,0
Montgomery,not available,President,,Democrat,"Joseph R. Biden, Jr.",75,36,7,0
Montgomery,not available,President,,Democrat,Marianne Williamson,2,2,0,0
Montgomery,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Montgomery,not available,President,,Republican,Chris Christie,0,0,0,0
Montgomery,not available,President,,Republican,David Stuckenberg,0,0,0,0
Montgomery,not available,President,,Republican,Donald J. Trump,406,280,11,0
Montgomery,not available,President,,Republican,Doug Burgum,0,0,0,0
Montgomery,not available,President,,Republican,Nikki Haley,11,17,5,0
Montgomery,not available,President,,Republican,Perry Johnson,0,0,0,0
Montgomery,not available,President,,Republican,Ron DeSantis,1,6,0,0
Montgomery,not available,President,,Republican,Ryan L. Binkley,0,1,0,0
Montgomery,not available,President,,Republican,Tim Scott,0,0,0,0
Montgomery,not available,President,,Republican,Vivek Ramaswamy,0,1,0,0
Morgan,not available,President,,Democrat,Dean Phillips,3,7,2,0
Morgan,not available,President,,Democrat,"Joseph R. Biden, Jr.",176,309,33,0
Morgan,not available,President,,Democrat,Marianne Williamson,5,11,0,0
Morgan,not available,President,,Republican,Asa Hutchinson,1,0,0,0
Morgan,not available,President,,Republican,Chris Christie,6,2,0,0
Morgan,not available,President,,Republican,David Stuckenberg,0,1,0,0
Morgan,not available,President,,Republican,Donald J. Trump,1326,1015,48,1
Morgan,not available,President,,Republican,Doug Burgum,0,0,0,0
Morgan,not available,President,,Republican,Nikki Haley,65,224,6,0
Morgan,not available,President,,Republican,Perry Johnson,0,0,0,0
Morgan,not available,President,,Republican,Ron DeSantis,24,19,0,0
Morgan,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Morgan,not available,President,,Republican,Tim Scott,4,4,1,0
Morgan,not available,President,,Republican,Vivek Ramaswamy,2,3,0,0
Murray,not available,President,,Democrat,Dean Phillips,4,3,0,0
Murray,not available,President,,Democrat,"Joseph R. Biden, Jr.",84,43,9,0
Murray,not available,President,,Democrat,Marianne Williamson,2,2,0,0
Murray,not available,President,,Republican,Asa Hutchinson,2,0,0,0
Murray,not available,President,,Republican,Chris Christie,1,2,0,0
Murray,not available,President,,Republican,David Stuckenberg,1,0,0,0
Murray,not available,President,,Republican,Donald J. Trump,1975,972,29,0
Murray,not available,President,,Republican,Doug Burgum,0,0,0,0
Murray,not available,President,,Republican,Nikki Haley,42,88,3,0
Murray,not available,President,,Republican,Perry Johnson,0,0,0,0
Murray,not available,President,,Republican,Ron DeSantis,14,3,0,0
Murray,not available,President,,Republican,Ryan L. Binkley,0,0,1,0
Murray,not available,President,,Republican,Tim Scott,3,2,0,0
Murray,not available,President,,Republican,Vivek Ramaswamy,2,0,0,0
Muscogee,not available,President,,Democrat,Dean Phillips,35,36,8,0
Muscogee,not available,President,,Democrat,"Joseph R. Biden, Jr.",2308,3252,490,0
Muscogee,not available,President,,Democrat,Marianne Williamson,56,62,5,0
Muscogee,not available,President,,Republican,Asa Hutchinson,4,2,0,0
Muscogee,not available,President,,Republican,Chris Christie,14,7,0,0
Muscogee,not available,President,,Republican,David Stuckenberg,2,0,1,0
Muscogee,not available,President,,Republican,Donald J. Trump,3099,1382,153,0
Muscogee,not available,President,,Republican,Doug Burgum,2,1,0,0
Muscogee,not available,President,,Republican,Nikki Haley,197,326,60,0
Muscogee,not available,President,,Republican,Perry Johnson,2,1,0,0
Muscogee,not available,President,,Republican,Ron DeSantis,46,6,1,0
Muscogee,not available,President,,Republican,Ryan L. Binkley,1,3,0,0
Muscogee,not available,President,,Republican,Tim Scott,9,4,1,0
Muscogee,not available,President,,Republican,Vivek Ramaswamy,8,5,0,0
Newton,not available,President,,Democrat,Dean Phillips,30,24,1,0
Newton,not available,President,,Democrat,"Joseph R. Biden, Jr.",1640,1822,219,1
Newton,not available,President,,Democrat,Marianne Williamson,45,34,4,0
Newton,not available,President,,Republican,Asa Hutchinson,1,0,1,0
Newton,not available,President,,Republican,Chris Christie,6,6,5,0
Newton,not available,President,,Republican,David Stuckenberg,0,1,0,0
Newton,not available,President,,Republican,Donald J. Trump,2997,1663,110,2
Newton,not available,President,,Republican,Doug Burgum,0,0,0,0
Newton,not available,President,,Republican,Nikki Haley,132,228,22,0
Newton,not available,President,,Republican,Perry Johnson,2,0,0,0
Newton,not available,President,,Republican,Ron DeSantis,37,15,0,0
Newton,not available,President,,Republican,Ryan L. Binkley,0,3,0,0
Newton,not available,President,,Republican,Tim Scott,6,3,0,0
Newton,not available,President,,Republican,Vivek Ramaswamy,6,5,0,0
Oconee,not available,President,,Democrat,Dean Phillips,8,5,1,0
Oconee,not available,President,,Democrat,"Joseph R. Biden, Jr.",307,365,55,1
Oconee,not available,President,,Democrat,Marianne Williamson,18,12,1,0
Oconee,not available,President,,Republican,Asa Hutchinson,0,2,0,0
Oconee,not available,President,,Republican,Chris Christie,18,10,2,0
Oconee,not available,President,,Republican,David Stuckenberg,2,0,0,0
Oconee,not available,President,,Republican,Donald J. Trump,1836,1556,68,2
Oconee,not available,President,,Republican,Doug Burgum,1,0,0,0
Oconee,not available,President,,Republican,Nikki Haley,217,597,44,0
Oconee,not available,President,,Republican,Perry Johnson,0,0,0,0
Oconee,not available,President,,Republican,Ron DeSantis,38,37,0,0
Oconee,not available,President,,Republican,Ryan L. Binkley,2,3,0,0
Oconee,not available,President,,Republican,Tim Scott,11,9,0,0
Oconee,not available,President,,Republican,Vivek Ramaswamy,12,6,0,0
Oglethorpe,not available,President,,Democrat,Dean Phillips,3,5,1,0
Oglethorpe,not available,President,,Democrat,"Joseph R. Biden, Jr.",125,125,39,0
Oglethorpe,not available,President,,Democrat,Marianne Williamson,8,2,0,0
Oglethorpe,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Oglethorpe,not available,President,,Republican,Chris Christie,1,0,0,0
Oglethorpe,not available,President,,Republican,David Stuckenberg,0,1,0,0
Oglethorpe,not available,President,,Republican,Donald J. Trump,725,588,123,0
Oglethorpe,not available,President,,Republican,Doug Burgum,1,0,0,0
Oglethorpe,not available,President,,Republican,Nikki Haley,32,78,13,0
Oglethorpe,not available,President,,Republican,Perry Johnson,0,0,0,0
Oglethorpe,not available,President,,Republican,Ron DeSantis,15,11,1,0
Oglethorpe,not available,President,,Republican,Ryan L. Binkley,1,0,0,0
Oglethorpe,not available,President,,Republican,Tim Scott,1,1,0,0
Oglethorpe,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
Paulding,not available,President,,Democrat,Dean Phillips,30,21,2,0
Paulding,not available,President,,Democrat,"Joseph R. Biden, Jr.",1182,1273,170,4
Paulding,not available,President,,Democrat,Marianne Williamson,60,30,1,0
Paulding,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Paulding,not available,President,,Republican,Chris Christie,14,19,3,0
Paulding,not available,President,,Republican,David Stuckenberg,1,1,0,0
Paulding,not available,President,,Republican,Donald J. Trump,5172,4964,273,12
Paulding,not available,President,,Republican,Doug Burgum,1,0,1,0
Paulding,not available,President,,Republican,Nikki Haley,169,642,81,0
Paulding,not available,President,,Republican,Perry Johnson,0,1,0,0
Paulding,not available,President,,Republican,Ron DeSantis,85,62,6,0
Paulding,not available,President,,Republican,Ryan L. Binkley,2,1,0,0
Paulding,not available,President,,Republican,Tim Scott,14,11,0,0
Paulding,not available,President,,Republican,Vivek Ramaswamy,19,7,1,0
Peach,not available,President,,Democrat,Dean Phillips,1,8,0,0
Peach,not available,President,,Democrat,"Joseph R. Biden, Jr.",262,492,57,0
Peach,not available,President,,Democrat,Marianne Williamson,2,9,0,0
Peach,not available,President,,Republican,Asa Hutchinson,0,0,1,0
Peach,not available,President,,Republican,Chris Christie,0,1,0,0
Peach,not available,President,,Republican,David Stuckenberg,0,0,0,0
Peach,not available,President,,Republican,Donald J. Trump,648,703,30,0
Peach,not available,President,,Republican,Doug Burgum,0,0,0,0
Peach,not available,President,,Republican,Nikki Haley,24,108,7,0
Peach,not available,President,,Republican,Perry Johnson,1,0,0,0
Peach,not available,President,,Republican,Ron DeSantis,7,5,3,0
Peach,not available,President,,Republican,Ryan L. Binkley,0,1,0,0
Peach,not available,President,,Republican,Tim Scott,1,0,0,0
Peach,not available,President,,Republican,Vivek Ramaswamy,1,1,0,0
Pickens,not available,President,,Democrat,Dean Phillips,3,6,0,0
Pickens,not available,President,,Democrat,"Joseph R. Biden, Jr.",128,121,20,0
Pickens,not available,President,,Democrat,Marianne Williamson,11,6,0,0
Pickens,not available,President,,Republican,Asa Hutchinson,1,1,0,0
Pickens,not available,President,,Republican,Chris Christie,5,4,0,0
Pickens,not available,President,,Republican,David Stuckenberg,1,0,0,0
Pickens,not available,President,,Republican,Donald J. Trump,2326,1645,70,1
Pickens,not available,President,,Republican,Doug Burgum,0,0,0,0
Pickens,not available,President,,Republican,Nikki Haley,90,260,17,0
Pickens,not available,President,,Republican,Perry Johnson,0,0,0,0
Pickens,not available,President,,Republican,Ron DeSantis,21,17,1,0
Pickens,not available,President,,Republican,Ryan L. Binkley,1,4,0,0
Pickens,not available,President,,Republican,Tim Scott,6,2,0,0
Pickens,not available,President,,Republican,Vivek Ramaswamy,4,3,0,0
Pierce,not available,President,,Democrat,Dean Phillips,1,1,0,0
Pierce,not available,President,,Democrat,"Joseph R. Biden, Jr.",41,68,8,0
Pierce,not available,President,,Democrat,Marianne Williamson,0,3,1,0
Pierce,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Pierce,not available,President,,Republican,Chris Christie,1,0,0,0
Pierce,not available,President,,Republican,David Stuckenberg,0,0,0,0
Pierce,not available,President,,Republican,Donald J. Trump,698,1200,29,1
Pierce,not available,President,,Republican,Doug Burgum,0,0,0,0
Pierce,not available,President,,Republican,Nikki Haley,11,66,1,0
Pierce,not available,President,,Republican,Perry Johnson,0,1,0,0
Pierce,not available,President,,Republican,Ron DeSantis,6,9,0,0
Pierce,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Pierce,not available,President,,Republican,Tim Scott,1,0,0,0
Pierce,not available,President,,Republican,Vivek Ramaswamy,2,1,0,0
Pike,not available,President,,Democrat,Dean Phillips,2,4,2,0
Pike,not available,President,,Democrat,"Joseph R. Biden, Jr.",89,126,37,2
Pike,not available,President,,Democrat,Marianne Williamson,8,8,0,0
Pike,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Pike,not available,President,,Republican,Chris Christie,2,3,0,0
Pike,not available,President,,Republican,David Stuckenberg,0,1,0,0
Pike,not available,President,,Republican,Donald J. Trump,1363,1083,29,0
Pike,not available,President,,Republican,Doug Burgum,0,1,0,0
Pike,not available,President,,Republican,Nikki Haley,32,83,6,0
Pike,not available,President,,Republican,Perry Johnson,0,0,0,0
Pike,not available,President,,Republican,Ron DeSantis,15,8,0,0
Pike,not available,President,,Republican,Ryan L. Binkley,1,1,0,0
Pike,not available,President,,Republican,Tim Scott,2,1,0,0
Pike,not available,President,,Republican,Vivek Ramaswamy,1,0,0,0
Polk,not available,President,,Democrat,Dean Phillips,3,9,0,0
Polk,not available,President,,Democrat,"Joseph R. Biden, Jr.",163,206,29,0
Polk,not available,President,,Democrat,Marianne Williamson,6,9,2,0
Polk,not available,President,,Republican,Asa Hutchinson,2,1,0,0
Polk,not available,President,,Republican,Chris Christie,7,0,1,0
Polk,not available,President,,Republican,David Stuckenberg,0,0,0,0
Polk,not available,President,,Republican,Donald J. Trump,1686,1670,59,0
Polk,not available,President,,Republican,Doug Burgum,0,1,0,0
Polk,not available,President,,Republican,Nikki Haley,37,168,13,0
Polk,not available,President,,Republican,Perry Johnson,0,0,0,0
Polk,not available,President,,Republican,Ron DeSantis,15,13,0,0
Polk,not available,President,,Republican,Ryan L. Binkley,1,0,0,0
Polk,not available,President,,Republican,Tim Scott,1,5,0,0
Polk,not available,President,,Republican,Vivek Ramaswamy,2,0,0,0
Pulaski,not available,President,,Democrat,Dean Phillips,3,6,1,0
Pulaski,not available,President,,Democrat,"Joseph R. Biden, Jr.",45,63,49,0
Pulaski,not available,President,,Democrat,Marianne Williamson,0,3,0,0
Pulaski,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Pulaski,not available,President,,Republican,Chris Christie,0,1,0,0
Pulaski,not available,President,,Republican,David Stuckenberg,0,0,0,0
Pulaski,not available,President,,Republican,Donald J. Trump,352,356,31,0
Pulaski,not available,President,,Republican,Doug Burgum,0,0,0,0
Pulaski,not available,President,,Republican,Nikki Haley,9,43,6,0
Pulaski,not available,President,,Republican,Perry Johnson,0,0,0,0
Pulaski,not available,President,,Republican,Ron DeSantis,3,7,1,0
Pulaski,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Pulaski,not available,President,,Republican,Tim Scott,0,0,0,0
Pulaski,not available,President,,Republican,Vivek Ramaswamy,0,2,0,0
Putnam,not available,President,,Democrat,Dean Phillips,6,1,0,0
Putnam,not available,President,,Democrat,"Joseph R. Biden, Jr.",157,179,28,0
Putnam,not available,President,,Democrat,Marianne Williamson,4,2,0,0
Putnam,not available,President,,Republican,Asa Hutchinson,0,1,0,0
Putnam,not available,President,,Republican,Chris Christie,1,3,0,0
Putnam,not available,President,,Republican,David Stuckenberg,0,0,0,0
Putnam,not available,President,,Republican,Donald J. Trump,1052,894,42,1
Putnam,not available,President,,Republican,Doug Burgum,0,0,0,0
Putnam,not available,President,,Republican,Nikki Haley,65,152,11,0
Putnam,not available,President,,Republican,Perry Johnson,0,1,0,0
Putnam,not available,President,,Republican,Ron DeSantis,8,10,0,0
Putnam,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Putnam,not available,President,,Republican,Tim Scott,1,0,0,0
Putnam,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
Quitman,not available,President,,Democrat,Dean Phillips,1,1,0,0
Quitman,not available,President,,Democrat,"Joseph R. Biden, Jr.",38,37,2,0
Quitman,not available,President,,Democrat,Marianne Williamson,1,1,0,0
Quitman,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Quitman,not available,President,,Republican,Chris Christie,2,0,0,0
Quitman,not available,President,,Republican,David Stuckenberg,0,0,0,0
Quitman,not available,President,,Republican,Donald J. Trump,73,90,2,1
Quitman,not available,President,,Republican,Doug Burgum,0,0,0,0
Quitman,not available,President,,Republican,Nikki Haley,1,9,0,0
Quitman,not available,President,,Republican,Perry Johnson,0,0,0,0
Quitman,not available,President,,Republican,Ron DeSantis,2,1,0,0
Quitman,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Quitman,not available,President,,Republican,Tim Scott,1,0,0,0
Quitman,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
Rabun,not available,President,,Democrat,Dean Phillips,5,4,0,0
Rabun,not available,President,,Democrat,"Joseph R. Biden, Jr.",88,154,35,0
Rabun,not available,President,,Democrat,Marianne Williamson,8,4,0,0
Rabun,not available,President,,Republican,Asa Hutchinson,1,0,0,0
Rabun,not available,President,,Republican,Chris Christie,4,2,1,0
Rabun,not available,President,,Republican,David Stuckenberg,0,0,0,0
Rabun,not available,President,,Republican,Donald J. Trump,788,1303,92,0
Rabun,not available,President,,Republican,Doug Burgum,0,1,0,0
Rabun,not available,President,,Republican,Nikki Haley,39,294,36,0
Rabun,not available,President,,Republican,Perry Johnson,1,0,0,0
Rabun,not available,President,,Republican,Ron DeSantis,11,15,0,0
Rabun,not available,President,,Republican,Ryan L. Binkley,0,1,0,0
Rabun,not available,President,,Republican,Tim Scott,1,2,0,0
Rabun,not available,President,,Republican,Vivek Ramaswamy,3,2,0,0
Randolph,not available,President,,Democrat,Dean Phillips,6,2,0,0
Randolph,not available,President,,Democrat,"Joseph R. Biden, Jr.",137,170,17,0
Randolph,not available,President,,Democrat,Marianne Williamson,5,8,0,0
Randolph,not available,President,,Republican,Asa Hutchinson,0,0,0,0
Randolph,not available,President,,Republican,Chris Christie,0,0,0,0
Randolph,not available,President,,Republican,David Stuckenberg,0,0,0,0
Randolph,not available,President,,Republican,Donald J. Trump,212,120,4,0
Randolph,not available,President,,Republican,Doug Burgum,0,0,0,0
Randolph,not available,President,,Republican,Nikki Haley,3,18,0,0
Randolph,not available,President,,Republican,Perry Johnson,0,0,0,0
Randolph,not available,President,,Republican,Ron DeSantis,3,0,0,0
Randolph,not available,President,,Republican,Ryan L. Binkley,0,0,0,0
Randolph,not available,President,,Republican,Tim Scott,0,0,0,0
Randolph,not available,President,,Republican,Vivek Ramaswamy,0,0,0,0
Richmond,not available,President,,Democrat,Dean Phillips,60,20,4,0
Richmond,not available,President,,Democrat,"Joseph R. Biden, Jr.",3802,2383,298,4
Richmond,not available,President,,Democrat,Marianne Williamson,103,43,5,0
Richmond,not available,President,,Republican,Asa Hutchinson,4,1,0,0
Richmond,not available,President,,Republican,Chris Christie,9,4,0,0
Richmond,not available,President,,Republican,David Stuckenberg,5,1,0,0
Richmond,not available,President,,Republican,Donald J. Trump,3306,1136,113,1
Richmond,not available,President,,Republican,Doug Burgum,0,0,0,0
