county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Appling,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,1915,1607,133,0
Appling,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,1909,1597,132,0
Appling,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,1908,1593,133,0
Appling,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,1490,1215,106,0
Appling,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,1905,1594,133,0
Appling,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,1931,1618,136,0
Appling,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,1938,1621,133,0
Appling,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,406,411,35,0
Appling,not available,District Attorney,Brunswick Judicial Circuit,Republican,John B. Johnson,689,601,47,0
Appling,not available,District Attorney,Brunswick Judicial Circuit,Republican,Keith Higgins,1253,1050,94,0
Appling,not available,State House,157,Republican,"William """"Bill"""" Werkheiser",1014,919,71,0
Appling,not available,State House,178,Republican,Steven Meeks,729,521,51,0
Appling,not available,State Senate,19,Republican,Blake Tillery,1811,1504,124,0
Appling,not available,Superior Court Judge,Brunswick Judicial Circuit,Nonpartisan,Anthony Harrison,1919,1607,131,0
Appling,not available,Superior Court Judge,Brunswick Judicial Circuit,Nonpartisan,Bert Guy,1913,1616,131,0
Appling,not available,Superior Court Judge,Brunswick Judicial Circuit,Nonpartisan,Stephen D. Kelley,1956,1661,140,0
Appling,not available,Superior Court Judge,Brunswick Judicial Circuit,Nonpartisan,Stephen G. Scarlett,1944,1630,136,0
Appling,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,1356,1090,87,0
Appling,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,752,715,81,0
Appling,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,1951,1628,138,0
Appling,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,1945,1642,139,0
Appling,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,1927,1618,134,0
Appling,not available,U.S. House,1,Democrat,Patti Hewitt,138,143,18,0
Appling,not available,U.S. House,1,Republican,"Earl L. """"Buddy"""" Carter",1829,1519,126,0
Atkinson,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,217,98,26,0
Atkinson,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,219,99,26,0
Atkinson,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,214,100,26,0
Atkinson,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,182,82,19,0
Atkinson,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,220,99,25,0
Atkinson,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,227,101,26,0
Atkinson,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,224,100,25,0
Atkinson,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,61,34,10,0
Atkinson,not available,District Attorney,Alapaha Judicial Circuit,Republican,Chase L. Studstill,175,69,15,0
Atkinson,not available,State House,176,Republican,James D. Burchett,174,69,15,0
Atkinson,not available,State Senate,8,Republican,Russ Goodman,166,71,16,0
Atkinson,not available,Superior Court Judge,Alapaha Judicial Circuit,Nonpartisan,Clayton 'Clay' Alan Tomlinson,226,111,27,0
Atkinson,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,153,66,20,0
Atkinson,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,99,53,9,0
Atkinson,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,229,108,26,0
Atkinson,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,228,104,26,0
Atkinson,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,222,101,26,0
Atkinson,not available,U.S. House,8,Democrat,Darrius Butler,48,31,11,0
Atkinson,not available,U.S. House,8,Democrat,Vince Watkins,7,5,1,0
Atkinson,not available,U.S. House,8,Republican,Austin Scott,173,79,16,0
Bacon,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,612,865,37,0
Bacon,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,612,871,38,0
Bacon,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,615,863,36,0
Bacon,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,483,699,27,0
Bacon,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,616,863,35,0
Bacon,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,620,874,37,0
Bacon,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,622,879,38,1
Bacon,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,139,174,13,0
Bacon,not available,State House,178,Republican,Steven Meeks,562,846,21,1
Bacon,not available,State Senate,19,Republican,Blake Tillery,550,835,21,1
Bacon,not available,Superior Court Judge,Waycross Judicial Circuit,Nonpartisan,Andrew C Spivey,639,882,37,0
Bacon,not available,Superior Court Judge,Waycross Judicial Circuit,Nonpartisan,J Kelly Brooks,621,887,35,0
Bacon,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,434,621,28,0
Bacon,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,240,323,16,1
Bacon,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,636,883,38,1
Bacon,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,653,909,38,1
Bacon,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,626,870,36,1
Bacon,not available,U.S. House,1,Democrat,Patti Hewitt,63,45,14,0
Bacon,not available,U.S. House,1,Republican,"Earl L. """"Buddy"""" Carter",616,897,27,1
Baker,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,238,267,45,1
Baker,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,237,261,48,1
Baker,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,232,253,49,1
Baker,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,201,194,43,1
Baker,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,234,254,49,1
Baker,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,251,285,51,1
Baker,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,237,266,45,1
Baker,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,80,91,14,0
Baker,not available,District Attorney,South Georgia Judicial Circuit,Republican,Joe Mulholland,18,2,0,1
Baker,not available,State House,154,Republican,Gerald E. Greene,18,2,0,1
Baker,not available,State Senate,12,Democrat,Freddie Powell Sims,224,270,54,1
Baker,not available,Superior Court Judge,South Georgia Judicial Circuit,Nonpartisan,Heather Hendricks Lanier,297,314,51,1
Baker,not available,Superior Court Judge,South Georgia Judicial Circuit,Nonpartisan,"Lawton Chad Heard, Jr.",263,296,56,1
Baker,not available,Superior Court Judge,South Georgia Judicial Circuit,Nonpartisan,Margaret Claire Chason,240,263,50,1
Baker,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,190,191,32,1
Baker,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,107,115,22,0
Baker,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,245,264,46,1
Baker,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,246,266,46,1
Baker,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,237,267,46,1
Baker,not available,U.S. House,2,Democrat,Sanford Bishop,248,287,60,2
Baker,not available,U.S. House,2,Republican,A. Wayne Johnson,7,2,0,1
Baker,not available,U.S. House,2,Republican,Chuck Hand,8,0,0,0
Baker,not available,U.S. House,2,Republican,Michael Nixon,2,0,0,0
Baker,not available,U.S. House,2,Republican,Regina 'Reggie' Liparoto,1,0,0,0
Baldwin,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,2177,1869,191,0
Baldwin,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,2163,1857,190,0
Baldwin,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,2163,1848,193,0
Baldwin,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,1479,1286,98,0
Baldwin,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,2168,1853,186,0
Baldwin,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,2179,1885,199,0
Baldwin,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,2168,1867,187,0
Baldwin,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,846,694,120,0
Baldwin,not available,District Attorney,Ocmulgee Judicial Circuit,Republican,T. Wright Barksdale,1363,1139,76,0
Baldwin,not available,State House,128,Democrat,Mack Jackson,113,111,11,0
Baldwin,not available,State House,128,Republican,Tracy Wheeler,218,228,15,0
Baldwin,not available,State House,149,Democrat,Floyd Griffin,762,704,129,0
Baldwin,not available,State House,149,Democrat,Phyllis Tufts Hightower,169,140,28,0
Baldwin,not available,State House,149,Republican,Ken Vance,1135,914,59,0
Baldwin,not available,State Senate,25,Republican,Leland Jake Olinger,98,80,3,0
Baldwin,not available,State Senate,25,Republican,"Ricky """"Rick"""" Williams",1415,1163,76,0
Baldwin,not available,Superior Court Judge,Ocmulgee Judicial Circuit,Nonpartisan,Alison T. Burleson,2179,1865,190,0
Baldwin,not available,Superior Court Judge,Ocmulgee Judicial Circuit,Nonpartisan,Amanda S. Petty,2252,1934,197,0
Baldwin,not available,Superior Court Judge,Ocmulgee Judicial Circuit,Nonpartisan,Brenda Trammell,2220,1908,196,0
Baldwin,not available,Superior Court Judge,Ocmulgee Judicial Circuit,Nonpartisan,Stephen A. Bradley,2255,1934,200,0
Baldwin,not available,Superior Court Judge,Ocmulgee Judicial Circuit,Nonpartisan,Terry N. Massey,2183,1865,188,0
Baldwin,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,1168,963,90,0
Baldwin,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,1312,1158,139,0
Baldwin,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,2191,1881,192,0
Baldwin,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,2180,1875,193,0
Baldwin,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,2156,1857,186,0
Baldwin,not available,U.S. House,8,Democrat,Darrius Butler,704,640,115,0
Baldwin,not available,U.S. House,8,Democrat,Vince Watkins,237,208,29,0
Baldwin,not available,U.S. House,8,Republican,Austin Scott,1341,1125,73,0
Banks,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,1193,1484,74,2
Banks,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,1186,1489,75,2
Banks,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,1196,1504,77,2
Banks,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,1011,1260,65,2
Banks,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,1186,1491,78,2
Banks,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,1203,1500,75,2
Banks,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,1203,1489,77,2
Banks,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,240,311,17,0
Banks,not available,District Attorney,Piedmont Judicial Circuit,Republican,J. Bradley Smith,1160,1497,62,2
Banks,not available,State House,32,Republican,Chris Erwin,1188,1536,65,2
Banks,not available,State Senate,50,Democrat,June Krise,43,51,18,0
Banks,not available,State Senate,50,Republican,Bo Hatchett,1187,1531,66,2
Banks,not available,Superior Court Judge,Piedmont Judicial Circuit,Nonpartisan,Andy Crawford,946,1171,55,2
Banks,not available,Superior Court Judge,Piedmont Judicial Circuit,Nonpartisan,Ben Green,727,1015,50,2
Banks,not available,Superior Court Judge,Piedmont Judicial Circuit,Nonpartisan,Jim R. David,556,643,37,0
Banks,not available,Superior Court Judge,Piedmont Judicial Circuit,Nonpartisan,Nicholas Primm,1183,1488,76,2
Banks,not available,Superior Court Judge,Piedmont Judicial Circuit,Nonpartisan,Wanda Barnett,402,557,33,0
Banks,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,890,1078,55,2
Banks,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,415,574,30,0
Banks,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,1214,1514,78,2
Banks,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,1201,1514,75,2
Banks,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,1202,1495,76,2
Banks,not available,U.S. House,9,Democrat,Tambrei Cash,43,49,16,0
Banks,not available,U.S. House,9,Republican,Andrew Clyde,1230,1575,68,2
Barrow,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,3192,2219,202,2
Barrow,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,3194,2222,202,1
Barrow,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,3185,2208,197,1
Barrow,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,2335,1644,139,0
Barrow,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,3184,2195,199,1
Barrow,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,3224,2229,202,1
Barrow,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,3215,2226,201,1
Barrow,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,1022,670,84,1
Barrow,not available,District Attorney,Piedmont Judicial Circuit,Republican,J. Bradley Smith,2565,1900,138,1
Barrow,not available,State House,104,Republican,Chuck Efstration,646,330,31,0
Barrow,not available,State House,119,Republican,Holt Persinger,1744,1514,104,1
Barrow,not available,State House,120,Democrat,Andrew Ferguson,54,17,5,0
Barrow,not available,State House,120,Republican,Houston Gaines,205,83,7,0
Barrow,not available,State Senate,45,Republican,Clint Dixon,1161,797,71,0
Barrow,not available,State Senate,46,Democrat,Gareth Fenley,165,86,7,0
Barrow,not available,State Senate,46,Republican,Bill Cowsert,326,216,19,0
Barrow,not available,State Senate,47,Democrat,Conolus Scott,242,129,32,0
Barrow,not available,State Senate,47,Republican,Frank Ginn,848,723,40,0
Barrow,not available,State Senate,47,Republican,Ross Harvin,326,222,14,0
Barrow,not available,Superior Court Judge,Piedmont Judicial Circuit,Nonpartisan,Andy Crawford,2158,1584,126,1
Barrow,not available,Superior Court Judge,Piedmont Judicial Circuit,Nonpartisan,Ben Green,2078,1572,138,1
Barrow,not available,Superior Court Judge,Piedmont Judicial Circuit,Nonpartisan,Jim R. David,1242,776,89,0
Barrow,not available,Superior Court Judge,Piedmont Judicial Circuit,Nonpartisan,Nicholas Primm,3197,2226,201,1
Barrow,not available,Superior Court Judge,Piedmont Judicial Circuit,Nonpartisan,Wanda Barnett,1398,888,111,1
Barrow,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,2096,1357,104,1
Barrow,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,1486,1081,133,0
Barrow,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,3229,2251,196,1
Barrow,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,3229,2233,204,1
Barrow,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,3206,2228,198,2
Barrow,not available,U.S. House,10,Democrat,"Alexandra """"Lexy"""" Doherty",424,234,42,1
Barrow,not available,U.S. House,10,Democrat,Jessica Fore,302,159,38,0
Barrow,not available,U.S. House,10,Republican,Mike Collins,2677,1969,146,1
Bartow,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,5229,2540,289,10
Bartow,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,5228,2542,289,9
Bartow,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,5197,2545,289,10
Bartow,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,4234,2158,242,8
Bartow,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,5286,2595,296,9
Bartow,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,5222,2549,298,9
Bartow,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,5251,2566,292,10
Bartow,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,1392,632,105,1
Bartow,not available,District Attorney,Cherokee Judicial Circuit,Republican,"Erle J. Newton, III",4449,2149,206,12
Bartow,not available,State House,14,Republican,Mitchell L. Scoggins,2572,1072,87,6
Bartow,not available,State House,15,Republican,Matthew Gambill,2207,1256,135,3
Bartow,not available,State Senate,37,Democrat,Sadia Ali,36,17,7,0
Bartow,not available,State Senate,37,Democrat,Vanessa Ella Parker,54,21,6,0
Bartow,not available,State Senate,37,Republican,Ed Setzler,410,178,10,0
Bartow,not available,State Senate,52,Republican,Chuck Hufstetler,4255,2073,212,11
Bartow,not available,Superior Court Judge,Cherokee Judicial Circuit,Nonpartisan,Suzanne H. Smith,5254,2568,293,10
Bartow,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,3943,1907,214,8
Bartow,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,1903,985,148,3
Bartow,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,5275,2564,291,10
Bartow,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,5312,2582,296,10
Bartow,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,5263,2557,284,9
Bartow,not available,U.S. House,11,Democrat,Antonio Daza,285,195,44,0
Bartow,not available,U.S. House,11,Democrat,"Katy """"Kate"""" L. Stamper",524,240,59,0
Bartow,not available,U.S. House,11,Republican,Barry Loudermilk,4538,2242,233,11
Bartow,not available,U.S. House,11,Republican,Lori Marie Pesta,190,124,12,0
Bartow,not available,U.S. House,11,Republican,Mike Pons,385,145,16,1
Ben Hill,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,759,1436,44,1
Ben Hill,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,749,1428,43,1
Ben Hill,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,757,1416,44,1
Ben Hill,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,552,1074,29,1
Ben Hill,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,752,1428,44,0
Ben Hill,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,763,1445,44,1
Ben Hill,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,757,1441,43,1
Ben Hill,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,238,368,15,0
Ben Hill,not available,State House,148,Republican,"Noel W. Williams, Jr.",180,324,4,0
Ben Hill,not available,State House,156,Republican,Leesa Hagan,337,708,15,1
Ben Hill,not available,State Senate,13,Republican,Carden H. Summers,514,1025,18,1
Ben Hill,not available,Superior Court Judge,Cordele Judicial Circuit,Nonpartisan,Amy Bryant,665,1323,38,1
Ben Hill,not available,Superior Court Judge,Cordele Judicial Circuit,Nonpartisan,Chris Hughes,821,1515,44,1
Ben Hill,not available,Superior Court Judge,Cordele Judicial Circuit,Nonpartisan,Gill Braddy,832,1530,44,1
Ben Hill,not available,Superior Court Judge,Cordele Judicial Circuit,Nonpartisan,Lauren Warbington Fletcher,204,300,8,0
Ben Hill,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,427,884,20,1
Ben Hill,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,364,614,24,0
Ben Hill,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,772,1457,44,1
Ben Hill,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,777,1445,43,1
Ben Hill,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,763,1441,43,1
Ben Hill,not available,U.S. House,8,Democrat,Darrius Butler,184,291,21,0
Ben Hill,not available,U.S. House,8,Democrat,Vince Watkins,63,115,4,0
Ben Hill,not available,U.S. House,8,Republican,Austin Scott,547,1077,20,1
Berrien,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,1123,962,97,1
Berrien,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,1126,971,97,1
Berrien,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,1120,958,97,1
Berrien,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,980,812,66,1
Berrien,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,1118,957,97,1
Berrien,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,1131,979,97,1
Berrien,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,1132,968,95,1
Berrien,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,179,166,32,0
Berrien,not available,District Attorney,Alapaha Judicial Circuit,Republican,Chase L. Studstill,1116,957,64,1
Berrien,not available,State House,170,Republican,Donny Roberson,178,182,22,0
Berrien,not available,State House,170,Republican,Jaclyn Dixon Ford,1024,857,48,1
Berrien,not available,State Senate,13,Republican,Carden H. Summers,1065,935,58,1
Berrien,not available,Superior Court Judge,Alapaha Judicial Circuit,Nonpartisan,Clayton 'Clay' Alan Tomlinson,1157,1013,102,1
Berrien,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,790,692,66,1
Berrien,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,395,324,37,0
Berrien,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,1138,984,97,1
Berrien,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,1140,977,96,1
Berrien,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,1131,976,97,1
Berrien,not available,U.S. House,8,Democrat,Darrius Butler,37,34,23,0
Berrien,not available,U.S. House,8,Democrat,Vince Watkins,21,12,10,0
Berrien,not available,U.S. House,8,Republican,Austin Scott,1127,980,68,1
Bibb,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,10049,5475,947,13
Bibb,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,10016,5470,941,14
Bibb,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,10038,5472,937,16
Bibb,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,5929,2690,410,6
Bibb,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,10058,5492,934,13
Bibb,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,10121,5523,941,16
Bibb,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,10214,5564,954,13
Bibb,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,5077,3210,623,10
Bibb,not available,District Attorney,Macon Judicial Circuit,Democrat,Anita Reynolds Howard,6931,4436,795,17
Bibb,not available,State House,142,Democrat,Miriam Paris,2734,1736,304,3
Bibb,not available,State House,142,Republican,Calvin Dennis Palmer,1019,417,75,0
Bibb,not available,State House,143,Democrat,Anissa Jones,1232,704,150,3
Bibb,not available,State House,143,Republican,Barbara Boyer,611,148,27,1
Bibb,not available,State House,144,Democrat,Anita Hyland,391,183,19,0
Bibb,not available,State House,144,Republican,Dale Washburn,279,99,30,0
Bibb,not available,State House,145,Democrat,"Donald L. Druitt, Sr.",317,206,23,0
Bibb,not available,State House,145,Democrat,Juwan Jackson,888,567,64,1
Bibb,not available,State House,145,Democrat,Tangie Herring,823,572,103,1
Bibb,not available,State House,145,Republican,De'Ron Rogers,519,210,28,0
Bibb,not available,State House,145,Republican,Nancy Hicks,159,100,9,0
Bibb,not available,State House,145,Republican,Noah Redding Harbuck,494,135,20,0
Bibb,not available,State House,149,Democrat,Floyd Griffin,361,310,81,0
Bibb,not available,State House,149,Democrat,Phyllis Tufts Hightower,373,241,49,0
Bibb,not available,State House,149,Republican,Ken Vance,27,7,5,0
Bibb,not available,State Senate,18,Republican,John F. Kennedy,2130,709,134,1
Bibb,not available,State Senate,25,Republican,Leland Jake Olinger,36,13,4,0
Bibb,not available,State Senate,25,Republican,"Ricky """"Rick"""" Williams",307,154,39,0
Bibb,not available,State Senate,26,Democrat,"David E Lucas, Sr.",3974,2765,604,8
Bibb,not available,Superior Court Judge,Macon Judicial Circut,Nonpartisan,Jeffrey O. Monroe,10163,5542,963,15
Bibb,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,5993,2892,515,9
Bibb,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,5309,3164,548,8
Bibb,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,10257,5586,939,17
Bibb,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,10123,5495,952,16
Bibb,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,10079,5463,938,16
Bibb,not available,U.S. House,2,Democrat,Sanford Bishop,4975,3486,688,11
Bibb,not available,U.S. House,2,Republican,A. Wayne Johnson,813,347,62,0
Bibb,not available,U.S. House,2,Republican,Chuck Hand,508,144,20,1
Bibb,not available,U.S. House,2,Republican,Michael Nixon,275,67,10,0
Bibb,not available,U.S. House,2,Republican,Regina 'Reggie' Liparoto,77,18,5,0
Bibb,not available,U.S. House,8,Democrat,Darrius Butler,1234,665,73,0
Bibb,not available,U.S. House,8,Democrat,Vince Watkins,938,426,61,1
Bibb,not available,U.S. House,8,Republican,Austin Scott,1560,574,130,0
Bleckley,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,842,899,37,0
Bleckley,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,845,900,35,0
Bleckley,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,838,891,36,0
Bleckley,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,764,779,37,0
Bleckley,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,838,885,35,0
Bleckley,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,851,899,34,0
Bleckley,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,861,901,37,0
Bleckley,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,114,125,8,0
Bleckley,not available,District Attorney,Oconee Judicial Circuit,Republican,Timothy G. Vaughn,793,896,34,0
Bleckley,not available,State House,133,Republican,Danny Mathis,864,973,36,0
Bleckley,not available,State Senate,20,Republican,Larry Walker,654,858,37,0
Bleckley,not available,State Senate,20,Republican,Tori Branum,224,138,3,0
Bleckley,not available,Superior Court Judge,Oconee Judicial Circuit,Nonpartisan,C. Michael 'Mike' Johnson,850,899,35,0
Bleckley,not available,Superior Court Judge,Oconee Judicial Circuit,Nonpartisan,"Howard C. Kaufold, Jr",844,891,36,0
Bleckley,not available,Superior Court Judge,Oconee Judicial Circuit,Nonpartisan,Sarah F. Wall,880,928,35,0
Bleckley,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,599,649,25,0
Bleckley,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,324,321,28,0
Bleckley,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,859,916,37,0
