county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Clinch,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,628,629,22,0
Clinch,not available,U.S. House,8,Democrat,Darrius Butler,20,14,0,0
Clinch,not available,U.S. House,8,Democrat,Vince Watkins,4,12,0,0
Clinch,not available,U.S. House,8,Republican,Austin Scott,575,596,22,0
Cobb,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,41992,24081,2324,88
Cobb,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,41780,23965,2330,84
Cobb,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,41754,23881,2296,86
Cobb,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,21279,11901,1428,29
Cobb,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,41847,23951,2286,84
Cobb,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,41999,24113,2431,91
Cobb,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,42126,24124,2424,94
Cobb,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,24343,14378,1358,62
Cobb,not available,District Attorney,Cobb Judicial Circuit,Democrat,"Flynn D. Broady, Jr.",11406,8103,985,27
Cobb,not available,District Attorney,Cobb Judicial Circuit,Democrat,Sonya F. Allen,15743,8376,627,43
Cobb,not available,State House,19,Democrat,R.J. Coyle,503,477,23,1
Cobb,not available,State House,19,Republican,Joseph Gullett,502,471,34,0
Cobb,not available,State House,22,Democrat,"James """"JL"""" Shade",805,306,53,1
Cobb,not available,State House,22,Republican,Jordan Ridley,678,248,41,0
Cobb,not available,State House,22,Republican,Paul G. Kettering,429,112,16,0
Cobb,not available,State House,34,Democrat,Karl Gallegos,2008,1260,106,0
Cobb,not available,State House,34,Republican,Devan Seabaugh,2611,1494,145,2
Cobb,not available,State House,35,Democrat,Lisa Gayle Campbell,1337,770,74,3
Cobb,not available,State House,35,Republican,Gary Cecil Chaffee,873,485,60,0
Cobb,not available,State House,36,Republican,Ginny Ehrhart,2127,1396,131,0
Cobb,not available,State House,37,Democrat,Mary Frances Williams,1662,1012,119,1
Cobb,not available,State House,37,Republican,Shea Taylor,1366,690,84,1
Cobb,not available,State House,38,Democrat,David Wilkerson,2179,1664,104,1
Cobb,not available,State House,38,Democrat,Martine Claude Maignan,665,313,14,1
Cobb,not available,State House,39,Democrat,Terry Cummings,2921,1702,120,18
Cobb,not available,State House,41,Democrat,Michael Smith,1872,1155,135,4
Cobb,not available,State House,41,Republican,Andrea Smith,581,319,79,1
Cobb,not available,State House,42,Democrat,Gabriel Sanchez,1372,843,34,4
Cobb,not available,State House,42,Democrat,Teri Anulewicz,926,724,61,2
Cobb,not available,State House,42,Republican,Diane E. Jackson,763,398,67,2
Cobb,not available,State House,43,Democrat,Solomon Adesanya,1326,735,106,1
Cobb,not available,State House,44,Democrat,Danielle Bell,1158,601,77,0
Cobb,not available,State House,44,Republican,Don L. Parsons,1444,667,80,4
Cobb,not available,State House,45,Democrat,Eric Castater,1918,1091,131,1
Cobb,not available,State House,45,Republican,Sharon Cooper,2672,1462,182,1
Cobb,not available,State House,46,Democrat,Micheal Garza,1402,726,76,0
Cobb,not available,State House,46,Republican,John Carson,1810,899,114,6
Cobb,not available,State House,60,Democrat,Diane Clair,98,29,4,0
Cobb,not available,State House,60,Democrat,Sheila Jones,287,69,23,0
Cobb,not available,State House,60,Republican,Cathy G. Henson,264,59,18,0
Cobb,not available,State House,61,Democrat,De'Lonn Brown,558,343,34,1
Cobb,not available,State House,61,Democrat,Mekyah McQueen,1431,760,59,2
Cobb,not available,State Senate,28,Democrat,Donzella James,3242,2119,144,15
Cobb,not available,State Senate,28,Democrat,"Terracia """"Tee"""" Wilkinson",1302,582,31,9
Cobb,not available,State Senate,32,Republican,Ben Paul Fremer,687,278,49,0
Cobb,not available,State Senate,32,Republican,Kay Kirkpatrick,2761,1266,206,1
Cobb,not available,State Senate,33,Democrat,Euriel Hemmerly,2254,1066,86,4
Cobb,not available,State Senate,33,Democrat,Michael Doc Rhett,3979,3116,355,5
Cobb,not available,State Senate,35,Democrat,Jason Esteves,4303,2463,207,6
Cobb,not available,State Senate,37,Democrat,Sadia Ali,2811,1819,172,1
Cobb,not available,State Senate,37,Democrat,Vanessa Ella Parker,2772,2007,173,3
Cobb,not available,State Senate,37,Republican,Ed Setzler,6260,3873,364,4
Cobb,not available,State Senate,56,Democrat,JD Jordan,2984,1444,181,0
Cobb,not available,State Senate,56,Republican,John Albers,3898,1840,223,10
Cobb,not available,Superior Court Judge,Cobb Judicial Circuit,Nonpartisan,Angela Z. Brown,42285,24339,2475,90
Cobb,not available,Superior Court Judge,Cobb Judicial Circuit,Nonpartisan,Greg Poole,41932,24081,2433,88
Cobb,not available,Superior Court Judge,Cobb Judicial Circuit,Nonpartisan,Henry R. Thompson,41624,23836,2390,86
Cobb,not available,Superior Court Judge,Cobb Judicial Circuit,Nonpartisan,Jason D. Marbutt,41666,23858,2426,86
Cobb,not available,Superior Court Judge,Cobb Judicial Circuit,Nonpartisan,Julie Jacobs,30948,18236,2168,56
Cobb,not available,Superior Court Judge,Cobb Judicial Circuit,Nonpartisan,Kellie S. Hill,42018,24235,2472,88
Cobb,not available,Superior Court Judge,Cobb Judicial Circuit,Nonpartisan,Kimberly A. Childs,42311,24318,2452,88
Cobb,not available,Superior Court Judge,Cobb Judicial Circuit,Nonpartisan,Sylvia Goldman,14847,8354,790,39
Cobb,not available,Superior Court Judge,Cobb Judicial Circuit,Nonpartisan,Vic Reynolds,41950,24131,2431,89
Cobb,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,25489,14318,1570,53
Cobb,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,22226,13030,1508,53
Cobb,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,42287,24347,2457,94
Cobb,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,42543,24459,2469,94
Cobb,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,42114,24167,2424,94
Cobb,not available,U.S. House,6,Democrat,Jerica Richardson,1784,762,39,7
Cobb,not available,U.S. House,6,Democrat,Lucy McBath,10493,6866,576,36
Cobb,not available,U.S. House,6,Democrat,Mandisha Ann-Marie Thomas,770,325,25,2
Cobb,not available,U.S. House,6,Republican,Jeff Criswell,3349,1683,309,10
Cobb,not available,U.S. House,11,Democrat,Antonio Daza,4503,2341,370,9
Cobb,not available,U.S. House,11,Democrat,"Katy """"Kate"""" L. Stamper",5652,3210,392,7
Cobb,not available,U.S. House,11,Republican,Barry Loudermilk,10264,5236,717,18
Cobb,not available,U.S. House,11,Republican,Lori Marie Pesta,609,272,68,0
Cobb,not available,U.S. House,11,Republican,Mike Pons,978,373,56,0
Cobb,not available,U.S. House,14,Democrat,Clarence Blalock,1664,1152,75,1
Cobb,not available,U.S. House,14,Democrat,Deric Houston,759,495,16,1
Cobb,not available,U.S. House,14,Democrat,Joseph Leigh,379,286,22,0
Cobb,not available,U.S. House,14,Democrat,"Shawn """"General"""" Harris",1407,1171,131,1
Cobb,not available,U.S. House,14,Republican,Marjorie Taylor Greene,4069,2611,201,4
Coffee,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,2603,2828,46,4
Coffee,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,2568,2813,45,3
Coffee,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,2545,2789,46,3
Coffee,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,2012,2349,38,1
Coffee,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,2535,2798,46,3
Coffee,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,2610,2844,45,3
Coffee,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,2577,2834,45,4
Coffee,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,735,593,20,3
Coffee,not available,State House,169,Democrat,Theresa R. Rewis,422,319,15,3
Coffee,not available,State House,169,Republican,Angie O'Steen,1621,1777,21,2
Coffee,not available,State House,169,Republican,William E. Roberts,410,328,7,0
Coffee,not available,State House,176,Republican,James D. Burchett,468,732,16,0
Coffee,not available,State Senate,13,Republican,Carden H. Summers,1135,1380,21,1
Coffee,not available,State Senate,19,Republican,Blake Tillery,945,1077,15,1
Coffee,not available,Superior Court Judge,Waycross Judicial Circuit,Nonpartisan,Andrew C Spivey,2622,2925,49,4
Coffee,not available,Superior Court Judge,Waycross Judicial Circuit,Nonpartisan,J Kelly Brooks,2584,2866,45,3
Coffee,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,1597,1808,34,0
Coffee,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,1303,1328,29,5
Coffee,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,2622,2877,44,3
Coffee,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,2666,2946,48,3
Coffee,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,2602,2841,46,3
Coffee,not available,U.S. House,8,Democrat,Darrius Butler,412,317,13,2
Coffee,not available,U.S. House,8,Democrat,Vince Watkins,121,89,6,1
Coffee,not available,U.S. House,8,Republican,Austin Scott,2148,2557,38,2
Colquitt,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,1963,1062,66,1
Colquitt,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,1955,1060,64,1
Colquitt,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,1952,1062,64,1
Colquitt,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,1563,823,48,2
Colquitt,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,1961,1062,64,1
Colquitt,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,2002,1076,69,1
Colquitt,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,1969,1069,65,1
Colquitt,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,523,340,34,0
Colquitt,not available,District Attorney,Southern Judicial Circuit,Republican,Brad Shealy,1721,923,47,2
Colquitt,not available,State House,172,Republican,Charles 'Chas' Cannon,1760,947,47,2
Colquitt,not available,State Senate,11,Republican,Sam Watson,1785,956,50,2
Colquitt,not available,Superior Court Judge,Southern Judicial Circut,Nonpartisan,Jeremy Baker,935,542,52,1
Colquitt,not available,Superior Court Judge,Southern Judicial Circut,Nonpartisan,William Whitesell,1193,661,28,1
Colquitt,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,1415,736,42,0
Colquitt,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,680,416,40,2
Colquitt,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,1981,1081,65,1
Colquitt,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,1979,1075,68,1
Colquitt,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,1965,1071,65,1
Colquitt,not available,U.S. House,8,Democrat,Darrius Butler,219,159,22,0
Colquitt,not available,U.S. House,8,Democrat,Vince Watkins,56,38,13,0
Colquitt,not available,U.S. House,8,Republican,Austin Scott,1765,953,52,1
Columbia,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,7719,3127,451,2
Columbia,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,7687,3112,450,2
Columbia,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,7662,3105,453,2
Columbia,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,5298,2164,323,1
Columbia,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,7680,3114,448,2
Columbia,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,7703,3120,462,3
Columbia,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,7738,3130,458,3
Columbia,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,2739,1121,209,1
Columbia,not available,State House,123,Democrat,Hope S. Beard,33,13,1,0
Columbia,not available,State House,123,Republican,Rob Leverett,140,48,2,0
Columbia,not available,State House,125,Democrat,Kay Turner,728,278,51,1
Columbia,not available,State House,125,Republican,Gary Richardson,1546,653,66,0
Columbia,not available,State House,127,Republican,Mark Newton,1563,446,95,0
Columbia,not available,State House,131,Democrat,Heather Rose White,805,382,78,1
Columbia,not available,State House,131,Republican,Benjamin Shawn Cairns,210,106,17,0
Columbia,not available,State House,131,Republican,David Christian Byrne,138,89,20,0
Columbia,not available,State House,131,Republican,Paul Abbott,447,246,35,0
Columbia,not available,State House,131,Republican,Rob Clifton,1294,527,66,0
Columbia,not available,State House,131,Republican,Russell A. Wilder,380,272,22,0
Columbia,not available,State Senate,23,Democrat,Shayna Boston,848,289,57,0
Columbia,not available,State Senate,23,Republican,Max Burns,1583,552,74,1
Columbia,not available,State Senate,24,Republican,Lee Anderson,4254,1797,263,0
Columbia,not available,Superior Court Judge,Columbia Judicial Circuit,Nonpartisan,Sheryl B. Jolly-Turner,7833,3182,480,2
Columbia,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,5372,2086,295,2
Columbia,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,3216,1429,281,1
Columbia,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,7720,3137,459,3
Columbia,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,7755,3107,459,3
Columbia,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,7712,3113,451,3
Columbia,not available,U.S. House,12,Democrat,"Daniel """"'DJ"""" Jackson",835,363,76,0
Columbia,not available,U.S. House,12,Democrat,"Elizabeth """"Liz"""" Johnson",1348,566,130,2
Columbia,not available,U.S. House,12,Republican,Rick W. Allen,5975,2415,354,1
Cook,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,853,589,60,0
Cook,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,858,590,60,0
Cook,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,856,593,58,0
Cook,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,676,484,39,0
Cook,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,855,594,58,0
Cook,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,872,604,61,0
Cook,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,871,605,61,0
Cook,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,223,131,25,0
Cook,not available,District Attorney,Alapaha Judicial Circuit,Republican,Chase L. Studstill,692,487,39,0
Cook,not available,State House,170,Republican,Donny Roberson,89,53,5,0
Cook,not available,State House,170,Republican,Jaclyn Dixon Ford,302,230,15,0
Cook,not available,State House,172,Republican,Charles 'Chas' Cannon,320,225,21,0
Cook,not available,State Senate,11,Republican,Sam Watson,690,494,39,0
Cook,not available,Superior Court Judge,Alapaha Judicial Circuit,Nonpartisan,Clayton 'Clay' Alan Tomlinson,884,627,63,0
Cook,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,560,410,40,0
Cook,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,361,237,28,0
Cook,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,879,601,60,0
Cook,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,860,607,60,0
Cook,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,870,591,60,0
Cook,not available,U.S. House,8,Democrat,Darrius Butler,148,93,19,0
Cook,not available,U.S. House,8,Democrat,Vince Watkins,51,20,5,0
Cook,not available,U.S. House,8,Republican,Austin Scott,727,532,41,0
Coweta,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,8637,4384,454,4
Coweta,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,8613,4380,455,3
Coweta,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,8608,4370,454,3
Coweta,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,6682,3436,325,2
Coweta,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,8582,4359,449,4
Coweta,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,8655,4395,464,3
Coweta,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,8655,4384,459,3
Coweta,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,2566,1279,209,2
Coweta,not available,District Attorney,Coweta Judicial Circuit,Republican,Herb Cranford,7044,3546,310,2
Coweta,not available,State House,65,Democrat,DeAndre S. Pickett,79,41,3,0
Coweta,not available,State House,65,Democrat,Mel Keyton,9,11,3,0
Coweta,not available,State House,65,Democrat,Robert Dawson,84,86,15,0
Coweta,not available,State House,65,Democrat,Sam Wakefield,42,31,7,0
Coweta,not available,State House,67,Democrat,Lydia Glaize,224,116,17,0
Coweta,not available,State House,67,Republican,Kevin G. Smith,236,143,7,0
Coweta,not available,State House,67,Republican,Matthew Hammett,767,421,25,0
Coweta,not available,State House,70,Democrat,Diane Boulai,803,312,65,2
Coweta,not available,State House,70,Republican,Lynn Smith,2181,648,104,1
Coweta,not available,State House,73,Democrat,Tim Wilkinson,219,187,15,0
Coweta,not available,State House,73,Democrat,Tom Thomason,198,201,35,0
Coweta,not available,State House,73,Republican,Josh Bonner,1330,1239,73,0
Coweta,not available,State House,136,Democrat,Jeff Lowe,285,144,21,0
Coweta,not available,State House,136,Republican,David Jenkins,1320,494,54,0
Coweta,not available,State House,136,Republican,Michael J. Riesen,696,255,6,1
Coweta,not available,State Senate,6,Democrat,Jenny Enderlin,1898,1111,180,2
Coweta,not available,State Senate,6,Republican,Matt Brass,7102,3606,307,2
Coweta,not available,Superior Court Judge,Coweta Judicial Circuit,Nonpartisan,Dennis T. Blackmon,8638,4383,458,3
Coweta,not available,Superior Court Judge,Coweta Judicial Circuit,Nonpartisan,Emory L. Palmer,8712,4414,460,3
Coweta,not available,Superior Court Judge,Coweta Judicial Circuit,Nonpartisan,Erica L. Tisinger,8605,4360,458,4
Coweta,not available,Superior Court Judge,Coweta Judicial Circuit,Nonpartisan,John Simpson,8599,4351,458,3
Coweta,not available,Superior Court Judge,Coweta Judicial Circuit,Nonpartisan,Nina Markette Baker,8629,4378,458,4
Coweta,not available,Superior Court Judge,Coweta Judicial Circuit,Nonpartisan,W. Travis Sakrison,8583,4356,455,3
Coweta,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,6269,2951,319,1
Coweta,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,3479,1952,234,3
Coweta,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,8723,4432,453,3
Coweta,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,8718,4442,460,3
Coweta,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,8667,4394,454,3
Coweta,not available,U.S. House,3,Democrat,Maura Keller,1182,668,114,1
Coweta,not available,U.S. House,3,Democrat,Val Almonord,900,510,97,1
Coweta,not available,U.S. House,3,Republican,Brian Jack,3498,1574,163,1
Coweta,not available,U.S. House,3,Republican,Jim Bennett,206,116,8,0
Coweta,not available,U.S. House,3,Republican,Mike Crane,1648,1021,94,0
Coweta,not available,U.S. House,3,Republican,Mike Dugan,1461,659,63,0
Coweta,not available,U.S. House,3,Republican,Philip Singleton,956,536,35,0
Crawford,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,758,706,31,0
Crawford,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,757,708,30,0
Crawford,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,766,709,30,0
Crawford,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,645,574,31,0
Crawford,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,763,708,31,0
Crawford,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,763,711,31,0
Crawford,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,770,717,32,0
Crawford,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,164,166,12,0
Crawford,not available,District Attorney,Macon Judicial Circuit,Democrat,Anita Reynolds Howard,141,179,16,0
Crawford,not available,State House,134,Republican,Joshua Lewis,146,145,2,0
Crawford,not available,State House,134,Republican,"Robert L. Dickey, III",577,477,25,0
Crawford,not available,State Senate,18,Republican,John F. Kennedy,660,578,19,0
Crawford,not available,Superior Court Judge,Macon Judicial Circut,Nonpartisan,Jeffrey O. Monroe,766,712,33,0
Crawford,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,458,409,23,0
Crawford,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,389,362,18,0
Crawford,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,776,725,33,0
Crawford,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,770,711,32,0
Crawford,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,771,712,32,0
Crawford,not available,U.S. House,2,Democrat,Sanford Bishop,146,185,18,0
Crawford,not available,U.S. House,2,Republican,A. Wayne Johnson,271,245,14,0
Crawford,not available,U.S. House,2,Republican,Chuck Hand,230,199,7,0
Crawford,not available,U.S. House,2,Republican,Michael Nixon,127,93,5,0
Crawford,not available,U.S. House,2,Republican,Regina 'Reggie' Liparoto,24,14,0,0
Crisp,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,989,1041,86,0
Crisp,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,975,1047,85,0
Crisp,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,964,1032,84,0
Crisp,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,800,891,59,0
Crisp,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,965,1034,84,0
Crisp,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,999,1048,88,0
Crisp,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,979,1047,84,0
Crisp,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,233,171,28,0
Crisp,not available,State House,148,Republican,"Noel W. Williams, Jr.",796,961,72,0
Crisp,not available,State Senate,13,Republican,Carden H. Summers,774,932,71,0
Crisp,not available,Superior Court Judge,Cordele Judicial Circuit,Nonpartisan,Amy Bryant,799,834,55,0
Crisp,not available,Superior Court Judge,Cordele Judicial Circuit,Nonpartisan,Chris Hughes,1036,1118,91,0
Crisp,not available,Superior Court Judge,Cordele Judicial Circuit,Nonpartisan,Gill Braddy,960,1030,84,0
Crisp,not available,Superior Court Judge,Cordele Judicial Circuit,Nonpartisan,Lauren Warbington Fletcher,403,381,43,0
Crisp,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,659,732,46,0
Crisp,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,391,369,50,0
Crisp,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,981,1059,88,0
Crisp,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,990,1054,88,0
Crisp,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,971,1050,87,0
Crisp,not available,U.S. House,8,Democrat,Darrius Butler,192,124,20,0
Crisp,not available,U.S. House,8,Democrat,Vince Watkins,56,26,3,0
Crisp,not available,U.S. House,8,Republican,Austin Scott,775,929,68,0
Dade,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,1184,791,34,1
Dade,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,1199,806,34,1
Dade,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,1187,799,35,1
Dade,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,921,563,27,0
Dade,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,1188,802,35,1
Dade,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,1202,808,35,1
Dade,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,1203,811,34,1
Dade,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,340,307,20,1
Dade,not available,District Attorney,Judicial Circuit Lookout Mountain,Republican,Clayton Fuller,1217,823,27,1
Dade,not available,State House,1,Democrat,John B. Zibluk,80,80,13,0
Dade,not available,State House,1,Republican,Mike Cameron,1245,839,30,1
Dade,not available,State Senate,53,Democrat,Bart Alexander Bryant,80,79,15,0
Dade,not available,State Senate,53,Republican,Angela Pence,367,367,13,0
Dade,not available,State Senate,53,Republican,Colton Moore,1061,627,23,1
Dade,not available,Superior Court Judge,Lookout Mountain,Nonpartisan,Ann E. Willard Fiddler,722,548,19,0
Dade,not available,Superior Court Judge,Lookout Mountain,Nonpartisan,Brian House,1243,877,42,1
Dade,not available,Superior Court Judge,Lookout Mountain,Nonpartisan,Chris A. Arnt,1218,854,39,1
Dade,not available,Superior Court Judge,Lookout Mountain,Nonpartisan,Melissa Gifford Hise,699,474,36,1
Dade,not available,Supreme Court Justice,Pinson,Nonpartisan,Andrew Pinson,826,571,28,0
Dade,not available,Supreme Court Justice,Pinson,Nonpartisan,John Barrow,512,345,20,1
Dade,not available,Supreme Court Justice,Ellington,Nonpartisan,John J. Ellington,1227,817,37,1
Dade,not available,Supreme Court Justice,Boggs,Nonpartisan,Michael P. Boggs,1221,823,38,1
Dade,not available,Supreme Court Justice,Peterson,Nonpartisan,Nels Peterson,1219,816,36,1
Dade,not available,U.S. House,14,Democrat,Clarence Blalock,37,36,5,0
Dade,not available,U.S. House,14,Democrat,Deric Houston,11,11,4,0
Dade,not available,U.S. House,14,Democrat,Joseph Leigh,9,6,2,0
Dade,not available,U.S. House,14,Democrat,"Shawn """"General"""" Harris",35,33,5,0
Dade,not available,U.S. House,14,Republican,Marjorie Taylor Greene,1196,797,30,1
Dawson,not available,Appeals Court Judge,Mercier,Nonpartisan,Amanda H. Mercier,1114,1396,111,3
Dawson,not available,Appeals Court Judge,Land,Nonpartisan,Ben Land,1117,1403,112,3
Dawson,not available,Appeals Court Judge,Rickman,Nonpartisan,Brian M. Rickman,1115,1404,114,3
Dawson,not available,Appeals Court Judge,Miller,Nonpartisan,Jeff Davis,856,1064,98,2
Dawson,not available,Appeals Court Judge,Watkins,Nonpartisan,Jeffrey A. Watkins,1115,1394,113,3
Dawson,not available,Appeals Court Judge,Hodges,Nonpartisan,Ken Hodges,1128,1410,109,3
Dawson,not available,Appeals Court Judge,Dillard,Nonpartisan,Stephen Dillard,1128,1400,111,3
Dawson,not available,Appeals Court Judge,Miller,Nonpartisan,Tabitha Ponder,304,408,36,2
Dawson,not available,State House,7,Republican,Johnny Chastain,132,134,12,0
Dawson,not available,State House,9,Republican,William S. Wade,890,1170,80,3
Dawson,not available,State Senate,51,Republican,Steve Gooch,1012,1285,97,3
Dawson,not available,Superior Court Judge,Northeastern Judicial Circuit,Nonpartisan,Bonnie Chessher Oliver,1109,1419,112,3
Dawson,not available,Superior Court Judge,Northeastern Judicial Circuit,Nonpartisan,Clint Garry Bearden,1139,1435,123,3
Dawson,not available,Superior Court Judge,Northeastern Judicial Circuit,Nonpartisan,John G. Breakfield,637,826,69,1
Dawson,not available,Superior Court Judge,Northeastern Judicial Circuit,Nonpartisan,Michelle Hall,510,680,70,3
