county,precinct_code,precinct,office,district,party,candidate,votes
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Michael Bloomberg,12
King,RED 48-2635,RED 48-2635,President,,Democratic Party,John Delaney,0
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Tulsi Gabbard,2
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Andrew Yang,0
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Tom Steyer,0
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Deval Patrick,0
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Amy Klobuchar,1
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Bernie Sanders,49
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Joseph R. Biden,88
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Michael Bennet,0
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Uncommitted Delegates,4
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Elizabeth Warren,15
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Pete Buttigieg,5
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Write-in,0
King,RED 48-2635,RED 48-2635,President,,Democratic Party,Cory Booker,0
King,RED 48-2635,RED 48-2635,President,,Republican Party,Write-in,0
King,RED 48-2635,RED 48-2635,President,,Republican Party,Donald J. Trump,19
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Michael Bloomberg,14
King,RED 48-2636,RED 48-2636,President,,Democratic Party,John Delaney,0
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Tulsi Gabbard,1
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Andrew Yang,0
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Tom Steyer,0
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Deval Patrick,0
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Amy Klobuchar,3
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Bernie Sanders,69
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Joseph R. Biden,99
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Michael Bennet,0
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Uncommitted Delegates,0
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Elizabeth Warren,28
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Pete Buttigieg,4
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Write-in,0
King,RED 48-2636,RED 48-2636,President,,Democratic Party,Cory Booker,0
King,RED 48-2636,RED 48-2636,President,,Republican Party,Write-in,1
King,RED 48-2636,RED 48-2636,President,,Republican Party,Donald J. Trump,29
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Michael Bloomberg,6
King,DES 33-2637,DES 33-2637,President,,Democratic Party,John Delaney,0
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Tulsi Gabbard,0
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Andrew Yang,0
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Tom Steyer,1
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Deval Patrick,0
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Amy Klobuchar,0
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Bernie Sanders,89
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Joseph R. Biden,56
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Michael Bennet,0
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Uncommitted Delegates,0
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Elizabeth Warren,24
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Pete Buttigieg,3
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Write-in,0
King,DES 33-2637,DES 33-2637,President,,Democratic Party,Cory Booker,0
King,DES 33-2637,DES 33-2637,President,,Republican Party,Write-in,1
King,DES 33-2637,DES 33-2637,President,,Republican Party,Donald J. Trump,43
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Michael Bloomberg,11
King,RED 45-2638,RED 45-2638,President,,Democratic Party,John Delaney,0
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Tulsi Gabbard,0
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Andrew Yang,0
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Tom Steyer,0
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Deval Patrick,0
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Amy Klobuchar,3
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Bernie Sanders,71
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Joseph R. Biden,82
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Michael Bennet,0
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Uncommitted Delegates,0
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Elizabeth Warren,24
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Pete Buttigieg,9
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Write-in,1
King,RED 45-2638,RED 45-2638,President,,Democratic Party,Cory Booker,0
King,RED 45-2638,RED 45-2638,President,,Republican Party,Write-in,0
King,RED 45-2638,RED 45-2638,President,,Republican Party,Donald J. Trump,33
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Michael Bloomberg,9
King,RED 48-2640,RED 48-2640,President,,Democratic Party,John Delaney,0
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Tulsi Gabbard,2
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Andrew Yang,0
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Tom Steyer,0
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Deval Patrick,0
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Amy Klobuchar,4
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Bernie Sanders,113
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Joseph R. Biden,66
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Michael Bennet,0
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Uncommitted Delegates,0
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Elizabeth Warren,29
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Pete Buttigieg,7
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Write-in,0
King,RED 48-2640,RED 48-2640,President,,Democratic Party,Cory Booker,0
King,RED 48-2640,RED 48-2640,President,,Republican Party,Write-in,1
King,RED 48-2640,RED 48-2640,President,,Republican Party,Donald J. Trump,21
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Michael Bloomberg,19
King,RED 48-2641,RED 48-2641,President,,Democratic Party,John Delaney,0
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Tulsi Gabbard,4
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Andrew Yang,4
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Tom Steyer,1
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Deval Patrick,0
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Amy Klobuchar,10
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Bernie Sanders,87
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Joseph R. Biden,140
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Michael Bennet,0
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Uncommitted Delegates,1
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Elizabeth Warren,30
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Pete Buttigieg,6
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Write-in,0
King,RED 48-2641,RED 48-2641,President,,Democratic Party,Cory Booker,0
King,RED 48-2641,RED 48-2641,President,,Republican Party,Write-in,2
King,RED 48-2641,RED 48-2641,President,,Republican Party,Donald J. Trump,46
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Michael Bloomberg,14
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,John Delaney,0
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Tulsi Gabbard,2
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Andrew Yang,3
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Tom Steyer,0
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Deval Patrick,0
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Amy Klobuchar,8
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Bernie Sanders,42
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Joseph R. Biden,61
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Michael Bennet,0
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Uncommitted Delegates,1
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Elizabeth Warren,16
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Pete Buttigieg,6
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Write-in,0
King,BRYN MAWR,BRYN MAWR,President,,Democratic Party,Cory Booker,0
King,BRYN MAWR,BRYN MAWR,President,,Republican Party,Write-in,1
King,BRYN MAWR,BRYN MAWR,President,,Republican Party,Donald J. Trump,40
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Michael Bloomberg,9
King,RED 45-2643,RED 45-2643,President,,Democratic Party,John Delaney,0
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Tulsi Gabbard,0
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Andrew Yang,0
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Tom Steyer,0
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Deval Patrick,0
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Amy Klobuchar,2
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Bernie Sanders,79
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Joseph R. Biden,87
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Michael Bennet,0
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Uncommitted Delegates,0
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Elizabeth Warren,21
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Pete Buttigieg,7
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Write-in,0
King,RED 45-2643,RED 45-2643,President,,Democratic Party,Cory Booker,1
King,RED 45-2643,RED 45-2643,President,,Republican Party,Write-in,0
King,RED 45-2643,RED 45-2643,President,,Republican Party,Donald J. Trump,25
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Michael Bloomberg,11
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,John Delaney,0
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Tulsi Gabbard,1
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Andrew Yang,1
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Tom Steyer,0
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Deval Patrick,0
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Amy Klobuchar,4
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Bernie Sanders,43
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Joseph R. Biden,69
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Michael Bennet,0
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Uncommitted Delegates,0
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Elizabeth Warren,9
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Pete Buttigieg,7
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Write-in,0
King,NPK 33-2644,NPK 33-2644,President,,Democratic Party,Cory Booker,0
King,NPK 33-2644,NPK 33-2644,President,,Republican Party,Write-in,3
King,NPK 33-2644,NPK 33-2644,President,,Republican Party,Donald J. Trump,35
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Michael Bloomberg,14
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,John Delaney,0
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Tulsi Gabbard,1
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Andrew Yang,0
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Tom Steyer,1
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Deval Patrick,0
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Amy Klobuchar,2
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Bernie Sanders,34
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Joseph R. Biden,76
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Michael Bennet,0
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Uncommitted Delegates,0
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Elizabeth Warren,12
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Pete Buttigieg,12
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Write-in,0
King,NPK 33-2645,NPK 33-2645,President,,Democratic Party,Cory Booker,0
King,NPK 33-2645,NPK 33-2645,President,,Republican Party,Write-in,0
King,NPK 33-2645,NPK 33-2645,President,,Republican Party,Donald J. Trump,39
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Michael Bloomberg,23
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,John Delaney,0
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Tulsi Gabbard,0
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Andrew Yang,3
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Tom Steyer,0
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Deval Patrick,0
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Amy Klobuchar,6
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Bernie Sanders,100
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Joseph R. Biden,108
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Michael Bennet,0
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Uncommitted Delegates,1
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Elizabeth Warren,18
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Pete Buttigieg,7
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Write-in,0
King,NPK 33-2646,NPK 33-2646,President,,Democratic Party,Cory Booker,0
King,NPK 33-2646,NPK 33-2646,President,,Republican Party,Write-in,4
King,NPK 33-2646,NPK 33-2646,President,,Republican Party,Donald J. Trump,73
King,MERLOT,MERLOT,President,,Democratic Party,Michael Bloomberg,18
King,MERLOT,MERLOT,President,,Democratic Party,John Delaney,0
King,MERLOT,MERLOT,President,,Democratic Party,Tulsi Gabbard,2
King,MERLOT,MERLOT,President,,Democratic Party,Andrew Yang,0
King,MERLOT,MERLOT,President,,Democratic Party,Tom Steyer,1
King,MERLOT,MERLOT,President,,Democratic Party,Deval Patrick,0
King,MERLOT,MERLOT,President,,Democratic Party,Amy Klobuchar,9
King,MERLOT,MERLOT,President,,Democratic Party,Bernie Sanders,52
King,MERLOT,MERLOT,President,,Democratic Party,Joseph R. Biden,121
King,MERLOT,MERLOT,President,,Democratic Party,Michael Bennet,0
King,MERLOT,MERLOT,President,,Democratic Party,Uncommitted Delegates,2
King,MERLOT,MERLOT,President,,Democratic Party,Elizabeth Warren,16
King,MERLOT,MERLOT,President,,Democratic Party,Pete Buttigieg,8
King,MERLOT,MERLOT,President,,Democratic Party,Write-in,0
King,MERLOT,MERLOT,President,,Democratic Party,Cory Booker,0
King,MERLOT,MERLOT,President,,Republican Party,Write-in,0
King,MERLOT,MERLOT,President,,Republican Party,Donald J. Trump,72
King,ROSE,ROSE,President,,Democratic Party,Michael Bloomberg,14
King,ROSE,ROSE,President,,Democratic Party,John Delaney,0
King,ROSE,ROSE,President,,Democratic Party,Tulsi Gabbard,5
King,ROSE,ROSE,President,,Democratic Party,Andrew Yang,0
King,ROSE,ROSE,President,,Democratic Party,Tom Steyer,0
King,ROSE,ROSE,President,,Democratic Party,Deval Patrick,0
King,ROSE,ROSE,President,,Democratic Party,Amy Klobuchar,5
King,ROSE,ROSE,President,,Democratic Party,Bernie Sanders,59
King,ROSE,ROSE,President,,Democratic Party,Joseph R. Biden,83
King,ROSE,ROSE,President,,Democratic Party,Michael Bennet,0
King,ROSE,ROSE,President,,Democratic Party,Uncommitted Delegates,0
King,ROSE,ROSE,President,,Democratic Party,Elizabeth Warren,17
King,ROSE,ROSE,President,,Democratic Party,Pete Buttigieg,6
King,ROSE,ROSE,President,,Democratic Party,Write-in,0
King,ROSE,ROSE,President,,Democratic Party,Cory Booker,0
King,ROSE,ROSE,President,,Republican Party,Write-in,0
King,ROSE,ROSE,President,,Republican Party,Donald J. Trump,45
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Michael Bloomberg,9
King,AMES LAKE,AMES LAKE,President,,Democratic Party,John Delaney,0
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Tulsi Gabbard,2
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Andrew Yang,0
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Tom Steyer,0
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Deval Patrick,0
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Amy Klobuchar,7
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Bernie Sanders,57
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Joseph R. Biden,77
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Michael Bennet,0
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Uncommitted Delegates,1
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Elizabeth Warren,16
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Pete Buttigieg,19
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Write-in,0
King,AMES LAKE,AMES LAKE,President,,Democratic Party,Cory Booker,0
King,AMES LAKE,AMES LAKE,President,,Republican Party,Write-in,0
King,AMES LAKE,AMES LAKE,President,,Republican Party,Donald J. Trump,33
King,BIG BEND,BIG BEND,President,,Democratic Party,Michael Bloomberg,7
King,BIG BEND,BIG BEND,President,,Democratic Party,John Delaney,0
King,BIG BEND,BIG BEND,President,,Democratic Party,Tulsi Gabbard,4
King,BIG BEND,BIG BEND,President,,Democratic Party,Andrew Yang,0
King,BIG BEND,BIG BEND,President,,Democratic Party,Tom Steyer,3
King,BIG BEND,BIG BEND,President,,Democratic Party,Deval Patrick,0
King,BIG BEND,BIG BEND,President,,Democratic Party,Amy Klobuchar,3
King,BIG BEND,BIG BEND,President,,Democratic Party,Bernie Sanders,59
King,BIG BEND,BIG BEND,President,,Democratic Party,Joseph R. Biden,67
King,BIG BEND,BIG BEND,President,,Democratic Party,Michael Bennet,0
King,BIG BEND,BIG BEND,President,,Democratic Party,Uncommitted Delegates,1
King,BIG BEND,BIG BEND,President,,Democratic Party,Elizabeth Warren,23
King,BIG BEND,BIG BEND,President,,Democratic Party,Pete Buttigieg,5
King,BIG BEND,BIG BEND,President,,Democratic Party,Write-in,0
King,BIG BEND,BIG BEND,President,,Democratic Party,Cory Booker,0
King,BIG BEND,BIG BEND,President,,Republican Party,Write-in,0
King,BIG BEND,BIG BEND,President,,Republican Party,Donald J. Trump,64
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Michael Bloomberg,20
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,John Delaney,0
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Tulsi Gabbard,2
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Andrew Yang,0
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Tom Steyer,0
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Deval Patrick,0
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Amy Klobuchar,6
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Bernie Sanders,62
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Joseph R. Biden,123
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Michael Bennet,0
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Uncommitted Delegates,0
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Elizabeth Warren,25
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Pete Buttigieg,5
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Write-in,0
King,BROOKSIDE,BROOKSIDE,President,,Democratic Party,Cory Booker,0
King,BROOKSIDE,BROOKSIDE,President,,Republican Party,Write-in,3
King,BROOKSIDE,BROOKSIDE,President,,Republican Party,Donald J. Trump,89
King,HILL,HILL,President,,Democratic Party,Michael Bloomberg,15
King,HILL,HILL,President,,Democratic Party,John Delaney,0
King,HILL,HILL,President,,Democratic Party,Tulsi Gabbard,5
King,HILL,HILL,President,,Democratic Party,Andrew Yang,1
King,HILL,HILL,President,,Democratic Party,Tom Steyer,0
King,HILL,HILL,President,,Democratic Party,Deval Patrick,0
King,HILL,HILL,President,,Democratic Party,Amy Klobuchar,5
King,HILL,HILL,President,,Democratic Party,Bernie Sanders,86
King,HILL,HILL,President,,Democratic Party,Joseph R. Biden,108
King,HILL,HILL,President,,Democratic Party,Michael Bennet,0
King,HILL,HILL,President,,Democratic Party,Uncommitted Delegates,0
King,HILL,HILL,President,,Democratic Party,Elizabeth Warren,20
King,HILL,HILL,President,,Democratic Party,Pete Buttigieg,9
King,HILL,HILL,President,,Democratic Party,Write-in,0
King,HILL,HILL,President,,Democratic Party,Cory Booker,1
King,HILL,HILL,President,,Republican Party,Write-in,5
King,HILL,HILL,President,,Republican Party,Donald J. Trump,46
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Michael Bloomberg,10
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,John Delaney,0
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Tulsi Gabbard,0
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Andrew Yang,0
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Tom Steyer,0
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Deval Patrick,0
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Amy Klobuchar,7
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Bernie Sanders,62
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Joseph R. Biden,70
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Michael Bennet,1
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Uncommitted Delegates,0
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Elizabeth Warren,25
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Pete Buttigieg,3
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Write-in,0
King,SHL 32-0274,SHL 32-0274,President,,Democratic Party,Cory Booker,0
King,SHL 32-0274,SHL 32-0274,President,,Republican Party,Write-in,0
King,SHL 32-0274,SHL 32-0274,President,,Republican Party,Donald J. Trump,15
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Michael Bloomberg,15
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,John Delaney,0
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Tulsi Gabbard,1
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Andrew Yang,0
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Tom Steyer,0
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Deval Patrick,0
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Amy Klobuchar,6
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Bernie Sanders,84
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Joseph R. Biden,118
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Michael Bennet,0
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Uncommitted Delegates,0
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Elizabeth Warren,24
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Pete Buttigieg,5
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Write-in,0
King,HOLLYMORE,HOLLYMORE,President,,Democratic Party,Cory Booker,1
King,HOLLYMORE,HOLLYMORE,President,,Republican Party,Write-in,0
King,HOLLYMORE,HOLLYMORE,President,,Republican Party,Donald J. Trump,41
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Michael Bloomberg,7
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,John Delaney,0
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Tulsi Gabbard,3
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Andrew Yang,0
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Tom Steyer,0
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Deval Patrick,0
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Amy Klobuchar,5
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Bernie Sanders,51
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Joseph R. Biden,64
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Michael Bennet,1
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Uncommitted Delegates,2
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Elizabeth Warren,29
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Pete Buttigieg,7
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Write-in,0
King,KIR 48-2657,KIR 48-2657,President,,Democratic Party,Cory Booker,1
King,KIR 48-2657,KIR 48-2657,President,,Republican Party,Write-in,3
King,KIR 48-2657,KIR 48-2657,President,,Republican Party,Donald J. Trump,23
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Michael Bloomberg,18
King,LAKE JOY,LAKE JOY,President,,Democratic Party,John Delaney,0
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Tulsi Gabbard,1
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Andrew Yang,1
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Tom Steyer,0
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Deval Patrick,1
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Amy Klobuchar,5
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Bernie Sanders,104
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Joseph R. Biden,88
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Michael Bennet,0
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Uncommitted Delegates,0
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Elizabeth Warren,19
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Pete Buttigieg,16
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Write-in,0
King,LAKE JOY,LAKE JOY,President,,Democratic Party,Cory Booker,0
King,LAKE JOY,LAKE JOY,President,,Republican Party,Write-in,2
King,LAKE JOY,LAKE JOY,President,,Republican Party,Donald J. Trump,114
King,RED 45-2659,RED 45-2659,President,,Democratic Party,Michael Bloomberg,15
King,RED 45-2659,RED 45-2659,President,,Democratic Party,John Delaney,0
King,RED 45-2659,RED 45-2659,President,,Democratic Party,Tulsi Gabbard,0
King,RED 45-2659,RED 45-2659,President,,Democratic Party,Andrew Yang,0
King,RED 45-2659,RED 45-2659,President,,Democratic Party,Tom Steyer,0
King,RED 45-2659,RED 45-2659,President,,Democratic Party,Deval Patrick,0
King,RED 45-2659,RED 45-2659,President,,Democratic Party,Amy Klobuchar,6
King,RED 45-2659,RED 45-2659,President,,Democratic Party,Bernie Sanders,9
