county,precinct_code,precinct,office,district,party,candidate,votes
Clark,670,670,President,,Democratic Party,Uncommitted Delegates,4
Clark,670,670,President,,Democratic Party,Joseph R. Biden,138
Clark,670,670,President,,Democratic Party,Michael Bloomberg,38
Clark,670,670,President,,Democratic Party,Cory Booker,1
Clark,670,670,President,,Democratic Party,Pete Buttigieg,12
Clark,670,670,President,,Democratic Party,Write-in,0
Clark,670,670,President,,Democratic Party,John Delaney,0
Clark,670,670,President,,Democratic Party,Tulsi Gabbard,0
Clark,670,670,President,,Democratic Party,Amy Klobuchar,8
Clark,670,670,President,,Democratic Party,Deval Patrick,0
Clark,671,671,President,,Democratic Party,Michael Bennet,0
Clark,671,671,President,,Democratic Party,Bernie Sanders,99
Clark,671,671,President,,Democratic Party,Tom Steyer,3
Clark,671,671,President,,Democratic Party,Elizabeth Warren,10
Clark,671,671,President,,Democratic Party,Andrew Yang,0
Clark,671,671,President,,Democratic Party,Uncommitted Delegates,1
Clark,671,671,President,,Democratic Party,Joseph R. Biden,124
Clark,671,671,President,,Democratic Party,Michael Bloomberg,26
Clark,671,671,President,,Democratic Party,Cory Booker,0
Clark,671,671,President,,Democratic Party,Pete Buttigieg,9
Clark,671,671,President,,Democratic Party,Write-in,0
Clark,671,671,President,,Democratic Party,John Delaney,0
Clark,671,671,President,,Democratic Party,Tulsi Gabbard,3
Clark,671,671,President,,Democratic Party,Amy Klobuchar,7
Clark,671,671,President,,Democratic Party,Deval Patrick,0
Clark,672,672,President,,Democratic Party,Michael Bennet,0
Clark,672,672,President,,Democratic Party,Bernie Sanders,158
Clark,672,672,President,,Democratic Party,Tom Steyer,3
Clark,672,672,President,,Democratic Party,Elizabeth Warren,34
Clark,672,672,President,,Democratic Party,Andrew Yang,3
Clark,672,672,President,,Democratic Party,Uncommitted Delegates,1
Clark,672,672,President,,Democratic Party,Joseph R. Biden,123
Clark,672,672,President,,Democratic Party,Michael Bloomberg,35
Clark,672,672,President,,Democratic Party,Cory Booker,0
Clark,672,672,President,,Democratic Party,Pete Buttigieg,14
Clark,672,672,President,,Democratic Party,Write-in,0
Clark,672,672,President,,Democratic Party,John Delaney,0
Clark,672,672,President,,Democratic Party,Tulsi Gabbard,4
Clark,672,672,President,,Democratic Party,Amy Klobuchar,6
Clark,672,672,President,,Democratic Party,Deval Patrick,1
Clark,673,673,President,,Democratic Party,Michael Bennet,0
Clark,673,673,President,,Democratic Party,Bernie Sanders,185
Clark,673,673,President,,Democratic Party,Tom Steyer,0
Clark,673,673,President,,Democratic Party,Elizabeth Warren,40
Clark,673,673,President,,Democratic Party,Andrew Yang,1
Clark,673,673,President,,Democratic Party,Uncommitted Delegates,1
Clark,673,673,President,,Democratic Party,Joseph R. Biden,162
Clark,673,673,President,,Democratic Party,Michael Bloomberg,35
Clark,673,673,President,,Democratic Party,Cory Booker,0
Clark,673,673,President,,Democratic Party,Pete Buttigieg,33
Clark,673,673,President,,Democratic Party,Write-in,1
Clark,673,673,President,,Democratic Party,John Delaney,0
Clark,673,673,President,,Democratic Party,Tulsi Gabbard,4
Clark,673,673,President,,Democratic Party,Amy Klobuchar,12
Clark,673,673,President,,Democratic Party,Deval Patrick,1
Clark,674,674,President,,Democratic Party,Michael Bennet,0
Clark,674,674,President,,Democratic Party,Bernie Sanders,124
Clark,674,674,President,,Democratic Party,Tom Steyer,2
Clark,674,674,President,,Democratic Party,Elizabeth Warren,26
Clark,674,674,President,,Democratic Party,Andrew Yang,0
Clark,674,674,President,,Democratic Party,Uncommitted Delegates,0
Clark,674,674,President,,Democratic Party,Joseph R. Biden,144
Clark,674,674,President,,Democratic Party,Michael Bloomberg,42
Clark,674,674,President,,Democratic Party,Cory Booker,0
Clark,674,674,President,,Democratic Party,Pete Buttigieg,16
Clark,674,674,President,,Democratic Party,Write-in,0
Clark,674,674,President,,Democratic Party,John Delaney,1
Clark,674,674,President,,Democratic Party,Tulsi Gabbard,4
Clark,674,674,President,,Democratic Party,Amy Klobuchar,5
Clark,674,674,President,,Democratic Party,Deval Patrick,0
Clark,675,675,President,,Democratic Party,Michael Bennet,0
Clark,675,675,President,,Democratic Party,Bernie Sanders,87
Clark,675,675,President,,Democratic Party,Tom Steyer,1
Clark,675,675,President,,Democratic Party,Elizabeth Warren,37
Clark,675,675,President,,Democratic Party,Andrew Yang,0
Clark,675,675,President,,Democratic Party,Uncommitted Delegates,1
Clark,675,675,President,,Democratic Party,Joseph R. Biden,196
Clark,675,675,President,,Democratic Party,Michael Bloomberg,26
Clark,675,675,President,,Democratic Party,Cory Booker,0
Clark,675,675,President,,Democratic Party,Pete Buttigieg,18
Clark,675,675,President,,Democratic Party,Write-in,1
Clark,675,675,President,,Democratic Party,John Delaney,0
Clark,675,675,President,,Democratic Party,Tulsi Gabbard,1
Clark,675,675,President,,Democratic Party,Amy Klobuchar,13
Clark,675,675,President,,Democratic Party,Deval Patrick,0
Clark,677,677,President,,Democratic Party,Michael Bennet,0
Clark,677,677,President,,Democratic Party,Bernie Sanders,126
Clark,677,677,President,,Democratic Party,Tom Steyer,0
Clark,677,677,President,,Democratic Party,Elizabeth Warren,43
Clark,677,677,President,,Democratic Party,Andrew Yang,1
Clark,677,677,President,,Democratic Party,Uncommitted Delegates,6
Clark,677,677,President,,Democratic Party,Joseph R. Biden,166
Clark,677,677,President,,Democratic Party,Michael Bloomberg,48
Clark,677,677,President,,Democratic Party,Cory Booker,0
Clark,677,677,President,,Democratic Party,Pete Buttigieg,26
Clark,677,677,President,,Democratic Party,Write-in,2
Clark,677,677,President,,Democratic Party,John Delaney,0
Clark,677,677,President,,Democratic Party,Tulsi Gabbard,8
Clark,677,677,President,,Democratic Party,Amy Klobuchar,4
Clark,677,677,President,,Democratic Party,Deval Patrick,0
Clark,678,678,President,,Democratic Party,Michael Bennet,1
Clark,678,678,President,,Democratic Party,Bernie Sanders,138
Clark,678,678,President,,Democratic Party,Tom Steyer,1
Clark,678,678,President,,Democratic Party,Elizabeth Warren,25
Clark,678,678,President,,Democratic Party,Andrew Yang,0
Clark,678,678,President,,Democratic Party,Uncommitted Delegates,1
Clark,678,678,President,,Democratic Party,Joseph R. Biden,136
Clark,678,678,President,,Democratic Party,Michael Bloomberg,32
Clark,678,678,President,,Democratic Party,Cory Booker,0
Clark,678,678,President,,Democratic Party,Pete Buttigieg,27
Clark,678,678,President,,Democratic Party,Write-in,0
Clark,678,678,President,,Democratic Party,John Delaney,0
Clark,678,678,President,,Democratic Party,Tulsi Gabbard,3
Clark,678,678,President,,Democratic Party,Amy Klobuchar,7
Clark,678,678,President,,Democratic Party,Deval Patrick,0
Clark,679,679,President,,Democratic Party,Michael Bennet,2
Clark,679,679,President,,Democratic Party,Bernie Sanders,128
Clark,679,679,President,,Democratic Party,Tom Steyer,3
Clark,679,679,President,,Democratic Party,Elizabeth Warren,22
Clark,679,679,President,,Democratic Party,Andrew Yang,2
Clark,679,679,President,,Democratic Party,Uncommitted Delegates,1
Clark,679,679,President,,Democratic Party,Joseph R. Biden,112
Clark,679,679,President,,Democratic Party,Michael Bloomberg,39
Clark,679,679,President,,Democratic Party,Cory Booker,0
Clark,679,679,President,,Democratic Party,Pete Buttigieg,14
Clark,679,679,President,,Democratic Party,Write-in,0
Clark,679,679,President,,Democratic Party,John Delaney,0
Clark,679,679,President,,Democratic Party,Tulsi Gabbard,5
Clark,679,679,President,,Democratic Party,Amy Klobuchar,4
Clark,679,679,President,,Democratic Party,Deval Patrick,0
Clark,680,680,President,,Democratic Party,Michael Bennet,1
Clark,680,680,President,,Democratic Party,Bernie Sanders,125
Clark,680,680,President,,Democratic Party,Tom Steyer,0
Clark,680,680,President,,Democratic Party,Elizabeth Warren,27
Clark,680,680,President,,Democratic Party,Andrew Yang,0
Clark,680,680,President,,Democratic Party,Uncommitted Delegates,1
Clark,680,680,President,,Democratic Party,Joseph R. Biden,179
Clark,680,680,President,,Democratic Party,Michael Bloomberg,33
Clark,680,680,President,,Democratic Party,Cory Booker,1
Clark,680,680,President,,Democratic Party,Pete Buttigieg,11
Clark,680,680,President,,Democratic Party,Write-in,0
Clark,680,680,President,,Democratic Party,John Delaney,0
Clark,680,680,President,,Democratic Party,Tulsi Gabbard,3
Clark,680,680,President,,Democratic Party,Amy Klobuchar,11
Clark,680,680,President,,Democratic Party,Deval Patrick,0
Clark,681,681,President,,Democratic Party,Michael Bennet,0
Clark,681,681,President,,Democratic Party,Bernie Sanders,191
Clark,681,681,President,,Democratic Party,Tom Steyer,0
Clark,681,681,President,,Democratic Party,Elizabeth Warren,26
Clark,681,681,President,,Democratic Party,Andrew Yang,2
Clark,681,681,President,,Democratic Party,Uncommitted Delegates,1
Clark,681,681,President,,Democratic Party,Joseph R. Biden,129
Clark,681,681,President,,Democratic Party,Michael Bloomberg,29
Clark,681,681,President,,Democratic Party,Cory Booker,0
Clark,681,681,President,,Democratic Party,Pete Buttigieg,18
Clark,681,681,President,,Democratic Party,Write-in,1
Clark,681,681,President,,Democratic Party,John Delaney,1
Clark,681,681,President,,Democratic Party,Tulsi Gabbard,10
Clark,681,681,President,,Democratic Party,Amy Klobuchar,3
Clark,681,681,President,,Democratic Party,Deval Patrick,0
Clark,682,682,President,,Democratic Party,Michael Bennet,0
Clark,682,682,President,,Democratic Party,Bernie Sanders,181
Clark,682,682,President,,Democratic Party,Tom Steyer,5
Clark,682,682,President,,Democratic Party,Elizabeth Warren,46
Clark,682,682,President,,Democratic Party,Andrew Yang,1
Clark,682,682,President,,Democratic Party,Uncommitted Delegates,1
Clark,682,682,President,,Democratic Party,Joseph R. Biden,143
Clark,682,682,President,,Democratic Party,Michael Bloomberg,36
Clark,682,682,President,,Democratic Party,Cory Booker,0
Clark,682,682,President,,Democratic Party,Pete Buttigieg,28
Clark,682,682,President,,Democratic Party,Write-in,0
Clark,682,682,President,,Democratic Party,John Delaney,0
Clark,682,682,President,,Democratic Party,Tulsi Gabbard,4
Clark,682,682,President,,Democratic Party,Amy Klobuchar,6
Clark,682,682,President,,Democratic Party,Deval Patrick,0
Clark,683,683,President,,Democratic Party,Michael Bennet,0
Clark,683,683,President,,Democratic Party,Bernie Sanders,149
Clark,683,683,President,,Democratic Party,Tom Steyer,3
Clark,683,683,President,,Democratic Party,Elizabeth Warren,25
Clark,683,683,President,,Democratic Party,Andrew Yang,0
Clark,683,683,President,,Democratic Party,Uncommitted Delegates,1
Clark,683,683,President,,Democratic Party,Joseph R. Biden,122
Clark,683,683,President,,Democratic Party,Michael Bloomberg,37
Clark,683,683,President,,Democratic Party,Cory Booker,1
Clark,683,683,President,,Democratic Party,Pete Buttigieg,21
Clark,683,683,President,,Democratic Party,Write-in,1
Clark,683,683,President,,Democratic Party,John Delaney,0
Clark,683,683,President,,Democratic Party,Tulsi Gabbard,3
Clark,683,683,President,,Democratic Party,Amy Klobuchar,6
Clark,683,683,President,,Democratic Party,Deval Patrick,0
Clark,684,684,President,,Democratic Party,Michael Bennet,0
Clark,684,684,President,,Democratic Party,Bernie Sanders,75
Clark,684,684,President,,Democratic Party,Tom Steyer,1
Clark,684,684,President,,Democratic Party,Elizabeth Warren,5
Clark,684,684,President,,Democratic Party,Andrew Yang,1
Clark,684,684,President,,Democratic Party,Uncommitted Delegates,0
Clark,684,684,President,,Democratic Party,Joseph R. Biden,84
Clark,684,684,President,,Democratic Party,Michael Bloomberg,23
Clark,684,684,President,,Democratic Party,Cory Booker,1
Clark,684,684,President,,Democratic Party,Pete Buttigieg,5
Clark,684,684,President,,Democratic Party,Write-in,1
Clark,684,684,President,,Democratic Party,John Delaney,0
Clark,684,684,President,,Democratic Party,Tulsi Gabbard,4
Clark,684,684,President,,Democratic Party,Amy Klobuchar,6
Clark,684,684,President,,Democratic Party,Deval Patrick,0
Clark,685,685,President,,Democratic Party,Michael Bennet,0
Clark,685,685,President,,Democratic Party,Bernie Sanders,40
Clark,685,685,President,,Democratic Party,Tom Steyer,0
Clark,685,685,President,,Democratic Party,Elizabeth Warren,3
Clark,685,685,President,,Democratic Party,Andrew Yang,0
Clark,685,685,President,,Democratic Party,Uncommitted Delegates,0
Clark,685,685,President,,Democratic Party,Joseph R. Biden,28
Clark,685,685,President,,Democratic Party,Michael Bloomberg,13
Clark,685,685,President,,Democratic Party,Cory Booker,0
Clark,685,685,President,,Democratic Party,Pete Buttigieg,5
Clark,685,685,President,,Democratic Party,Write-in,0
Clark,685,685,President,,Democratic Party,John Delaney,0
Clark,685,685,President,,Democratic Party,Tulsi Gabbard,2
Clark,685,685,President,,Democratic Party,Amy Klobuchar,1
Clark,685,685,President,,Democratic Party,Deval Patrick,0
Clark,686,686,President,,Democratic Party,Michael Bennet,0
Clark,686,686,President,,Democratic Party,Bernie Sanders,179
Clark,686,686,President,,Democratic Party,Tom Steyer,1
Clark,686,686,President,,Democratic Party,Elizabeth Warren,35
Clark,686,686,President,,Democratic Party,Andrew Yang,2
Clark,686,686,President,,Democratic Party,Uncommitted Delegates,1
Clark,686,686,President,,Democratic Party,Joseph R. Biden,118
Clark,686,686,President,,Democratic Party,Michael Bloomberg,35
Clark,686,686,President,,Democratic Party,Cory Booker,0
Clark,686,686,President,,Democratic Party,Pete Buttigieg,17
Clark,686,686,President,,Democratic Party,Write-in,2
Clark,686,686,President,,Democratic Party,John Delaney,1
Clark,686,686,President,,Democratic Party,Tulsi Gabbard,4
Clark,686,686,President,,Democratic Party,Amy Klobuchar,9
Clark,686,686,President,,Democratic Party,Deval Patrick,0
Clark,687,687,President,,Democratic Party,Michael Bennet,1
Clark,687,687,President,,Democratic Party,Bernie Sanders,142
Clark,687,687,President,,Democratic Party,Tom Steyer,0
Clark,687,687,President,,Democratic Party,Elizabeth Warren,25
Clark,687,687,President,,Democratic Party,Andrew Yang,1
Clark,687,687,President,,Democratic Party,Uncommitted Delegates,3
Clark,687,687,President,,Democratic Party,Joseph R. Biden,139
Clark,687,687,President,,Democratic Party,Michael Bloomberg,44
Clark,687,687,President,,Democratic Party,Cory Booker,0
Clark,687,687,President,,Democratic Party,Pete Buttigieg,18
Clark,687,687,President,,Democratic Party,Write-in,0
Clark,687,687,President,,Democratic Party,John Delaney,0
Clark,687,687,President,,Democratic Party,Tulsi Gabbard,4
Clark,687,687,President,,Democratic Party,Amy Klobuchar,6
Clark,687,687,President,,Democratic Party,Deval Patrick,0
Clark,688,688,President,,Democratic Party,Michael Bennet,1
Clark,688,688,President,,Democratic Party,Bernie Sanders,163
Clark,688,688,President,,Democratic Party,Tom Steyer,2
Clark,688,688,President,,Democratic Party,Elizabeth Warren,19
Clark,688,688,President,,Democratic Party,Andrew Yang,0
Clark,688,688,President,,Democratic Party,Uncommitted Delegates,2
Clark,688,688,President,,Democratic Party,Joseph R. Biden,148
Clark,688,688,President,,Democratic Party,Michael Bloomberg,20
Clark,688,688,President,,Democratic Party,Cory Booker,0
Clark,688,688,President,,Democratic Party,Pete Buttigieg,11
Clark,688,688,President,,Democratic Party,Write-in,1
Clark,688,688,President,,Democratic Party,John Delaney,0
Clark,688,688,President,,Democratic Party,Tulsi Gabbard,2
Clark,688,688,President,,Democratic Party,Amy Klobuchar,5
Clark,688,688,President,,Democratic Party,Deval Patrick,0
Clark,689,689,President,,Democratic Party,Michael Bennet,1
Clark,689,689,President,,Democratic Party,Bernie Sanders,85
Clark,689,689,President,,Democratic Party,Tom Steyer,0
Clark,689,689,President,,Democratic Party,Elizabeth Warren,20
Clark,689,689,President,,Democratic Party,Andrew Yang,1
Clark,689,689,President,,Democratic Party,Uncommitted Delegates,0
Clark,689,689,President,,Democratic Party,Joseph R. Biden,70
Clark,689,689,President,,Democratic Party,Michael Bloomberg,24
Clark,689,689,President,,Democratic Party,Cory Booker,0
Clark,689,689,President,,Democratic Party,Pete Buttigieg,10
Clark,689,689,President,,Democratic Party,Write-in,0
Clark,689,689,President,,Democratic Party,John Delaney,0
Clark,689,689,President,,Democratic Party,Tulsi Gabbard,3
Clark,689,689,President,,Democratic Party,Amy Klobuchar,7
Clark,689,689,President,,Democratic Party,Deval Patrick,2
Clark,690,690,President,,Democratic Party,Michael Bennet,0
Clark,690,690,President,,Democratic Party,Bernie Sanders,132
Clark,690,690,President,,Democratic Party,Tom Steyer,0
Clark,690,690,President,,Democratic Party,Elizabeth Warren,52
Clark,690,690,President,,Democratic Party,Andrew Yang,2
Clark,690,690,President,,Democratic Party,Uncommitted Delegates,1
Clark,690,690,President,,Democratic Party,Joseph R. Biden,172
Clark,690,690,President,,Democratic Party,Michael Bloomberg,37
Clark,690,690,President,,Democratic Party,Cory Booker,0
Clark,690,690,President,,Democratic Party,Pete Buttigieg,30
Clark,690,690,President,,Democratic Party,Write-in,1
Clark,690,690,President,,Democratic Party,John Delaney,0
Clark,690,690,President,,Democratic Party,Tulsi Gabbard,7
Clark,690,690,President,,Democratic Party,Amy Klobuchar,8
Clark,690,690,President,,Democratic Party,Deval Patrick,0
Clark,691,691,President,,Democratic Party,Michael Bennet,2
Clark,691,691,President,,Democratic Party,Bernie Sanders,128
Clark,691,691,President,,Democratic Party,Tom Steyer,0
Clark,691,691,President,,Democratic Party,Elizabeth Warren,23
Clark,691,691,President,,Democratic Party,Andrew Yang,4
Clark,691,691,President,,Democratic Party,Uncommitted Delegates,3
Clark,691,691,President,,Democratic Party,Joseph R. Biden,103
Clark,691,691,President,,Democratic Party,Michael Bloomberg,30
Clark,691,691,President,,Democratic Party,Cory Booker,0
Clark,691,691,President,,Democratic Party,Pete Buttigieg,13
Clark,691,691,President,,Democratic Party,Write-in,1
Clark,691,691,President,,Democratic Party,John Delaney,0
Clark,691,691,President,,Democratic Party,Tulsi Gabbard,3
Clark,691,691,President,,Democratic Party,Amy Klobuchar,4
Clark,691,691,President,,Democratic Party,Deval Patrick,0
Clark,692,692,President,,Democratic Party,Michael Bennet,0
Clark,692,692,President,,Democratic Party,Bernie Sanders,83
Clark,692,692,President,,Democratic Party,Tom Steyer,3
Clark,692,692,President,,Democratic Party,Elizabeth Warren,14
Clark,692,692,President,,Democratic Party,Andrew Yang,0
Clark,692,692,President,,Democratic Party,Uncommitted Delegates,1
Clark,692,692,President,,Democratic Party,Joseph R. Biden,51
Clark,692,692,President,,Democratic Party,Michael Bloomberg,20
Clark,692,692,President,,Democratic Party,Cory Booker,0
Clark,692,692,President,,Democratic Party,Pete Buttigieg,9
Clark,692,692,President,,Democratic Party,Write-in,0
Clark,692,692,President,,Democratic Party,John Delaney,0
Clark,692,692,President,,Democratic Party,Tulsi Gabbard,0
Clark,692,692,President,,Democratic Party,Amy Klobuchar,3
Clark,692,692,President,,Democratic Party,Deval Patrick,0
Clark,693,693,President,,Democratic Party,Michael Bennet,0
Clark,693,693,President,,Democratic Party,Bernie Sanders,114
Clark,693,693,President,,Democratic Party,Tom Steyer,0
Clark,693,693,President,,Democratic Party,Elizabeth Warren,12
Clark,693,693,President,,Democratic Party,Andrew Yang,2
Clark,693,693,President,,Democratic Party,Uncommitted Delegates,2
Clark,693,693,President,,Democratic Party,Joseph R. Biden,70
Clark,693,693,President,,Democratic Party,Michael Bloomberg,23
Clark,693,693,President,,Democratic Party,Cory Booker,1
Clark,693,693,President,,Democratic Party,Pete Buttigieg,8
Clark,693,693,President,,Democratic Party,Write-in,1
Clark,693,693,President,,Democratic Party,John Delaney,0
Clark,693,693,President,,Democratic Party,Tulsi Gabbard,2
Clark,693,693,President,,Democratic Party,Amy Klobuchar,2
Clark,693,693,President,,Democratic Party,Deval Patrick,0
Clark,694,694,President,,Democratic Party,Michael Bennet,1
Clark,694,694,President,,Democratic Party,Bernie Sanders,54
Clark,694,694,President,,Democratic Party,Tom Steyer,0
Clark,694,694,President,,Democratic Party,Elizabeth Warren,11
Clark,694,694,President,,Democratic Party,Andrew Yang,0
Clark,694,694,President,,Democratic Party,Uncommitted Delegates,0
Clark,694,694,President,,Democratic Party,Joseph R. Biden,47
Clark,694,694,President,,Democratic Party,Michael Bloomberg,30
Clark,694,694,President,,Democratic Party,Cory Booker,0
Clark,694,694,President,,Democratic Party,Pete Buttigieg,6
Clark,694,694,President,,Democratic Party,Write-in,0
Clark,694,694,President,,Democratic Party,John Delaney,0
Clark,694,694,President,,Democratic Party,Tulsi Gabbard,3
Clark,694,694,President,,Democratic Party,Amy Klobuchar,0
Clark,694,694,President,,Democratic Party,Deval Patrick,0
Clark,695,695,President,,Democratic Party,Michael Bennet,1
Clark,695,695,President,,Democratic Party,Bernie Sanders,132
Clark,695,695,President,,Democratic Party,Tom Steyer,1
Clark,695,695,President,,Democratic Party,Elizabeth Warren,38
Clark,695,695,President,,Democratic Party,Andrew Yang,2
Clark,695,695,President,,Democratic Party,Uncommitted Delegates,3
Clark,695,695,President,,Democratic Party,Joseph R. Biden,193
Clark,695,695,President,,Democratic Party,Michael Bloomberg,59
Clark,695,695,President,,Democratic Party,Cory Booker,2
Clark,695,695,President,,Democratic Party,Pete Buttigieg,31
Clark,695,695,President,,Democratic Party,Write-in,5
Clark,695,695,President,,Democratic Party,John Delaney,2
Clark,695,695,President,,Democratic Party,Tulsi Gabbard,3
Clark,695,695,President,,Democratic Party,Amy Klobuchar,12
Clark,695,695,President,,Democratic Party,Deval Patrick,0
Clark,696,696,President,,Democratic Party,Michael Bennet,0
Clark,696,696,President,,Democratic Party,Bernie Sanders,49
Clark,696,696,President,,Democratic Party,Tom Steyer,1
Clark,696,696,President,,Democratic Party,Elizabeth Warren,23
Clark,696,696,President,,Democratic Party,Andrew Yang,0
Clark,696,696,President,,Democratic Party,Uncommitted Delegates,0
Clark,696,696,President,,Democratic Party,Joseph R. Biden,98
Clark,696,696,President,,Democratic Party,Michael Bloomberg,34
Clark,696,696,President,,Democratic Party,Cory Booker,0
Clark,696,696,President,,Democratic Party,Pete Buttigieg,11
Clark,696,696,President,,Democratic Party,Write-in,0
Clark,696,696,President,,Democratic Party,John Delaney,0
Clark,696,696,President,,Democratic Party,Tulsi Gabbard,0
Clark,696,696,President,,Democratic Party,Amy Klobuchar,4
Clark,696,696,President,,Democratic Party,Deval Patrick,0
Clark,697,697,President,,Democratic Party,Michael Bennet,0
Clark,697,697,President,,Democratic Party,Bernie Sanders,101
Clark,697,697,President,,Democratic Party,Tom Steyer,1
Clark,697,697,President,,Democratic Party,Elizabeth Warren,15
Clark,697,697,President,,Democratic Party,Andrew Yang,3
Clark,697,697,President,,Democratic Party,Uncommitted Delegates,1
Clark,697,697,President,,Democratic Party,Joseph R. Biden,113
Clark,697,697,President,,Democratic Party,Michael Bloomberg,23
Clark,697,697,President,,Democratic Party,Cory Booker,1
Clark,697,697,President,,Democratic Party,Pete Buttigieg,13
Clark,697,697,President,,Democratic Party,Write-in,0
Clark,697,697,President,,Democratic Party,John Delaney,0
Clark,697,697,President,,Democratic Party,Tulsi Gabbard,4
Clark,697,697,President,,Democratic Party,Amy Klobuchar,5
Clark,697,697,President,,Democratic Party,Deval Patrick,2
Clark,698,698,President,,Democratic Party,Michael Bennet,1
Clark,698,698,President,,Democratic Party,Bernie Sanders,87
Clark,698,698,President,,Democratic Party,Tom Steyer,1
Clark,698,698,President,,Democratic Party,Elizabeth Warren,18
Clark,698,698,President,,Democratic Party,Andrew Yang,3
Clark,698,698,President,,Democratic Party,Uncommitted Delegates,0
Clark,698,698,President,,Democratic Party,Joseph R. Biden,154
Clark,698,698,President,,Democratic Party,Michael Bloomberg,29
Clark,698,698,President,,Democratic Party,Cory Booker,0
Clark,698,698,President,,Democratic Party,Pete Buttigieg,10
Clark,698,698,President,,Democratic Party,Write-in,0
Clark,698,698,President,,Democratic Party,John Delaney,1
Clark,698,698,President,,Democratic Party,Tulsi Gabbard,2
Clark,698,698,President,,Democratic Party,Amy Klobuchar,10
Clark,698,698,President,,Democratic Party,Deval Patrick,0
Clark,699,699,President,,Democratic Party,Michael Bennet,2
Clark,699,699,President,,Democratic Party,Bernie Sanders,112
Clark,699,699,President,,Democratic Party,Tom Steyer,0
Clark,699,699,President,,Democratic Party,Elizabeth Warren,31
Clark,699,699,President,,Democratic Party,Andrew Yang,0
Clark,699,699,President,,Democratic Party,Uncommitted Delegates,0
Clark,699,699,President,,Democratic Party,Joseph R. Biden,132
Clark,699,699,President,,Democratic Party,Michael Bloomberg,21
Clark,699,699,President,,Democratic Party,Cory Booker,1
Clark,699,699,President,,Democratic Party,Pete Buttigieg,8
Clark,699,699,President,,Democratic Party,Write-in,0
Clark,699,699,President,,Democratic Party,John Delaney,0
Clark,699,699,President,,Democratic Party,Tulsi Gabbard,3
Clark,699,699,President,,Democratic Party,Amy Klobuchar,1
Clark,699,699,President,,Democratic Party,Deval Patrick,0
Clark,700,700,President,,Democratic Party,Michael Bennet,0
Clark,700,700,President,,Democratic Party,Bernie Sanders,16
Clark,700,700,President,,Democratic Party,Tom Steyer,1
Clark,700,700,President,,Democratic Party,Elizabeth Warren,1
Clark,700,700,President,,Democratic Party,Andrew Yang,0
Clark,700,700,President,,Democratic Party,Uncommitted Delegates,0
Clark,700,700,President,,Democratic Party,Joseph R. Biden,21
Clark,700,700,President,,Democratic Party,Michael Bloomberg,5
Clark,700,700,President,,Democratic Party,Cory Booker,0
Clark,700,700,President,,Democratic Party,Pete Buttigieg,3
Clark,700,700,President,,Democratic Party,Write-in,0
Clark,700,700,President,,Democratic Party,John Delaney,0
Clark,700,700,President,,Democratic Party,Tulsi Gabbard,2
Clark,700,700,President,,Democratic Party,Amy Klobuchar,1
Clark,700,700,President,,Democratic Party,Deval Patrick,0
Clark,701,701,President,,Democratic Party,Michael Bennet,0
Clark,701,701,President,,Democratic Party,Bernie Sanders,36
Clark,701,701,President,,Democratic Party,Tom Steyer,1
Clark,701,701,President,,Democratic Party,Elizabeth Warren,12
Clark,701,701,President,,Democratic Party,Andrew Yang,2
Clark,701,701,President,,Democratic Party,Uncommitted Delegates,0
Clark,701,701,President,,Democratic Party,Joseph R. Biden,60
Clark,701,701,President,,Democratic Party,Michael Bloomberg,21
Clark,701,701,President,,Democratic Party,Cory Booker,0
Clark,701,701,President,,Democratic Party,Pete Buttigieg,13
Clark,701,701,President,,Democratic Party,Write-in,0
Clark,701,701,President,,Democratic Party,John Delaney,0
Clark,701,701,President,,Democratic Party,Tulsi Gabbard,1
Clark,701,701,President,,Democratic Party,Amy Klobuchar,5
Clark,701,701,President,,Democratic Party,Deval Patrick,0
Clark,702,702,President,,Democratic Party,Michael Bennet,1
Clark,702,702,President,,Democratic Party,Bernie Sanders,66
Clark,702,702,President,,Democratic Party,Tom Steyer,0
Clark,702,702,President,,Democratic Party,Elizabeth Warren,7
Clark,702,702,President,,Democratic Party,Andrew Yang,0
Clark,702,702,President,,Democratic Party,Uncommitted Delegates,1
Clark,702,702,President,,Democratic Party,Joseph R. Biden,35
Clark,702,702,President,,Democratic Party,Michael Bloomberg,16
Clark,702,702,President,,Democratic Party,Cory Booker,0
Clark,702,702,President,,Democratic Party,Pete Buttigieg,3
Clark,702,702,President,,Democratic Party,Write-in,1
Clark,702,702,President,,Democratic Party,John Delaney,0
Clark,702,702,President,,Democratic Party,Tulsi Gabbard,0
Clark,702,702,President,,Democratic Party,Amy Klobuchar,1
Clark,702,702,President,,Democratic Party,Deval Patrick,0
Clark,710,710,President,,Democratic Party,Michael Bennet,1
Clark,710,710,President,,Democratic Party,Bernie Sanders,130
Clark,710,710,President,,Democratic Party,Tom Steyer,0
Clark,710,710,President,,Democratic Party,Elizabeth Warren,22
Clark,710,710,President,,Democratic Party,Andrew Yang,2
Clark,710,710,President,,Democratic Party,Uncommitted Delegates,0
Clark,710,710,President,,Democratic Party,Joseph R. Biden,84
Clark,710,710,President,,Democratic Party,Michael Bloomberg,23
Clark,710,710,President,,Democratic Party,Cory Booker,0
Clark,710,710,President,,Democratic Party,Pete Buttigieg,20
Clark,710,710,President,,Democratic Party,Write-in,0
