precinct,precinct id,precinct reporting,registered voters,non ballots cast,rep ballots cast,dem ballots cast,lib ballots cast,grn ballots cast,con ballots cast,turnout percentage,contest title,contest id,contest party,choice name,choice id,choice party,total votes
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,CAMERON CARTER,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,CAROL DOWMEM,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,CINDY STOUGH,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,CTHULY,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,DEANN DIEMEKE,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,DEBBIE FEHL,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,DEBRA SANDILES,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,DESTINY HANLIN,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,DONNA DILL,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,EEYORE,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,ELMER FUDD,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,GAYLAN ROUSSAN,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,GINA PARKS,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,GLENNON,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,GRACIE ALLEN,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,JACK PULEO,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,JEFFREY TIEPELMAN,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,JILL HODAPP,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,JIM TELLMEN,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,JOHN MARTIN,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,JUDY MEYR,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,JUDY SCHWENGEL,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,JULIA WOODS HILL,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,KAREN PIERE,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,KATHY ENLOE,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,KELLI JENNINGS,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,KIM BAKER,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,LETITIA WONG,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,LINDSEY POLCZYNSKI,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,MADONNA WATERMON,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,MARK HAGAN,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,MARY ANN SCOTT,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,MARY CARTER,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,MARY GRACE CLARK,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,MAUREEN BRODSKY,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,MICKEY MOUSE,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,MIKE HUNT,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,NADETT PETERSON,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,NANCY MEWES,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,NO IDEA,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,NOTTA LIBERAL,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,ONE YEAR,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,PAM KELLY,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,PAUL HAMILTON,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,RICHARD CRAINEUM,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,RONALD MCLOR,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,SAM LEE,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,SHEILA STILES,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,SHIRLEY A. BURTON,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,SHIRLEY HOLLANDER,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,THOMAS SANDER,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,TINA RIDENHOUR,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,TINA THORBURG,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,TJ JOHNSON,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,TOM IMPASTATO,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,TOM SANDER,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,TRACY LAIRD,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,TRACY MOELLER,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,UNKNOWN,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,VARREY GOUZA,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,Rejected write-ins,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,Unassigned write-ins,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - DEMOCRATIC,257,DEM,SUZANNE JACKSON,1,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - DEMOCRATIC,257,DEM,Rejected write-ins,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - DEMOCRATIC,257,DEM,Unassigned write-ins,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,258,LIB,AMANDA K. DONIUS,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,258,LIB,CECELIA L. ROSS,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,258,LIB,CHRIS GOERS,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,258,LIB,MARGARET CANIZALES,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,258,LIB,Rejected write-ins,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - LIBERTARIAN,258,LIB,Unassigned write-ins,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - GREEN,259,GRN,Rejected write-ins,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - GREEN,259,GRN,Unassigned write-ins,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - CONSTITUTION,260,CON,Rejected write-ins,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,MIDLAND TOWNSHIP - COMMITTEEWOMAN - CONSTITUTION,260,CON,Unassigned write-ins,0,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,STATE OF MISSOURI - CONSTITUTIONAL AMENDMENT NO. 2,371,NON,YES,1,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,STATE OF MISSOURI - CONSTITUTIONAL AMENDMENT NO. 2,371,NON,NO,2,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,ST. LOUIS COUNTY - PROPOSITION C,372,NON,YES,1,,0
MID - 028,748,Reporting,1,0,0,0,0,0,0,0,ST. LOUIS COUNTY - PROPOSITION C,372,NON,NO,2,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,U.S. REPRESENTATIVE - DISTRICT 1 - REPUBLICAN,1,REP,WINNIE HEARTSTRONG,1,,28
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,U.S. REPRESENTATIVE - DISTRICT 1 - REPUBLICAN,1,REP,ANTHONY ROGERS,2,,23
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,U.S. REPRESENTATIVE - DISTRICT 1 - DEMOCRATIC,2,DEM,CORI BUSH,1,,256
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,U.S. REPRESENTATIVE - DISTRICT 1 - DEMOCRATIC,2,DEM,LACY CLAY,2,,279
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,U.S. REPRESENTATIVE - DISTRICT 1 - DEMOCRATIC,2,DEM,KATHERINE (KAT) BRUCKNER,3,,25
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,U.S. REPRESENTATIVE - DISTRICT 1 - LIBERTARIAN,3,LIB,ALEX FURMAN,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,GOVERNOR - REPUBLICAN,7,REP,RALEIGH RITTER,1,,1
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,GOVERNOR - REPUBLICAN,7,REP,MIKE PARSON,2,,45
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,GOVERNOR - REPUBLICAN,7,REP,JAMES W. (JIM) NEELY,3,,4
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,GOVERNOR - REPUBLICAN,7,REP,SAUNDRA McDOWELL,4,,10
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,GOVERNOR - DEMOCRATIC,8,DEM,NICOLE GALLOWAY,1,,493
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,GOVERNOR - DEMOCRATIC,8,DEM,JIMMIE MATTHEWS,2,,16
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,GOVERNOR - DEMOCRATIC,8,DEM,ANTOIN JOHNSON,3,,12
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,GOVERNOR - DEMOCRATIC,8,DEM,ERIC MORRISON,4,,19
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,GOVERNOR - DEMOCRATIC,8,DEM,ROBIN JOHN DANIEL VAN QUAETHEM,5,,7
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,GOVERNOR - LIBERTARIAN,9,LIB,RIK COMBS,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,GOVERNOR - GREEN,10,GRN,JEROME HOWARD BAUER,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,LIEUTENANT GOVERNOR - REPUBLICAN,11,REP,ARNIE C. AC DIENOFF,1,,2
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,LIEUTENANT GOVERNOR - REPUBLICAN,11,REP,MIKE KEHOE,2,,33
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,LIEUTENANT GOVERNOR - REPUBLICAN,11,REP,AARON T WISDOM,3,,4
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,LIEUTENANT GOVERNOR - REPUBLICAN,11,REP,MIKE CARTER,4,,14
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,LIEUTENANT GOVERNOR - DEMOCRATIC,12,DEM,GREGORY A UPCHURCH,1,,110
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,LIEUTENANT GOVERNOR - DEMOCRATIC,12,DEM,ALISSIA CANADY,2,,375
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,LIEUTENANT GOVERNOR - LIBERTARIAN,13,LIB,BILL SLANTZ,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,LIEUTENANT GOVERNOR - GREEN,14,GRN,KELLEY DRAGOO,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,SECRETARY OF STATE - REPUBLICAN,15,REP,JOHN R. (JAY) ASHCROFT,1,,55
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,SECRETARY OF STATE - DEMOCRATIC,16,DEM,YINKA FALETI,1,,472
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,SECRETARY OF STATE - LIBERTARIAN,17,LIB,CARL HERMAN FREESE,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,SECRETARY OF STATE - GREEN,18,GRN,PAUL LEHMANN,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,SECRETARY OF STATE - CONSTITUTION,19,CON,PAUL VENABLE,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,STATE TREASURER - REPUBLICAN,20,REP,SCOTT FITZPATRICK,1,,50
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,STATE TREASURER - DEMOCRATIC,21,DEM,VICKI LORENZ ENGLUND,1,,466
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,STATE TREASURER - LIBERTARIAN,22,LIB,NICHOLAS (NICK) KASOFF,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,STATE TREASURER - GREEN,23,GRN,JOSEPH CIVETTINI,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,ATTORNEY GENERAL - REPUBLICAN,24,REP,ERIC SCHMITT,1,,50
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,ATTORNEY GENERAL - DEMOCRATIC,25,DEM,RICH FINNERAN,1,,255
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,ATTORNEY GENERAL - DEMOCRATIC,25,DEM,ELAD GROSS,2,,238
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,ATTORNEY GENERAL - LIBERTARIAN,26,LIB,KEVIN C BABCOCK,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,STATE REPRESENTATIVE - DISTRICT 88 - REPUBLICAN,51,REP,KARAN PUJJI,1,,49
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,STATE REPRESENTATIVE - DISTRICT 88 - DEMOCRATIC,52,DEM,TRACY McCREERY,1,,498
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,STATE REPRESENTATIVE - DISTRICT 88 - LIBERTARIAN,53,LIB,STEPHEN R. JOHNSON,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,ST. LOUIS COUNTY EXECUTIVE - REPUBLICAN,79,REP,PAUL BERRY III,1,,28
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,ST. LOUIS COUNTY EXECUTIVE - REPUBLICAN,79,REP,ED GOLTERMAN,2,,22
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,ST. LOUIS COUNTY EXECUTIVE - DEMOCRATIC,80,DEM,JAKE ZIMMERMAN,1,,208
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,ST. LOUIS COUNTY EXECUTIVE - DEMOCRATIC,80,DEM,SAM PAGE,2,,250
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,ST. LOUIS COUNTY EXECUTIVE - DEMOCRATIC,80,DEM,MARK MANTOVANI,3,,100
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,ST. LOUIS COUNTY EXECUTIVE - DEMOCRATIC,80,DEM,JAMIE TOLLIVER,4,,19
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,ST. LOUIS COUNTY EXECUTIVE - LIBERTARIAN,81,LIB,"THEO BROWN, SR.",1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,ST. LOUIS COUNTY EXECUTIVE - GREEN,82,GRN,ELIZABETH (BETSEY) MITCHELL,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - REPUBLICAN,251,REP,PATRICK J. BRENNAN,1,,49
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - REPUBLICAN,251,REP,Rejected write-ins,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - REPUBLICAN,251,REP,Unassigned write-ins,0,,1
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - DEMOCRATIC,252,DEM,GERARD BURKE,1,,436
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - DEMOCRATIC,252,DEM,Rejected write-ins,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - DEMOCRATIC,252,DEM,Unassigned write-ins,0,,3
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,253,LIB,CECELIA L. ROSS,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,253,LIB,JUSTIN J. STONEBARGER,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,253,LIB,NICK PERRIN,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,253,LIB,TYLER OBERER,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,253,LIB,Rejected write-ins,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - LIBERTARIAN,253,LIB,Unassigned write-ins,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - GREEN,254,GRN,MARK FITZ,1,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - GREEN,254,GRN,Rejected write-ins,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - GREEN,254,GRN,Unassigned write-ins,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - CONSTITUTION,255,CON,Rejected write-ins,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEMAN - CONSTITUTION,255,CON,Unassigned write-ins,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,ADRIANNE CHANTAL,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,AMANDA ROBY,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,AMY POELKER,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,ANN MARIE ROBINSON,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,ANN PURZNER,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,ANY CONSERVATIVE,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,ASHLEY BECK,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,BARBARA GALLIHER,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,BARBARA JONES,0,,1
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,BARBARA RIBIS,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,BILLIE A. ROBISON,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,BRIAN PERKINS,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,CAMERON CARTER,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,CAROL DOWMEM,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,CINDY STOUGH,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,CTHULY,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,DEANN DIEMEKE,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,DEBBIE FEHL,0,,0
MID - 029,749,Reporting,1338,19,60,584,0,0,0,49.55,MIDLAND TOWNSHIP - COMMITTEEWOMAN - REPUBLICAN,256,REP,DEBRA SANDILES,0,,0
